"ID"	"State"
"LP01"	"IS01"
"LP02"	"IS01"
"LP05"	"IS01"
"LP06"	"IS01"
"LP07"	"IS01"
"LP08"	"IS01"
"LP10"	"IS01"
"LP11"	"IS01"
"LP13"	"IS01"
"LP14"	"IS01"
"LP30"	"IS01"
"LP37"	"IS01"
"LP50"	"IS01"
"LP65"	"IS01"
"LP112"	"IS01"
"LP115"	"IS01"
"LP116"	"IS01"
"LP120"	"IS01"
"LP121"	"IS01"
"LP03"	"IS02"
"LP04"	"IS02"
"LP12"	"IS02"
"LP15"	"IS02"
"LP17"	"IS02"
"LP19"	"IS02"
"LP21"	"IS02"
"LP24"	"IS02"
"LP25"	"IS02"
"LP28"	"IS02"
"LP29"	"IS02"
"LP31"	"IS02"
"LP33"	"IS02"
"LP44"	"IS02"
"LP46"	"IS02"
"LP47"	"IS02"
"LP55"	"IS02"
"LP60"	"IS02"
"LP62"	"IS02"
"LP63"	"IS02"
"LP68"	"IS02"
"LP69"	"IS02"
"LP72"	"IS02"
"LP79"	"IS02"
"LP90"	"IS02"
"LP114"	"IS02"
"LP117"	"IS02"
"LP118"	"IS02"
"LP26"	"IS03"
"LP27"	"IS03"
"LP41"	"IS03"
"LP49"	"IS03"
"LP54"	"IS03"
"LP103"	"IS03"
"LP110"	"IS03"
"LP111"	"IS03"
"LP113"	"IS03"
"LP119"	"IS03"
"LP16"	"IS04"
"LP18"	"IS04"
"LP20"	"IS04"
"LP23"	"IS04"
"LP34"	"IS04"
"LP35"	"IS04"
"LP43"	"IS04"
"LP45"	"IS04"
"LP67"	"IS04"
"LP94"	"IS04"
"LP99"	"IS04"
"LP104"	"IS04"
"LP108"	"IS04"
"LP22"	"IS05"
"LP39"	"IS05"
"LP40"	"IS05"
"LP42"	"IS05"
"LP48"	"IS05"
"LP64"	"IS05"
"LP70"	"IS05"
"LP71"	"IS05"
"LP91"	"IS05"
"LP92"	"IS05"
"LP95"	"IS05"
"LP97"	"IS05"
"LP100"	"IS05"
"LP106"	"IS05"
"LP109"	"IS05"
"LP32"	"IS06"
"LP38"	"IS06"
"LP51"	"IS06"
"LP52"	"IS06"
"LP53"	"IS06"
"LP56"	"IS06"
"LP58"	"IS06"
"LP59"	"IS06"
"LP61"	"IS06"
"LP80"	"IS06"
"LP81"	"IS06"
"LP82"	"IS06"
"LP83"	"IS06"
"LP84"	"IS06"
"LP85"	"IS06"
"LP87"	"IS06"
"LP89"	"IS06"
"LP93"	"IS06"
"LP96"	"IS06"
"LP98"	"IS06"
"LP101"	"IS06"
"LP102"	"IS06"
"LP105"	"IS06"
"LP107"	"IS06"
