"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"	"InitialState"
"TNS3"	"TNS3"	-0.0589550185622499	1.0872379804804	0.118987824628765	-0.88231172475653	-0.200756084961175	-0.538553672587828	"S03"	1.0872379804804	"IS02"
"APOE"	"APOE"	0.944553303252023	1.08268545720256	-0.321182896002747	-0.465673671594952	-0.844040015673889	-0.971317908923021	"S03"	1.08268545720256	"IS02"
"STEAP3"	"STEAP3"	-0.276832544032668	1.06299354513702	0.810728142426503	-0.266132095154667	-0.0602644466571568	-1.13872590516545	"S03"	1.06299354513702	"IS02"
"LITAF"	"LITAF"	-0.599033671578905	1.05786612464529	0.235554113456478	0.777094216837638	-0.569821281367351	-0.869831833579852	"S03"	1.05786612464529	"IS02"
"SDC4"	"SDC4"	-0.437314052075488	1.04468572185173	0.305235338007666	0.625250859920535	-0.444361737291652	-1.01837558644011	"S03"	1.04468572185173	"IS02"
"PTPMT1"	"PTPMT1"	-0.0211216269153346	1.03498853909097	0.010267644025221	-0.520420306339547	0.060273095379049	-0.861226232544497	"S03"	1.03498853909097	"IS02"
"FAM20A"	"FAM20A"	0.228054387108204	1.03456557741595	0.51738898171704	-0.812925314575481	-0.764987815403132	-0.566381966238061	"S03"	1.03456557741595	"IS02"
"SLC29A3"	"SLC29A3"	0.126667073779245	1.02618259531183	0.345764006561848	-0.486249695565677	-0.389114171903545	-0.848430679596085	"S03"	1.02618259531183	"IS02"
"ITGB2"	"ITGB2"	0.424312948785901	1.02415487413029	0.474983897305893	-1.13360051734108	-0.620080081487997	-0.60271867389435	"S03"	1.02415487413029	"IS02"
"FABP3"	"FABP3"	0.525653389931135	1.01558757186701	-0.0988176168792867	-0.482141928324143	0.111005813402508	-1.30352722520349	"S03"	1.01558757186701	"IS02"
"BCL2A1"	"BCL2A1"	-0.291336664096807	1.00179737350638	-0.184014708866395	0.0138692262121789	-0.0587305041625448	-0.748144592731766	"S03"	1.00179737350638	"IS02"
"ATP6V1F"	"ATP6V1F"	0.612761011701104	0.996725013976114	-1.08389464008067	-0.126030111318878	-0.200206846706892	-0.880274870217733	"S03"	0.996725013976114	"IS02"
"CYP2S1"	"CYP2S1"	0.297389011950143	0.985234518815047	-0.209938312205242	-0.024867848051058	-0.222747965089418	-1.07357767886288	"S03"	0.985234518815047	"IS02"
"ATP6V0C"	"ATP6V0C"	0.0994393873391088	0.985055514295027	0.257439566712046	-0.225836335628488	-0.911968386959178	-0.53494767516624	"S03"	0.985055514295027	"IS02"
"RAB42"	"RAB42"	0.43452678742755	0.985038426876982	0.525514678484561	-0.337078811785712	-0.341956949231148	-1.27183031119281	"S03"	0.985038426876982	"IS02"
"PSMC2"	"PSMC2"	0.636517435173725	0.977551002557642	-0.481695578502291	-0.541411018397115	-0.00246020864648193	-1.05367746082323	"S03"	0.977551002557642	"IS02"
"PSME1"	"PSME1"	0.950304780828462	0.971746390289721	-0.459260660533763	-0.495989579535822	-0.185817217729195	-1.22219444225807	"S03"	0.971746390289721	"IS02"
"ACO1"	"ACO1"	-0.112335635384838	0.968177131557351	0.475886214508484	0.192817302988564	-0.662403347051214	-0.873287463242606	"S03"	0.968177131557351	"IS02"
"FAM213A"	"FAM213A"	0.339322726135288	0.95886936620092	0.197442944889313	-0.376201674684515	-0.246602296236432	-1.045694692145	"S03"	0.95886936620092	"IS02"
"MITF"	"MITF"	0.031614053084983	0.957874310106596	0.142063300028808	-0.993573550673382	-0.189793713108173	-0.421359169805243	"S03"	0.957874310106596	"IS02"
"HSD17B14"	"HSD17B14"	0.0962817620010048	0.951318589987937	0.358216748096086	0.103710664851777	-0.143916760022527	-1.27616433031017	"S03"	0.951318589987937	"IS02"
"SH3PXD2B"	"SH3PXD2B"	0.254944589507898	0.915547304435519	0.50950580380283	-0.14461515652506	-0.842739317044738	-0.807884866620935	"S03"	0.915547304435519	"IS02"
"SLC28A3"	"SLC28A3"	-0.0734110117721581	0.914339888461899	0.515119983659366	0.0118245757049171	-0.556029002684065	-0.827899508538811	"S03"	0.914339888461899	"IS02"
"AL645922.1"	"AL645922.1"	0.160907252389121	0.914110565121199	-0.462819584636753	0.165880961117534	0.025268782843702	-1.04549568518343	"S03"	0.914110565121199	"IS02"
"PPT1"	"PPT1"	-0.267541821731228	0.905707546509612	-0.0677468485308251	0.470844016633318	-0.841660318514766	-0.456103482318845	"S03"	0.905707546509612	"IS02"
"CPM"	"CPM"	0.300061279292006	0.903101734913817	-0.132600567996708	0.0230546794850808	-0.393656304877352	-0.933226377537961	"S03"	0.903101734913817	"IS02"
"PLAU"	"PLAU"	-0.180358736290893	0.898430419304688	0.829186086659725	-0.186260818871875	-0.88543759823037	-0.524117873657752	"S03"	0.898430419304688	"IS02"
"SCD"	"SCD"	-0.356154258473552	0.897040990891432	0.405631588731507	0.20809030545841	-0.574768898505257	-0.62564363358621	"S03"	0.897040990891432	"IS02"
"CHIT1"	"CHIT1"	0.18919494889763	0.89660715685161	0.683573762378215	-0.0627264605207422	-1.21422310959609	-0.609524123455124	"S03"	0.89660715685161	"IS02"
"GRINA"	"GRINA"	-0.203975926342425	0.896220749088447	0.0593103013026443	-0.0972985604644725	-0.744215718549635	-0.280281498314716	"S03"	0.896220749088447	"IS02"
"PPA1"	"PPA1"	0.00566810306838876	0.894558795318641	-0.406524532169798	0.322634643770334	-0.136085983149302	-0.905323194297247	"S03"	0.894558795318641	"IS02"
"FABP5"	"FABP5"	0.162460284097662	0.870274697980381	-0.317921914392162	-0.0412640429432724	0.0656419433168353	-0.969561284344019	"S03"	0.870274697980381	"IS02"
"ACP5"	"ACP5"	0.0291786180226498	0.870232170150571	0.373745706392169	0.466527695680662	-0.927340213452628	-0.817777995730262	"S03"	0.870232170150571	"IS02"
"SRXN1"	"SRXN1"	0.177665364644467	0.865790283495573	0.696759415977518	-0.769974943151131	-0.138996170737436	-0.882499327713404	"S03"	0.865790283495573	"IS02"
"TIGAR"	"TIGAR"	0.0871174674114147	0.84876479628041	0.329696999815218	0.235220856643252	-0.258012460972517	-1.14221937067357	"S03"	0.84876479628041	"IS02"
"SLC29A1"	"SLC29A1"	-0.148678445688196	0.844062744010051	0.354003806989076	0.604565996522483	-0.32287647564327	-1.13225512902461	"S03"	0.844062744010051	"IS02"
"ZNF438"	"ZNF438"	0.112478388035647	0.834206503264492	0.471069864384766	-0.487701435149851	-0.125302067689417	-0.865367770674828	"S03"	0.834206503264492	"IS02"
"FLVCR2"	"FLVCR2"	-0.259396744122593	0.829700299669593	0.397732976837347	-0.181118932610655	-0.158208609111369	-0.677861238982769	"S03"	0.829700299669593	"IS02"
"IGF2R"	"IGF2R"	0.21537956407952	0.805428797212794	0.447750183936631	-0.51479453410272	-0.145869783333598	-0.877521703770242	"S03"	0.805428797212794	"IS02"
"APOC2"	"APOC2"	0.560684231552098	0.765358427351645	-0.0200319652934249	0.0426191755882776	-0.0430470036115058	-1.30748223509268	"S03"	0.765358427351645	"IS02"
"PSMA4"	"PSMA4"	0.0579989565383091	0.76427517126752	0.042639936412979	0.158507285951885	-0.13848804610856	-0.920253327950478	"S03"	0.76427517126752	"IS02"
"ISOC2"	"ISOC2"	0.64143220966837	0.760024655328866	0.4673512415426	-0.218102462171016	-0.497193898221356	-1.13236640032569	"S03"	0.760024655328866	"IS02"
"CES1"	"CES1"	0.567721016878812	0.758308460509243	0.426684713148185	-0.437441213580667	-0.17995765448903	-1.13401836565502	"S03"	0.758308460509243	"IS02"
"PSMD7"	"PSMD7"	0.622674558227736	0.749689544882954	-0.576997570853223	-0.70411269442364	0.0525016943279777	-0.680949281167169	"S03"	0.749689544882954	"IS02"
"SOD1"	"SOD1"	0.619287997941923	0.74848481122801	-0.761408958113409	-0.498189983330378	0.497580048639778	-1.0208813378428	"S03"	0.74848481122801	"IS02"
"KRTCAP2"	"KRTCAP2"	0.290658399063082	0.741612187890255	-0.461275617856329	0.514852269915781	0.0264816395750036	-1.17755597427003	"S03"	0.741612187890255	"IS02"
"ENPP2"	"ENPP2"	0.555177812105147	0.737622404857442	0.075564082166646	0.209450266782829	0.0160306402258031	-1.46131727937491	"S03"	0.737622404857442	"IS02"
"DNAJC5B"	"DNAJC5B"	0.458958208607202	0.73596538150314	0.515764665793123	-0.308462743041087	0.000861635595297029	-1.2651217862631	"S03"	0.73596538150314	"IS02"
"PPARGC1B"	"PPARGC1B"	0.375510686733711	0.730161816289557	0.230559428520889	-0.633824516959402	0.0350665614513283	-0.874909295282392	"S03"	0.730161816289557	"IS02"
"CCDC42"	"CCDC42"	0.628420969493906	0.727773917574136	-0.300911857580161	-0.198051637953672	0.070793157690892	-1.11761680003252	"S03"	0.727773917574136	"IS02"
"RPN2"	"RPN2"	0.221305418949749	0.714994513802045	0.0219888547732046	0.445613023551785	-0.0975409516955109	-1.19627504972281	"S03"	0.714994513802045	"IS02"
"C14orf166"	"C14orf166"	0.427143661470942	0.712260498915762	-1.2294659162555	0.233762697115235	0.204991817215755	-0.837953688155561	"S03"	0.712260498915762	"IS02"
