"ID"	"State"
"LP80"	"IS01"
"LP81"	"IS01"
"LP82"	"IS01"
"LP85"	"IS01"
"LP87"	"IS01"
"LP98"	"IS01"
"LP99"	"IS01"
"LP102"	"IS01"
"LP105"	"IS01"
"LP37"	"IS02"
"LP38"	"IS02"
"LP51"	"IS02"
"LP52"	"IS02"
"LP53"	"IS02"
"LP56"	"IS02"
"LP58"	"IS02"
"LP59"	"IS02"
"LP61"	"IS02"
"LP70"	"IS02"
"LP83"	"IS02"
"LP84"	"IS02"
"LP89"	"IS02"
"LP93"	"IS02"
"LP95"	"IS02"
"LP96"	"IS02"
"LP101"	"IS02"
"LP107"	"IS02"
"LP108"	"IS02"
"LP111"	"IS02"
"LP01"	"IS03"
"LP02"	"IS03"
"LP04"	"IS03"
"LP05"	"IS03"
"LP06"	"IS03"
"LP07"	"IS03"
"LP08"	"IS03"
"LP10"	"IS03"
"LP11"	"IS03"
"LP13"	"IS03"
"LP22"	"IS03"
"LP40"	"IS03"
"LP50"	"IS03"
"LP65"	"IS03"
"LP112"	"IS03"
"LP115"	"IS03"
"LP116"	"IS03"
"LP120"	"IS03"
"LP20"	"IS04"
"LP23"	"IS04"
"LP27"	"IS04"
"LP32"	"IS04"
"LP35"	"IS04"
"LP39"	"IS04"
"LP42"	"IS04"
"LP48"	"IS04"
"LP49"	"IS04"
"LP67"	"IS04"
"LP91"	"IS04"
"LP92"	"IS04"
"LP97"	"IS04"
"LP100"	"IS04"
"LP103"	"IS04"
"LP104"	"IS04"
"LP106"	"IS04"
"LP109"	"IS04"
"LP110"	"IS04"
"LP03"	"IS05"
"LP12"	"IS05"
"LP15"	"IS05"
"LP17"	"IS05"
"LP19"	"IS05"
"LP21"	"IS05"
"LP25"	"IS05"
"LP26"	"IS05"
"LP28"	"IS05"
"LP29"	"IS05"
"LP31"	"IS05"
"LP41"	"IS05"
"LP44"	"IS05"
"LP46"	"IS05"
"LP47"	"IS05"
"LP54"	"IS05"
"LP55"	"IS05"
"LP60"	"IS05"
"LP62"	"IS05"
"LP63"	"IS05"
"LP64"	"IS05"
"LP69"	"IS05"
"LP72"	"IS05"
"LP79"	"IS05"
"LP90"	"IS05"
"LP113"	"IS05"
"LP114"	"IS05"
"LP117"	"IS05"
"LP118"	"IS05"
"LP119"	"IS05"
"LP14"	"IS06"
"LP16"	"IS06"
"LP18"	"IS06"
"LP24"	"IS06"
"LP30"	"IS06"
"LP33"	"IS06"
"LP34"	"IS06"
"LP43"	"IS06"
"LP45"	"IS06"
"LP68"	"IS06"
"LP71"	"IS06"
"LP94"	"IS06"
"LP121"	"IS06"
