"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"	"InitialState"
"TMEM37"	"TMEM37"	-0.571965229156574	-0.992397721958889	0.0864631791435309	-0.0793931037220104	0.97502091932968	-0.0283873457981315	"S02"	0.97502091932968	"IS05"
"BST2"	"BST2"	-1.59461771134238	-0.935213245368307	0.862724859314527	-0.37105661739157	0.974607504008291	0.00911797167184964	"S02"	0.974607504008291	"IS05"
"PLEK"	"PLEK"	-0.584822895401378	-0.758582366412394	0.0212442502871432	-0.195168053686764	0.973782165526682	-0.10601540415778	"S02"	0.973782165526682	"IS05"
"PDCD1LG2"	"PDCD1LG2"	-0.705792246264671	-1.26019037583558	0.015929682391942	-0.118775769778238	0.970048629557446	0.606049988090686	"S02"	0.970048629557446	"IS05"
"KCNJ10"	"KCNJ10"	-1.65658525442063	-0.670536521804741	-0.170679281310003	0.436667359939998	0.970026216273848	-0.065391760808997	"S02"	0.970026216273848	"IS05"
"CCL18"	"CCL18"	-0.729848033351505	-1.05489380205088	-0.378976459703451	0.231193032433591	0.969106780058541	0.371165452292462	"S02"	0.969106780058541	"IS05"
"CPED1"	"CPED1"	-0.522554514054122	-0.989584076053147	0.248356805461432	0.0792278362741169	0.95654975652545	-0.46278225345879	"S02"	0.95654975652545	"IS05"
"CD59"	"CD59"	-1.22882946449657	-0.57190809309466	-0.457725049029304	0.365673903553285	0.945911885011647	0.00527484896769919	"S02"	0.945911885011647	"IS05"
"OLFML2B"	"OLFML2B"	-1.28453937668631	-0.587933269307416	0.627033462354138	-0.645990170178834	0.945756165448472	0.0310311906584395	"S02"	0.945756165448472	"IS05"
"BCL2A1"	"BCL2A1"	-1.07994777535366	-0.67660571629376	-0.143070932995051	-0.283028417075409	0.94295313176412	0.52871877562906	"S02"	0.94295313176412	"IS05"
"NAGA"	"NAGA"	-0.0772337985546817	-0.854759945714819	-0.513219529573514	0.138897904617088	0.941948820329391	-0.0306870268933246	"S02"	0.941948820329391	"IS05"
"RAB39A"	"RAB39A"	-0.589767111363116	-0.86552044539546	-0.415955738324334	0.225998562113428	0.941114086541449	0.108857665135245	"S02"	0.941114086541449	"IS05"
