"LP01"	"LP02"	"LP03"	"LP04"	"LP05"	"LP06"	"LP07"	"LP08"	"LP10"	"LP11"	"LP13"	"LP64"	"LP27"	"LP28"	"LP29"	"LP32"	"LP33"	"LP34"	"LP35"	"LP40"	"LP42"	"LP44"	"LP45"	"LP48"	"LP49"	"LP79"	"LP90"	"LP91"	"LP92"	"LP94"	"LP95"	"LP97"	"LP98"	"LP103"	"LP106"	"LP107"	"LP109"	"LP114"	"LP19"	"LP25"	"LP26"	"LP31"	"LP37"	"LP39"	"LP41"	"LP47"	"LP50"	"LP51"	"LP52"	"LP53"	"LP54"	"LP55"	"LP58"	"LP60"	"LP61"	"LP65"	"LP110"	"LP111"	"LP113"	"LP116"	"LP119"
"PAGR1"	1.35804154942446	1.49819312653679	1.42391007159325	1.66826788306982	1.48130789911203	1.33651313010094	1.67612017198395	0.393742721414438	0.707935675949307	0.497835717047537	0.980253376984548	1.08598974928282	-1.11755078874463	0.535220892930802	0.681415063861885	-1.11958112748459	-0.885795107309403	0.101538976991625	0.871029918424869	0.573481488471819	1.49034556276817	0.254353056625514	-1.23938622608464	-0.172836877046235	-1.19758299549271	0.409051471652305	-0.311486226377916	0.644109799491295	0.601658507689653	0.326689546968557	0.721085817872101	-1.09828906131364	1.37475910005732	1.32630793436953	0.710166160649672	-1.87042113288086	0.642317447713351	-0.29267355383817	-0.550861574646451	0.788982442984733	-0.0950606068928896	-0.618028124969131	0.621562679567921	0.355296347280153	-1.16564792457739	-1.07529991618843	0.830012025362722	0.848897687609639	0.037168773066819	-1.16431245767506	0.596599536173016	-0.571336520319431	1.14554226178303	-0.543540598304185	-1.06133539476864	1.15203526604265	-0.907149288680882	1.12738496835968	0.602836982850084	-0.347204528519961	-0.953554666428555
"RBM23"	1.28630728547872	1.32173929132893	1.36783927247756	1.18847950146555	1.19522478043799	0.961272708767695	1.38879361777344	1.07158542483002	1.3274905059532	1.24823141283203	1.05765969384313	0.461768290099318	-0.691005983406926	0.74712501984256	0.528884391101305	-1.50958513071402	-1.05436243046309	0.741577476350644	-0.979158767694248	0.679184885921558	-1.22643235411811	-1.19799609737904	-0.756136154167482	-1.26801344579949	0.659217246127626	0.763572015486713	-0.543856524572174	-0.969569182319639	0.0774478229447675	-0.46943884889129	0.801343232033847	-0.352410819669023	-1.6204454830202	-1.17065648329481	0.916537250652527	-1.41664588780301	-1.08745023874949	0.589191694025996	0.951073868565714	-0.634893284928072	0.841508462128686	0.692935384639096	0.412983145968804	-0.534158081639946	-1.16517530342139	0.673264652633102	0.751711888446351	0.708902156417538	-1.0253728164071	1.50737882830517	0.843243223624196	0.617481507879399	0.0427418804819139	-1.15643991082432	-0.671917173121945	-1.07820122635472	-0.900344708600811	0.784611167608779	0.542335562474396	0.0992558405305001	-1.09865848581517
"FIS1"	1.08803831189607	1.14885751118084	1.18349054499446	1.24018573934856	1.17064714821759	1.17616355342408	1.32652476534714	0.890409990708161	0.906964279938538	1.09946732011757	1.0067250643345	0.97892425796724	-1.07138614992581	0.688806836619474	-1.09434388198919	-1.32107711927375	-0.979605146302782	-0.0163171258918653	-1.17014809026038	0.183388105227231	0.572799781073018	-0.479045670375123	-1.10382260637906	-1.38634626245027	-0.927364967830106	0.857496629292345	-0.178451907687586	-1.02717925738205	-0.302471097141275	-0.455737223256049	-0.866827414806586	-0.896289901033533	1.60930897975101	-1.40611741451778	-0.964745912048935	-1.52647938457966	-0.648681225459684	0.782375316898035	0.818290814124605	0.777150449194423	-1.09002275302223	-1.18266197318977	0.772014775710652	-0.967701923832375	-1.0610913390996	0.683201874800248	0.893903136754073	0.80863091766911	0.835976961545315	1.09449413782741	0.832729572446092	0.666068175531785	0.862650309254016	0.187330917883861	-0.768147021943142	1.1647859506514	0.716358532295843	0.48648383299578	-1.0077211221611	0.908955254420631	0.637608244485845
"BRMS1"	0.743611816294167	0.959736910209243	1.32328231835663	1.29891166922542	1.18609639219716	1.41405037697905	1.30471244806741	0.77245884494742	0.999903515182547	1.23318871669887	1.02960255049648	0.810408073084079	-0.488374181682345	-0.101199739138328	-0.137060652738781	-1.50411342695639	-1.4603698559159	-0.949687008984002	-0.853506226401	0.707892651218792	0.157124018106354	-0.740274618660126	-0.322308744086595	0.908256616216369	-0.68617997725706	-0.382999788041464	0.16990860593715	-1.14529395396094	0.527884667599425	0.500523979364233	0.573425908345696	-0.635362991645825	-2.46590133365663	-1.34440856760836	-0.37684382992135	1.15336930681164	-0.0185912144707117	0.756303380401258	0.188586556327504	0.254748813829218	-0.879644344698717	-0.044279532804569	0.0185104345736233	-0.875582248756667	-0.859329807852123	-0.816639900437091	1.21365633690712	-0.781940677240655	-0.752491717605174	-1.80371138454924	0.888889011564917	-0.586319730635678	0.863602087476267	-0.549103061626961	0.478256876172415	0.18918418840123	0.336567499666555	0.147444090444973	0.0365733893747468	0.688441593975423	0.339831591935877
"DHX16"	1.36969036226659	1.1609021479664	1.26743182330687	1.41077073905331	1.26329719068471	1.38125259764865	1.14249795210336	0.324743523812965	0.945570043409694	1.03061819949396	1.16782882479876	0.594602540857418	-0.838178704412857	0.716807831531644	0.403918355626689	-1.11577770795789	0.337550949415551	-1.28226887381171	-1.29478487871534	0.689241835950256	-1.45793962619438	-0.0640135462288911	-1.03584322933766	-0.37964149664025	0.121880716199238	0.14261845761086	-0.112683419562716	-0.513412150497653	-0.513793095154722	-1.79341109321484	-0.33374745933733	-0.998112349771627	0.527706802199942	-0.151833219838195	0.632408475461343	0.467236496449529	0.496422986697503	0.577638743860082	0.304560283732525	0.466235330339319	1.03073003885752	0.621852342810716	0.521798117253893	1.0700987045132	-1.0489702886091	0.114328012747444	0.949825627884984	-0.504646679778673	1.12234733878559	-0.721420730632641	0.789263305010039	1.06200398000934	1.42711320070253	0.715411083279999	0.528187233454616	0.689459915497404	1.0313542584645	0.945747068719442	0.735708312852963	-0.255223800782338	1.130056322274
"GOLGA3"	1.00567105049212	1.05923249919532	1.33184562925648	1.1782179156823	1.27016337303961	1.21898261646362	1.33064107802636	1.12339394107277	1.05011861850436	1.4413589788576	0.673966387331711	0.312170979918284	0.255455744255747	-0.0386529768848423	0.449251928692861	-1.64567778754389	-1.20704534193306	-0.973583197168861	-1.11654853502442	-0.598311921742649	1.03280754922066	0.600863974353548	-1.22373776162473	0.353115760062177	1.09279961522461	-0.89671467889171	-0.777598419839188	-0.229673101394218	-0.259970906817542	-1.51437390601916	0.463883749232512	1.34550224123613	-1.18372407175636	0.0347294548767897	-0.673787501287998	1.35407059293583	0.0880599866503686	-0.139253375050861	0.522221994444235	0.610716788630622	0.617531327952547	0.74154562629528	0.755127681837626	0.673771453772015	0.888897078913511	0.338509765857152	0.616564158551563	1.28810575204435	0.852809992410444	-1.07225404475907	1.06559805759227	1.16771596493671	1.07516873286291	0.929621148234891	0.824317591532886	0.901521290598362	0.804310640382877	1.24901612374799	0.644585522853867	0.628960359913202	0.704915497184936
"CTR9"	1.67636475127375	1.52912791898357	1.42293315045231	1.58840073532759	1.84825444670354	1.45153844428395	1.59427709969508	-0.369340617094031	0.995722179177625	0.92191372858982	1.28074370421876	-0.9890017951356	-1.07192430721899	0.512611488019566	1.21002109742242	-1.25529909184241	0.544691811878768	0.897664394902675	-1.12898465882327	-0.1011979084496	-0.316097348367529	-0.506703809172359	-0.430877014275717	-1.01922223114313	1.38782498654615	0.894682429773224	0.144164285970279	0.723895920721208	0.732389530004931	-1.20583803342223	1.13891388694465	-0.880872970774226	-1.62369661913568	-0.707808568682114	0.34263300249322	0.459199428433987	-0.882004113667071	-0.247820360044091	0.760534033587812	0.879450378319805	0.921599614031973	0.946200214268236	-0.582958854304251	0.237190148991854	-0.841793129180469	-0.278472965583642	0.630187022125047	-0.94388729978236	-0.815767873565964	0.177027661531495	0.172047568568497	-0.664653445309698	0.68331340506625	-0.83163304158436	-0.388115267664678	0.559283248966309	-0.1646905495924	-1.06860797271136	0.277319198192579	-0.158012246743225	-1.39202401894323
"METAP2"	1.27354043759465	1.12706984175316	1.2544225085753	1.26060160809984	1.41321449786237	1.26430613345907	1.13798716938833	0.859756465682622	0.917306715746238	1.22097639301963	0.39506664230249	0.708390703040066	0.839725760554197	0.796399127757094	0.175610890672169	-1.647546918355	-1.00355648426167	-0.689945811316577	1.18558516144531	-0.315860248856956	-1.21180020624796	-0.628280718274836	-0.615470161587657	-0.0912151567304934	-0.162740289360603	-0.475291791970816	0.580471443198115	0.811605965380575	0.747277209109365	0.632933851649472	0.915352192343863	0.966613132563689	-2.23733679129767	-0.970601599860925	0.981088265640534	0.719943106441601	-0.817629842377732	0.586693620096184	-0.102304176884329	-0.855932506045375	-0.910317022676035	-0.648055289835649	0.308821387540853	0.702993510087908	0.992243746587583	0.86542880985804	-1.11178304354709	-0.33635559418923	-0.998080483998048	1.50852472272751	0.0299678676053295	-0.645072059078413	0.409635390914431	-0.633677670980697	-0.306925034996979	0.94584781254564	1.05516367359815	-1.54402783144336	-0.473531605545851	-0.345066991977585	-1.50206394653003
"RABEP1"	1.29922030771717	0.545931015189108	1.59552948816422	1.0883120458305	0.616416398633225	1.64088140346285	1.31257639062259	1.0827404643817	1.41585932514243	1.31767858278767	1.3535227030175	-0.475324461551002	-1.17470128677397	0.618717280821092	0.15992795674686	-0.28848959234847	-1.11443342083793	0.122815816413489	1.12947738956081	-0.621561402179483	-0.713228539564557	-0.44963652181174	0.103704027608471	-0.112819618575243	0.914763439585115	-1.0758353127726	-0.072065701987751	1.20588572648287	0.598927608835583	-0.397840587615905	0.0460562583858213	0.950604204230325	-0.778344527194133	0.173803511017818	-0.676568076712016	1.17489650741856	0.307667028340896	-0.114697295105577	-0.0673568656174671	1.1248100348813	0.921942825244214	-0.0312512302187033	-0.851741520318393	0.510552927623603	-0.0768992095746487	0.457402889534441	0.599016043601911	0.123468750241554	0.547467316016073	1.21055788503057	0.740158647684094	1.08989772927872	1.15933560064077	-1.02104008901574	1.06849449237009	-0.603531834059025	0.712264100278217	-1.17278616782371	-0.113055098227256	0.764953877096673	-1.35942293851658
"TCEAL3"	1.16782261333327	0.904208538046123	1.35270409370453	1.05041414163663	1.23965524221825	1.19523216160692	1.05790903086341	0.748415655047535	1.00095078547851	1.15692396248226	0.918254172933081	0.868340595560038	-0.343209546402786	-0.290047792398909	0.792809419472828	-1.06631273751052	0.843127398661845	-0.931075392538331	-0.985831737607618	0.77646764123217	-0.937011697864764	0.930379938320828	-0.034085375952971	-0.0372010314662268	0.10812145825301	-0.730932499547356	-0.546415106048132	-0.789149442232958	0.747400358534128	0.0190144970940441	0.778467334175522	-0.638402640497764	-1.90870158034754	0.577409992128139	0.774938416959438	1.17955200552889	0.502564515761464	0.469015286768054	0.812175876393704	-0.572812463476372	-0.200195863625545	0.580570380604454	0.593704131746603	1.09103853647013	0.884491368740035	-0.893703931556331	-0.780852422167258	-0.983842804937677	-0.0130249390297293	1.43179384437929	0.511272144251654	0.536931519351543	-0.988269635956722	-0.273268272712035	-0.777320872149623	-0.603008005197121	-0.403234653908761	-1.64097827427789	-1.06934913518853	-0.567704480586309	-0.797940216518163
"PRPF40A"	1.15783119573051	0.664818786945833	1.07259857000952	1.20104050304512	1.27086388469205	1.10169802589961	1.11297565655228	1.01575275921273	1.15706774284547	1.19505896519782	1.12085378650764	0.422236636230566	-0.887861618623142	-0.429488567337053	1.00095993291099	-0.598277459726547	0.682336416363297	0.32524856349459	1.2229793415163	1.05594591305679	0.0412929973130555	-0.347043398480169	-0.322144150205373	0.279999984479998	0.710927430615908	0.74428065432435	-0.324209621251253	0.578765795689564	0.0850507986745994	-0.270539263053271	1.01802481066999	-0.337679568827295	-1.22084997863442	-0.0908229836722159	1.02500315257606	-0.365562668569507	-0.436382872236735	1.07259033307362	1.0819063201356	-0.193829282589315	-0.197955431205923	-0.467817056857058	0.0305515486833752	-0.250678599826755	0.228825634709329	-0.4176791602154	0.483896301941199	-1.53063916728044	-0.458455380308364	-0.323806658844074	0.504641704096369	-0.309470246790224	0.756735740280975	-0.257514926437155	1.29884219924585	-0.126304324368886	-1.05749378591069	-1.53028716569585	-0.136008660467756	0.178793791431488	0.112063895061498
