"LP01"	"LP02"	"LP03"	"LP04"	"LP05"	"LP06"	"LP07"	"LP08"	"LP10"	"LP11"	"LP12"	"LP13"	"LP18"	"LP23"	"LP26"	"LP27"	"LP30"	"LP37"	"LP40"	"LP43"	"LP44"	"LP46"	"LP54"	"LP56"	"LP60"	"LP63"	"LP64"	"LP68"	"LP70"	"LP81"	"LP95"	"LP110"	"LP112"	"LP115"	"LP116"	"LP117"	"LP118"	"LP121"	"LP14"	"LP15"	"LP16"	"LP17"	"LP19"	"LP20"	"LP21"	"LP22"	"LP25"	"LP28"	"LP29"	"LP35"	"LP39"	"LP41"	"LP47"	"LP49"	"LP50"	"LP55"	"LP62"	"LP65"	"LP67"	"LP69"	"LP72"	"LP90"	"LP91"	"LP92"	"LP97"	"LP100"	"LP106"	"LP109"	"LP119"	"LP120"
"ALDH1A3"	1.12488987574153	0.708106899699216	0.940533974766404	0.859830754919313	0.652475721176085	1.06044939097522	1.28738275158206	0.636232568735258	0.473586151071662	-1.01256688663977	0.732190581765764	0.257416015411327	-0.287470453518235	0.0829823164523086	1.01788672371408	0.614596560417896	0.245176570580374	0.980125157661666	0.68942020681568	0.455443775715718	1.16576704623521	1.46445399772566	0.471738384251405	0.359015527122722	1.07468007004266	1.28476170523472	0.806352545614998	-1.36054141862699	-1.24205159739914	0.601340969229099	0.838183369255475	-0.10966844860954	0.947625441216605	0.44504189316051	-0.814527578808581	0.623948288808174	0.346553385758579	0.514594983314177	0.742804655873483	0.82982424097986	-1.30802665798456	0.476307455514507	-0.576779205418089	-0.532151160596729	0.522657308048149	-1.31141254848829	0.0547957519417259	-0.757431798057791	0.989132823240167	0.61005361697127	0.754247653655558	1.31416851301538	0.140246765269004	-0.19442352916594	0.588239764692192	1.10400988318908	0.687422797448982	0.619613505186834	-2.33917157130915	0.286060146417755	1.28582125528788	0.700505415192245	0.487940369519472	0.9216675118054	0.180361776481749	0.528376265051004	0.609292340254737	1.18956162575232	0.776989590323584	-0.999361334408205
"MGST1"	0.950944283874948	1.15064265045194	0.952412115052171	0.925725248057681	0.69241984125684	0.934122319733554	1.00813499107788	1.05498793946821	1.12350024328365	0.987328984047464	-0.550116499758333	0.45221959540225	-0.0881106629973381	-1.07091684447659	0.936217850008336	0.165050218133724	0.0881927138081648	0.451879697591487	-0.219290736575145	0.158297150800649	1.02323712109211	0.802631219426241	0.415340955228788	1.29320064927606	1.12379760791294	0.664035584359112	0.751451532543875	0.479480372934897	-0.0519458184180966	-1.5397760020723	0.423692231368296	0.580437335714622	0.417637411909185	0.3006170942868	0.174435818399605	0.417130400921247	1.05165542702467	0.455781875565464	0.419684110282541	-0.0552003282256795	-1.69241205135542	0.614077524723128	0.0999479524888643	0.411285865660602	1.05466853662936	0.138719241442243	0.659079096862587	0.233825476201335	1.22077414658195	0.528709001664025	-1.680877603937	1.02537978982068	0.6338410681871	-1.50210347496436	0.573712486394082	-0.111853317885464	0.589262068690082	0.0683630983773035	0.420354159413147	1.04204512270331	0.986901403023427	0.420101385940344	0.450098368744337	-1.68272006730419	0.104396033387538	-0.135442004437884	0.487181686380767	1.08944152952113	0.915409621308199	0.0232400030095626
"PLVAP"	0.341642337795873	1.00008350306462	0.0933336808182346	0.831863333732789	0.86108390656347	1.49890274474251	-0.501535689999087	0.587788265941069	0.411744626074529	0.87370234281013	-1.10979275822653	0.55252331246108	0.463435985642066	-0.552977275920436	0.99243928236164	-0.538461265194005	-0.456848322044809	0.357466025872857	0.673170810535041	0.789608614785665	0.84586158490764	0.378873680211248	-0.771321576440992	1.48835593355292	3.24741619582543	0.097851708379861	1.65700574765204	-0.0805305636323858	0.16540456620932	0.52477782476219	-0.714246187270938	-1.07170419817268	0.0278342797982249	2.26187195120891	0.1774285732264	2.0378840329257	1.02823760551454	0.0624448407996939	0.418072801078472	0.276247688852508	0.280776435633574	1.04273620647805	1.24087018744452	0.346517884231521	0.0188447421289161	1.75799906430196	-0.302878100210964	0.668280202627782	-0.120444062568538	1.22461476965524	0.944690703614587	0.905811589035781	-0.879096652206909	-0.94087872379844	0.284798320653794	0.394133567465595	1.07881931703866	0.405472330432003	0.759897745604395	0.5782266278877	2.1481891465223	-0.66947913014145	0.349945077893881	0.409447379888106	-0.117255164596815	-0.0307121483227661	0.224910300785296	0.0653989762215043	-1.15295769291152	0.446806373527512
"C1R"	0.731338898758884	0.667380127688458	0.76406177067356	0.640518924618716	0.706212860626347	0.904228347063348	0.710926240489112	0.537313922975786	0.729159853245459	0.575642864905772	0.736399062886638	0.793238362209482	0.534145558358148	-0.340383717452138	0.755592990233124	0.537637234429659	0.543257650514241	0.534145558358148	0.554467427711491	0.524035163692805	0.869736334954139	0.613633853226852	0.23541525637833	-1.72681010849256	0.825305379241766	0.534455267165472	0.770894314613408	0.915380160415464	0.613471431560529	-1.72681010849256	-0.116424706910346	0.487227333901416	0.53482362231273	0.805020139988165	0.59871517892538	0.755084711436155	0.843339855597425	0.538531453923206	0.696791407750146	0.854145315750086	0.559583043348996	0.715635095277466	0.80207751375892	0.471334882407496	0.851250314918814	0.594722170514928	0.542820554141832	0.602359466030176	0.534145558358148	0.21883894126074	0.543161075930917	0.82765936019116	-0.213314864449931	0.00774772232429749	0.535634313082331	0.859974170446094	0.865634154765033	0.545303160105638	0.509812291622287	0.774324735561595	0.87433982567345	0.340340746831322	0.494815082926928	0.421487066393426	0.14693671707365	-1.72681010849256	0.465992665343573	0.534145558358148	0.567305534049593	0.845303565379029
"SLPI"	0.95445075116488	-0.985015827110094	0.948098970504023	-1.07572863849034	-1.01871689485468	0.946936621701042	0.944414354952442	0.94309852508652	-1.04547213312165	0.94388015137749	1.0055152696113	0.943596595933522	0.96119921668453	0.94309852508652	0.967855815496819	0.94309852508652	0.94309852508652	-1.00068935359058	0.954100962191327	0.955977428047656	1.7371785288426	0.968087957241739	0.94309852508652	-0.980289937809593	0.95846167129223	-0.991638577069666	-0.972665227970194	0.94309852508652	0.969381600204685	-0.828773480699033	0.945387612837937	-0.430773210951053	0.94309852508652	0.943159305646367	0.977016267822789	0.969424147625407	0.94309852508652	0.94309852508652	0.962534010432144	-1.07572863849034	-1.06606824239715	0.968998784168858	0.965073502090479	0.950308364712825	-0.959944768325078	0.944847423962745	-0.969269434946602	0.973896727394439	0.951601833652349	0.948435854278384	0.956783315361061	-1.03589716143217	0.945008311442143	0.968149470701618	-1.07572863849034	-1.07572863849034	-1.07016936434417	-1.02202587777166	-1.07572863849034	-0.972911416161561	0.949833838256913	0.966248097405292	-1.02915459468073	0.963432461603933	-0.632341773558747	1.06125405180279	-1.07572863849034	-1.07572863849034	-1.07242429892046	0.952614797613025
"PRELP"	0.89869453780613	1.09773618102305	0.680467905704224	0.265061689046833	1.12940664437009	0.576563080338064	0.818919126730489	0.614039536967597	1.16470875256984	0.879216495658166	0.826524940426956	0.576563080338064	0.645006312340478	0.0933542276396891	0.956066652968443	-0.38759545543258	0.606506038415121	0.625172557235093	0.576563080338064	0.798252362460382	1.13412565681566	-1.42266234731975	0.576563080338064	0.981970503432504	0.646970691210431	-1.42266234731975	1.08273933524988	-1.42266234731975	0.576563080338064	-1.42266234731975	0.576563080338064	0.636645682932464	0.994255546188211	0.576563080338064	0.576563080338064	0.443901834473815	0.477138903912041	1.08156395178293	0.576563080338064	0.815561142000102	0.576563080338064	0.576563080338064	0.175349691786374	-1.42266234731975	0.576563080338064	0.576563080338064	0.576563080338064	1.02071831139109	-1.42266234731975	0.447058446888941	1.16010542991966	0.972277317075336	-1.42266234731975	-1.42266234731975	1.12838023538136	0.637610639604065	1.17992516293615	0.576563080338064	0.883854332950787	0.576563080338064	1.17438604533865	-1.42266234731975	0.67412764460303	0.619465744118471	-0.917451377585503	0.576563080338064	1.09412199545809	0.0274907546166751	-1.42266234731975	0.576563080338064
"TCEAL7"	1.96246685688122	0.650328306890363	0.711578347903145	0.653250045476929	1.30267772007568	0.634543613021853	0.582326272907893	0.687303226059357	0.72854222248741	0.886246048375627	0.169098594661273	0.587360368188163	0.660612598079189	0.578619226600033	0.775638569869187	-1.07656378482426	0.680220209963821	-1.19805516854687	1.1549570452193	0.148025051740973	1.82281741794377	-0.21290869189857	1.20566692544348	-0.194822271981005	0.777288242144806	-0.21267713434174	0.6005907956679	0.658225674598649	0.889132654541255	-0.781849455923467	0.632928593704734	-0.468131164653704	0.682007766989947	1.15948722148022	0.843493522815045	-0.418548733417109	0.671175581943416	-0.853885220296264	0.749390838051936	-0.670174429562503	0.578619226600033	0.740386570258877	1.49924610181956	-1.25381090548577	1.22382104500438	0.731826883730171	-1.2484707725702	-1.15620313164237	0.777581651640104	-1.10681010248142	1.29097792477883	-1.38812942690389	-1.09143207448933	-1.04346869052599	-0.85630084622291	-0.932381911830506	1.09894113868068	1.30579014471325	-1.37768620763826	0.597183443210282	0.890588328314523	-0.624941156794499	-0.317383123220752	-1.38812942690389	-1.35534226909184	0.934183724341852	1.29112757830059	1.12820827520474	-1.12708208099724	0.584523899632142
"DKK2"	0.610839349742455	0.450980278933682	0.727124048579968	0.281980908809532	0.472379954783012	0.937760573118124	0.0496703781018443	0.99018162454297	-0.20891290536187	-0.444726683683038	-0.555167703628131	0.503225641797518	0.594208432802103	1.28809710311699	0.603176667078659	0.830270016411924	0.929691815564828	0.571532429163136	0.361158788598322	-1.44854651318326	1.19588226452175	-1.46321981876623	-1.11704585419931	0.748336213041751	0.892981319806335	0.111613495650124	1.38856891774239	0.912170277819777	1.20851157770848	1.40853662350088	1.39439221902994	0.876739048756412	0.0746590613590056	1.31378786824526	0.336002155572034	0.500949296538996	0.673812258472171	0.0109788374301469	0.90835874250009	-0.317201940817663	0.120383490259889	0.249005925312249	1.44149870570632	-0.608828527961432	0.578077761409166	-2.09876629675374	1.18750803612403	0.416976117830021	-1.19420093173124	0.975411160989791	-0.830676992315667	0.987751079937828	-1.02733857829727	1.17340257705998	0.904894609865026	0.689088771344131	1.08342710111387	-0.326015207629748	0.213624587020188	0.569980268762734	1.1517172600598	-0.293372847296106	-1.85629859257452	0.816867626905116	0.85616084415669	0.970865570492468	-0.525507577190936	-0.908292026123485	0.692512135515801	0.329469628205176
"DYDC2"	0.889134299111151	0.949029905610773	0.931571191014145	0.966070119084781	1.1223262133029	0.811154970419062	1.04460405703883	1.02152730972672	0.987516068618489	0.926317654514244	0.776040810186325	0.778684317918424	0.780235999600466	-0.026575009865393	0.78299529804895	-0.69081573457542	0.807879946243185	-1.33255421116637	0.230689285401389	0.320590000005479	1.18543007351236	0.813975073527303	0.678018184994209	0.92723582455201	1.03661779311078	-1.33255421116637	-1.33255421116637	-0.430837986422932	0.633665516009391	-1.33255421116637	0.775909162614918	-0.0510829143613089	0.781629173681192	0.776285240441168	0.425300102121857	0.791290435479078	0.845141568801486	0.352270179472803	0.795383087426346	-1.33255421116637	-1.33255421116637	0.803819028370985	0.805995625419006	-1.33255421116637	0.823572274745216	0.96681973561364	0.785353257914394	0.799616884772636	0.801707935086717	0.783827320778287	0.783954535771542	-1.33255421116637	-1.33255421116637	-1.33255421116637	-1.33255421116637	0.794085378900194	-1.33255421116637	0.824610057661476	-1.33255421116637	0.774476820616254	0.781927581830814	0.789068800268738	0.782233329081005	0.781171060957893	-0.31766692046565	-1.33255421116637	0.779803104349482	0.799597271490602	0.856791871705434	0.787852413552118
"TGFB3"	0.743212948692924	0.39778607861085	-0.575053138028991	0.574849111113321	1.13140454417221	1.6092156788931	0.663589978920783	0.409627447489887	1.10741100507654	0.94108649428732	1.6086085687295	-0.167573078159984	-1.37603253413643	1.60501520572168	0.973515694651166	0.757631506984749	1.23122270553549	0.776761597067061	0.567957229612169	-0.784274917129703	1.72259870312367	1.17002880138127	-1.52023164385381	1.36289348073095	0.697718723712915	0.392630563398089	1.54335309368544	-0.769578505475188	-0.848789951983598	0.937607824978915	0.711759241691343	0.901995581586962	-0.190955598911735	-0.896591750204904	0.397277360919981	-0.725659932081982	0.232984381731887	0.0322408163793994	-0.925844669807697	0.874670486950421	1.33134880093494	0.117469095078964	0.500180279355544	0.656386516834349	-0.546206644585159	-0.774294977265284	0.667987884464052	-1.10211103255758	0.516003871505549	1.32700754042088	1.37356936087985	1.08522369351309	-0.205061553192944	1.1067076394361	1.49314403571314	-0.614784968206314	-1.15911930579607	0.84767528125226	-0.859807631373914	-0.461403479789002	-1.27435677272901	-1.27205255481763	0.826240687669429	0.964227264495397	-0.738230002886864	-0.25254070094989	-0.822638960004659	0.265631880265776	-0.0335435421310654	0.662783439859652
"TRIL"	0.93162193543042	0.495602067145253	0.66810039975332	0.392083768651149	1.10110260833964	0.597432086177854	0.236877951407129	0.931874538917143	0.052997748273039	0.659971786434627	0.962506638058311	0.726841311561228	0.0982063103908049	1.26119775197605	0.738683125320355	0.797514735330217	0.0271369956391848	0.682374052867342	0.720608140806892	-1.31963123318672	1.24827275863507	-0.344108080043051	0.269786865913447	0.950381070127362	1.41344305745802	-0.457285052115734	1.0261576439171	-0.67861868952687	-0.704077079943703	0.942724963353676	0.113624379500157	-0.319181359874859	0.0215470715268872	0.156846630705221	0.993116617276875	0.528861198749724	0.78888003557239	0.623344517433892	0.166118820536689	1.18130271521217	-0.15661842683171	0.0908412708659172	0.604716767876986	-1.63061786805968	0.857131185771552	0.708112768734403	0.9328323218319	0.308860397099636	0.664794718396834	-1.03851500419049	0.988873913832693	-2.20461365286483	-0.598561381732317	0.543227907903192	0.784373333581162	0.524589687777016	-0.951140820227689	0.399783770216224	0.187283816122425	0.0706236612171978	0.678388238850491	0.839269928769749	0.722412137110654	0.523991008209727	1.18537981902806	0.834709475438988	1.04674699966561	0.664284263909765	-0.756934962858683	-1.00489189941573
"EPCAM"	0.942302947376448	0.925543447681794	0.831273824885164	0.833822612813653	0.896498440192452	0.86815374700431	0.871332871455281	0.891463815015071	0.885755026494427	0.868526810371146	0.812852446952153	0.809664100113058	0.849771270451692	0.808213495362885	-1.02132981857533	0.852727275529243	-1.40191098826542	0.87101803194702	0.88078743912767	0.836054244620914	1.19472782335808	0.821473103235177	-0.655787932473208	1.19695180495911	1.05090949921165	-0.151506084005288	0.819118315530304	0.810444385007935	-0.915460877661726	-0.685584270850898	0.808697167317048	-0.155136943561186	-1.19215598522503	0.855856765292844	-0.877211084352291	0.840143694742274	0.822389912155982	-0.505981898216012	0.872643198421461	0.948847640761604	0.879004598198145	-1.40191098826542	0.823847301123619	-1.40191098826542	0.840569228825338	0.817150478478696	0.852600091178717	-1.40191098826542	-0.594793805291566	-0.834457204521846	0.828216405623901	0.882328901605109	-0.925067794542622	-1.40191098826542	-1.40191098826542	0.831471862567462	0.925079801889795	0.814755924979709	-1.40191098826542	-1.40191098826542	0.864176365716607	-0.722181171695714	0.00487185618236597	0.907639502746616	-1.40191098826542	0.959044640281253	-0.310883312005277	-1.00777619021248	-1.40191098826542	0.809409212279716
"COL4A2"	1.7848332221216	0.621873920586932	1.09159897002816	1.20106423062544	1.24718094181969	1.90775710599357	1.18376462097748	-0.40078064095309	0.682705032264008	0.80548881212005	-0.362311495554973	0.568189763621929	0.0369239189640747	1.03934067686768	0.651248218622767	-0.664592619057343	0.530935547800812	0.629810031813387	0.65285979956598	0.615625220769357	0.977308565074791	0.366471765329433	-0.459921682874847	-1.372633376178	0.539974795296468	0.530935547800812	1.22583287504712	-0.549424768244131	-1.39362251107603	1.64911737953769	0.902632176715181	1.12038476024713	0.0521047744044364	0.675342476332933	0.530935547800812	-0.850751098794677	0.530935547800812	-1.19250022243331	-0.813597825196212	0.541137151219177	-0.334321156706257	-0.753303952671815	0.557788073243925	-1.25984342573542	0.632869385148796	0.530935547800812	0.55401495345925	-0.252017510737653	-1.27161250390341	1.27328492270262	0.909566777030758	0.538173044154077	-1.03265072331758	0.931847468810762	1.33230922214575	1.29282022738589	1.09406763868431	0.707694035465428	0.63440386932082	0.183201376144193	1.0438881248037	-0.365957674706474	-0.658108679563832	0.702033544089124	0.584608052848006	-0.30703682922656	0.530935547800812	-1.18163950748683	-1.14483631056254	0.691494229983198
"PODN"	1.01069068925135	0.792127288863075	-0.652949843662758	0.260149311935193	0.893281598393488	0.753451447208388	0.575283050233777	0.20402022215661	1.01770395557937	0.757730790065336	0.929032467809813	0.488058951611593	0.252441670093839	0.920358790118099	0.976261291757669	1.04942194922643	-0.316964555311077	0.77948277148073	-0.118042261218838	0.867393078113298	0.699944703594384	-1.01094356983773	0.991585181978066	0.650859448661292	1.15373609883405	-0.00999054710939247	1.09180386420954	-0.150553387826996	-0.314949806320523	0.97048311735247	0.186588760430555	0.816492257554942	0.0231226062943768	0.222774637277117	0.956599409270048	0.0156509757325254	-0.217319037266262	-0.415207866646842	-0.75436655807342	0.182919066075318	-0.532074723343529	0.410598588062103	1.1582964365812	-1.75190980352698	0.0894187600982249	-0.0871255436596567	-0.114786411652138	-0.65045486886723	-0.282825630534741	-0.143667081902557	1.00590732145324	0.960371558280386	-0.285143633050738	0.69874896676373	1.17024978075984	0.86845066161492	1.14655947906382	-0.409533945423027	0.966339747509112	0.795924950068492	0.88538772846869	-0.463154390614579	0.404300326305342	-0.307348856380298	0.757652121846747	0.766484617516776	0.506302758630665	-1.33299335337925	-0.415974274984459	-0.0404004765992753
"CFAP43"	0.729232197971528	-0.885426988222062	0.622198267249028	0.466274358946052	0.0687821175591922	1.25943778044144	1.01991563965535	0.559775825567777	0.738768028011882	2.17489593156085	0.774162679162876	0.470640975428866	0.658717457891894	-0.111437216008922	0.970702295306921	-0.941778260923058	-0.421101602011153	0.868382214416432	-0.651363400032369	0.679873467540359	3.53209933931297	-1.11836976852816	0.53282894209505	-1.0431865552713	1.2110837609481	2.03787588127262	-0.908468551984395	0.717087271644887	0.601526092195354	2.02974840518491	0.887201717413255	0.810051502586198	-1.00819201267366	0.447662629022429	0.546371167122882	-0.923062307438855	0.450146065790788	-0.785258027804549	1.50271642348507	-1.22985346803312	-1.13815026686389	0.536542002874797	-0.588999813654552	-1.20943011522729	0.581202033401608	0.508142135005397	0.783476294538286	0.564165383730204	0.522029766467752	-1.10476210233552	0.573007362883134	0.553376530077951	0.625815173971637	-1.22944581451472	0.576396465705828	0.975087904693526	0.460105172737471	0.450351809437532	1.05304379157652	0.687519551496352	-1.15358944580767	0.75003781285118	-0.946117110215953	-0.0431633942355257	-0.977560611781959	0.994356610377389	0.864028285041517	-1.2082648582047	0.78290470200103	0.463382617664784
"COL4A1"	0.894642008719407	0.563551578653366	0.547049476660212	1.05290642202357	0.93700685540747	0.961286661984312	0.945393636873094	0.547049476660212	0.562068674707935	0.815950477290303	0.701321152391034	0.547049476660212	-1.65057120133498	0.779615064758531	0.892997978075029	-1.84308302451996	0.745461155543349	0.549740506803499	0.572733994668399	-0.223795483513745	1.24837638989646	1.18196395405026	0.436198640162325	-1.73398606096972	0.695879767928869	0.555363781951375	0.905964010572964	-0.108186940224534	0.162559091444746	0.941904263710676	0.899401075729203	0.799488292762863	-0.0486871974405466	0.649410530243963	-0.0579159582505947	0.556267566822712	1.09517480143951	-0.0921760043225997	0.547049476660212	1.04705202823003	0.548079099608095	-0.318687828622625	1.05175298631723	-0.20006160769678	0.650155006855582	-0.146552214706311	-0.477268372867094	-0.241913015264771	0.642542853461801	0.927481570633042	0.948017597895266	0.964904948034972	-0.747779017914134	-0.80237646439914	0.729721157810308	1.1491745432968	0.866624979516278	1.37984260350195	-0.728959341242661	0.702770886108764	1.24706697206178	0.547049476660212	-0.344253696671663	0.547049476660212	0.767572158414236	0.561989741682311	-0.6017599309703	-1.16265862467147	-0.0990303346670075	0.858112883460757
"ZNF503"	0.988022342274651	0.665222925458884	0.0515077001554923	1.05485261425133	0.328222068338527	0.729143360244477	0.931989889625282	0.33189915135452	0.678624233529865	0.275274292639432	0.803147254469285	0.277106117000701	-0.420790650957031	0.516544453011323	1.14413120470893	1.06980192867121	0.173458431977505	0.160946889546501	0.813815900837413	-0.0221773773629469	0.862723590184101	0.734944543807649	0.84757249213786	0.943730555529448	0.707947235222941	0.664023774840803	0.90777516124592	0.970275566362668	0.358881641530673	-1.40309269945375	0.352214155835825	-0.376692117453718	-0.255373892696904	0.293952540199534	0.0581771362697838	0.868973338588638	-0.507036676917877	0.269950896957459	0.664859626453885	0.384814618935625	0.119396089393801	0.589846845174865	-0.276758855475491	-2.10180708481761	0.775909368922307	-0.170014139062224	0.402442146559313	0.10406108992425	-0.242926524492371	-0.864254878632215	0.728422955349117	0.687430144077678	0.348015917429899	0.291343814219728	0.699449753242756	0.437288657757309	0.630421296090231	0.891547788544973	-2.10180708481761	0.293498260392755	0.738793822348805	0.269950896957459	0.762142091059563	0.83846091978252	0.732178696013965	-0.346496137291511	0.317993414331954	0.785294918912119	-0.144450294309329	0.211118411853427
"MMP7"	1.13676991258272	0.566396080643121	0.909934515548559	1.29446095736047	0.843418926410745	1.1543633514472	1.00894905277291	0.983708904791946	0.991970977533959	0.937398541525786	-0.681862613581097	-0.877192393551459	-0.0634941161762669	-0.209264315691474	0.672643348515844	-0.997905071478668	-0.596935810607586	0.676295647846696	0.609525991804808	-0.685874036513807	1.30029896308363	0.754982855790051	0.244142982702621	0.603732281053906	0.841192223311293	0.146317621023732	0.612993690917823	0.765344527611975	0.654769843497199	1.04355822416896	0.776509175479666	-1.11826440866946	0.515194711854717	-0.14660099041715	0.747686162246196	0.532828367441025	-0.603741754207187	1.18312045312249	0.464789800231275	-2.23418835150702	0.523602017521042	1.16728555751167	0.81918023661766	-1.96106273743516	0.183910813162816	0.511132081974522	0.475867212711694	0.756956204779461	-0.812993884606699	-1.36176546566535	0.85551457116469	0.758091055993526	0.325057113559154	0.575023871416926	0.814938811855055	0.211158416881862	0.738604984880038	0.0446551123031545	0.520395384343734	-1.21000331213499	0.766678975383981	-1.74547359433494	0.716332062426308	-0.329266432840372	0.569976134957897	0.714715797151827	-2.08792995138622	0.694579449878971	-1.19438011835377	-1.50625883130976
"MFAP2"	0.478925745531501	-1.15469394730373	0.488914937237917	0.313414954412921	1.30124035690809	0.998499496444083	1.32928073292169	0.374575376540393	0.247219585652856	0.232778625551779	0.687350132874288	0.244763475572137	0.241700046709857	0.43489430035837	0.262975005866298	-1.26684714738559	0.370233922789812	0.246408631666663	0.688470977436356	-0.53710633250978	1.14313147986249	0.0956449441480525	1.02753350665635	1.10367840139942	1.21080831281518	1.43823898549107	1.02288064940451	0.298988703252511	1.09749941870409	-0.977061115231754	0.716550872452663	-0.334652046879377	0.390913576383261	0.242639542892406	0.236326752866579	0.273862549383574	1.23627324182541	0.233036953823518	1.91968097113878	0.743600153313033	0.409270680101458	1.00054899133784	0.443724506433673	-1.26408168673306	0.232090289900148	0.486983335808431	-1.57704211764664	-1.43094309851394	0.0203255868145724	-1.22120815650974	0.837622681918169	0.373530342194916	-1.63191743667904	0.416772093267169	-1.64126698965039	1.23682150499215	1.36765426431714	0.299923539332927	0.229352613388856	0.29877690566683	1.2595198299142	0.233368076101627	1.22677688367906	-1.6269107890717	0.357562170774343	-1.6158524913872	0.239994482315393	-1.27558898260219	-1.0010068111819	0.788268075138396
"SFTPB"	0.954532314215248	0.957074408211528	0.952965888196806	0.952137147881246	0.955352196009286	0.952637756965318	0.952901995732679	0.953364479978064	0.957513860779221	0.956749708258673	0.951045608242119	-0.200471214317882	0.95109285941015	-0.971902009543464	0.99553195397222	-1.12958823547928	-0.176398535027137	0.951200511422285	0.951413665948799	0.953273246695125	1.15852755723851	0.951253069300985	0.951768044039068	0.961475172736703	0.957542488855862	0.950922938233425	-1.12958823547928	0.950984559640535	0.95119649168027	-1.12958823547928	-0.367320539611878	-1.12958823547928	0.95104413849418	-1.12958823547928	0.952541309052479	-1.12958823547928	0.950927851318345	-1.12958823547928	-0.139950852783538	-1.12958823547928	-0.410680218626241	0.951025333086362	-1.12958823547928	0.951152794818734	-1.12958823547928	-0.974984397124953	-1.12958823547928	-1.12958823547928	-1.12958823547928	-1.12958823547928	0.951095013295577	0.950969249478309	0.95104394165377	-1.12958823547928	-1.12958823547928	0.95094198028458	0.95107522652108	0.951627526452944	-1.12958823547928	-1.12958823547928	0.951054809630426	-1.12958823547928	0.951155991198056	0.951386650765466	-1.12958823547928	0.951056571417883	0.38953694536864	0.951280664245434	-1.12958823547928	-0.444917852513674
"SFTPA1"	0.965410400397742	0.965963106606021	0.965401742131656	-1.05917913771568	0.965236319692789	0.965104933237137	-1.05917913771568	-0.574422167287463	0.965157442268593	0.965048220473119	0.965038008428599	-1.05917913771568	0.965038008428599	0.965038008428599	0.985226862932461	-0.716907727224506	0.965038008428599	0.965296066232978	0.965038008428599	0.967547599770435	1.17957033497002	0.965549409751782	0.96599897860983	0.995514383697375	0.968881581689068	-1.05917913771568	-1.05917913771568	0.96535122632174	0.965038008428599	-1.05917913771568	0.965038008428599	-1.05917913771568	-0.523327175037961	-1.05917913771568	0.965431394660378	0.965038008428599	0.96526384282749	0.965038008428599	0.965605605090011	0.966854582093199	-1.05917913771568	-1.05917913771568	-1.05917913771568	0.970003966568562	0.965128322334151	-1.05917913771568	-1.05917913771568	0.965038008428599	-1.05917913771568	0.965266212441471	0.965450579161899	0.96522323774114	0.96528780572333	-1.05917913771568	0.965831445612805	-1.05917913771568	-1.05917913771568	-1.05917913771568	-1.05917913771568	0.965079870039283	-1.05917913771568	0.965429373887258	-1.05917913771568	0.965533744047535	-1.05917913771568	-1.05917913771568	-1.05917913771568	-1.05917913771568	0.965741846586404	-1.05917913771568
"NDNF"	0.901806047241717	0.915003646839022	0.958681876757606	1.00406449718464	0.976621396969527	0.988571882383138	0.942545832088734	0.917250718822451	-1.20537437308889	0.97761205282641	0.898518480310474	0.911256881671393	1.01918717146905	0.901249974058863	1.00571497199892	0.951059429830934	-1.20537437308889	0.927488294073229	0.913789447154904	0.91648383606426	1.29757599232064	-0.282382264170488	0.952014870837492	-0.131571184440268	1.04095594667852	-0.376366112905178	0.987531318052298	-1.20537437308889	0.899759199915518	-1.20537437308889	0.899964477213204	-0.692824380379631	-1.20537437308889	0.908425993112104	-1.14207756820108	0.911430809905697	0.918619226190975	-1.20537437308889	0.932296881007064	0.904945753606698	0.999022905559456	0.942938751151679	0.923945710743569	-1.20537437308889	-1.20537437308889	0.898696824789538	-1.20537437308889	0.921449077710398	-1.15939269982883	-1.20537437308889	0.925034941540413	0.938911722467788	-1.20537437308889	-1.20537437308889	1.0027572705644	1.00775817449167	0.931824790120391	-0.115791951274105	0.933089104262633	0.900174314133505	0.904015058644311	-1.20537437308889	-0.144610477304416	0.901698925503235	-1.20537437308889	-1.20537437308889	0.979823250050262	-1.20537437308889	0.915452687111625	0.905666042606274
"COL1A1"	0.123125250034586	1.01814175270643	1.17436288363359	0.960831437110306	0.554740376953741	1.09180209821173	1.16127348688113	-0.3799318901241	0.626156651873663	0.917482444181338	1.11269602182546	0.565047972054721	-1.30408705668797	1.10184070268823	0.69792695151741	-0.886524841849952	0.392167215400174	-0.989626448761885	0.535443022839962	0.173419816971081	1.26433528380785	1.15265874244949	0.701739430856548	-1.22932254397356	0.549410653722646	1.0415057153853	1.0705096491354	-0.00357112410102455	0.529297561862788	1.17304802464662	1.02616314239139	-0.792302830286913	0.0636124717369984	-0.0609248865216939	0.159419203096373	0.156888026350293	0.424357741354031	-0.0470341499286071	0.718006628475967	1.00354695556692	-0.156689026887109	0.603939984845577	0.752142886912105	-0.139626743585826	1.18165434765846	0.11738008209933	0.537884395520294	0.328151835732279	0.465077390182135	1.12531437422953	0.655655530695521	1.1338527946367	-2.00355586327199	-1.48517281090745	0.582224786337543	0.931655101172849	1.01310670261384	0.602292571213698	-0.530009512417473	0.593316088258395	1.37752910689446	-0.281618544721359	0.854255381261647	-1.39866866363078	0.582165453148868	-0.943717691646923	-1.26676712222086	-0.932752679861053	0.0384866617133976	0.530684675960805
