"ID"	"State"
"LP31"	"IS01"
"LP32"	"IS01"
"LP33"	"IS01"
"LP53"	"IS01"
"LP58"	"IS01"
"LP59"	"IS01"
"LP82"	"IS01"
"LP84"	"IS01"
"LP85"	"IS01"
"LP89"	"IS01"
"LP93"	"IS01"
"LP98"	"IS01"
"LP99"	"IS01"
"LP101"	"IS01"
"LP102"	"IS01"
"LP103"	"IS01"
"LP104"	"IS01"
"LP105"	"IS01"
"LP107"	"IS01"
"LP113"	"IS01"
"LP01"	"IS02"
"LP02"	"IS02"
"LP03"	"IS02"
"LP04"	"IS02"
"LP05"	"IS02"
"LP06"	"IS02"
"LP07"	"IS02"
"LP08"	"IS02"
"LP10"	"IS02"
"LP11"	"IS02"
"LP12"	"IS02"
"LP13"	"IS02"
"LP18"	"IS02"
"LP23"	"IS02"
"LP26"	"IS02"
"LP27"	"IS02"
"LP30"	"IS02"
"LP37"	"IS02"
"LP40"	"IS02"
"LP43"	"IS02"
"LP44"	"IS02"
"LP46"	"IS02"
"LP54"	"IS02"
"LP56"	"IS02"
"LP60"	"IS02"
"LP63"	"IS02"
"LP64"	"IS02"
"LP68"	"IS02"
"LP70"	"IS02"
"LP81"	"IS02"
"LP95"	"IS02"
"LP110"	"IS02"
"LP112"	"IS02"
"LP115"	"IS02"
"LP116"	"IS02"
"LP117"	"IS02"
"LP118"	"IS02"
"LP121"	"IS02"
"LP24"	"IS03"
"LP34"	"IS03"
"LP38"	"IS03"
"LP42"	"IS03"
"LP45"	"IS03"
"LP48"	"IS03"
"LP51"	"IS03"
"LP52"	"IS03"
"LP61"	"IS03"
"LP71"	"IS03"
"LP79"	"IS03"
"LP80"	"IS03"
"LP83"	"IS03"
"LP87"	"IS03"
"LP94"	"IS03"
"LP96"	"IS03"
"LP108"	"IS03"
"LP111"	"IS03"
"LP114"	"IS03"
"LP14"	"IS04"
"LP15"	"IS04"
"LP16"	"IS04"
"LP17"	"IS04"
"LP19"	"IS04"
"LP20"	"IS04"
"LP21"	"IS04"
"LP22"	"IS04"
"LP25"	"IS04"
"LP28"	"IS04"
"LP29"	"IS04"
"LP35"	"IS04"
"LP39"	"IS04"
"LP41"	"IS04"
"LP47"	"IS04"
"LP49"	"IS04"
"LP50"	"IS04"
"LP55"	"IS04"
"LP62"	"IS04"
"LP65"	"IS04"
"LP67"	"IS04"
"LP69"	"IS04"
"LP72"	"IS04"
"LP90"	"IS04"
"LP91"	"IS04"
"LP92"	"IS04"
"LP97"	"IS04"
"LP100"	"IS04"
"LP106"	"IS04"
"LP109"	"IS04"
"LP119"	"IS04"
"LP120"	"IS04"
