"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"
"COL4A2"	"COL4A2"	-0.941508312736207	0.691113240754436	-0.485954830385696	0.260650987449075	"IS02"	0.691113240754436
"PODN"	"PODN"	-0.960966982396469	0.690829294506183	-0.421269543553565	0.230127723849282	"IS02"	0.690829294506183
"CFAP43"	"CFAP43"	-0.536666509181512	0.689544072618146	-0.782902784770393	0.175990357295741	"IS02"	0.689544072618146
"COL4A1"	"COL4A1"	-0.996004955584687	0.68621418215274	-0.73514762116931	0.478321992569875	"IS02"	0.68621418215274
"ZNF503"	"ZNF503"	-1.4297341588161	0.680732471069065	0.00268329962681847	0.285601523289961	"IS02"	0.680732471069065
"MMP7"	"MMP7"	-0.658139796103994	0.667710760989753	-0.289703626715053	-0.0546272704555617	"IS02"	0.667710760989753
"MFAP2"	"MFAP2"	-1.16778688066974	0.664152336216204	0.159014946159433	0.00603169096923264	"IS02"	0.664152336216204
"SFTPB"	"SFTPB"	-0.872984539092401	0.661100807652434	0.186299640800107	-0.222528362512165	"IS02"	0.661100807652434
"SFTPA1"	"SFTPA1"	-0.154757258388371	0.64819066969716	-0.508234953267159	-0.245238935399674	"IS02"	0.64819066969716
"NDNF"	"NDNF"	-1.32634048636891	0.645827687562734	0.0878262936108836	0.190040585477999	"IS02"	0.645827687562734
"COL1A1"	"COL1A1"	-0.815711249649133	0.639378242245867	-0.579741921921439	0.29151063850721	"IS02"	0.639378242245867
"GPC6"	"GPC6"	-0.68866669703035	0.63457411481158	-1.12703310420695	0.584810213939233	"IS02"	0.63457411481158
"C1QTNF5"	"C1QTNF5"	-1.24256477087197	0.631271626678609	-0.550169980304202	0.588224476336607	"IS02"	0.631271626678609
"SGIP1"	"SGIP1"	-1.33747009962213	0.628809411677322	-0.256433645676301	0.455629268964469	"IS02"	0.628809411677322
"TMEM39B"	"TMEM39B"	-0.0893877134344916	0.62576994789381	-0.565692021436468	-0.228037269824571	"IS02"	0.62576994789381
"BMP3"	"BMP3"	-0.33284997829422	0.616810625408576	0.242182861563243	-0.603009252947148	"IS02"	0.616810625408576
"ADAMTS16"	"ADAMTS16"	-0.874394014937834	0.616621588173172	0.514318141978969	-0.400449562129023	"IS02"	0.616621588173172
"HTRA3"	"HTRA3"	-0.979199189443374	0.615392173989817	-0.367653152031983	0.288690487727017	"IS02"	0.615392173989817
"CLIC6"	"CLIC6"	-1.40774675615396	0.614478451196269	0.0240117684254361	0.327461948303172	"IS02"	0.614478451196269
"CERCAM"	"CERCAM"	-1.33211020451032	0.60803313002073	-0.254948003129848	0.473475594393056	"IS02"	0.60803313002073
"RCAN2"	"RCAN2"	-0.658407452479451	0.607484261345699	-0.186076284341512	-0.0604045557927305	"IS02"	0.607484261345699
"RGS11"	"RGS11"	-0.688166308534375	0.602133455411999	-0.745557685340134	0.355228737183946	"IS02"	0.602133455411999
"INHBA"	"INHBA"	-0.684925495361781	0.59994199725548	-1.00066839953473	0.532332319948488	"IS02"	0.59994199725548
"ITGBL1"	"ITGBL1"	-0.766390453531198	0.592416415255552	-0.504765823528697	0.255269917678622	"IS02"	0.592416415255552
"COL5A1"	"COL5A1"	-1.08780492126361	0.589908677119013	-0.492273730014425	0.481537024069318	"IS02"	0.589908677119013
"ROR2"	"ROR2"	-0.635933129353388	0.585018907194339	-0.793141078862717	0.369257793625791	"IS02"	0.585018907194339
"VLDLR"	"VLDLR"	-1.35374677966399	0.583310682306499	-0.0783878343471551	0.393644579412583	"IS02"	0.583310682306499
"SERPINF1"	"SERPINF1"	-1.20660894533838	0.580337219114204	-0.494451512871945	0.579353162558125	"IS02"	0.580337219114204
"FAP"	"FAP"	-1.01990720931454	0.577024001428766	-0.346915181768604	0.345717953550885	"IS02"	0.577024001428766
"ABI3BP"	"ABI3BP"	-0.941358328145287	0.573764273654006	-0.542502309708019	0.428279530592863	"IS02"	0.573764273654006
"CTHRC1"	"CTHRC1"	-1.56083061891315	0.570775784966082	0.212660562659313	0.354982090779015	"IS02"	0.570775784966082
"TIMP2"	"TIMP2"	-0.228650442709146	0.564215328087127	-0.450964160689598	-0.139653592685705	"IS02"	0.564215328087127
"SPON1"	"SPON1"	-0.447093531763288	0.558801343119702	-0.65893331801305	0.168407644725654	"IS02"	0.558801343119702
"PIEZO2"	"PIEZO2"	-0.536749830156215	0.555679170699994	-0.413568852643656	0.0663129192979424	"IS02"	0.555679170699994
"KCND3"	"KCND3"	-0.833415717520063	0.553647358913974	-0.584218354435275	0.401279540957845	"IS02"	0.553647358913974
"SCGB3A1"	"SCGB3A1"	-0.959845136961304	0.551884926919673	-0.109277975912261	0.164936749095702	"IS02"	0.551884926919673
"COL3A1"	"COL3A1"	-0.921537334448911	0.551413965107179	-0.570410219900435	0.457801563916247	"IS02"	0.551413965107179
"FIBIN"	"FIBIN"	-0.978722751325694	0.543795763801102	-0.62064936882817	0.542319783815152	"IS02"	0.543795763801102
"COMP"	"COMP"	-1.33266223300704	0.536908450085894	0.0960413755783536	0.308169246827029	"IS02"	0.536908450085894
"COL8A2"	"COL8A2"	-1.13640409055495	0.533267222694266	-0.140564583943749	0.3345818802364	"IS02"	0.533267222694266
"MN1"	"MN1"	-0.73442627593774	0.527629965777222	-0.635622052277082	0.393931344519498	"IS02"	0.527629965777222
"FBLN1"	"FBLN1"	-0.41452587996964	0.52649776015904	-0.415551693749395	0.0113467961640966	"IS02"	0.52649776015904
"AQP4"	"AQP4"	-0.476890908062159	0.524857081892745	-0.776599989624179	0.308761116745684	"IS02"	0.524857081892745
"STEAP2"	"STEAP2"	-0.921950075233113	0.522034943959532	-0.413141299998387	0.381125194037891	"IS02"	0.522034943959532
"PTGIS"	"PTGIS"	-1.25222963159007	0.517309794620059	-0.0587171635084724	0.378925839263353	"IS02"	0.517309794620059
"MEDAG"	"MEDAG"	-1.49741425967139	0.514997291609023	0.0404924323481719	0.489729151841948	"IS02"	0.514997291609023
"GPX8"	"GPX8"	-1.19270596677731	0.514582241726829	-0.267822905360381	0.484030398072598	"IS02"	0.514582241726829
"LTBP2"	"LTBP2"	-0.921270678312531	0.51419316478285	-0.298575579531717	0.309713023462424	"IS02"	0.51419316478285
"CPXM1"	"CPXM1"	-0.543240429287664	0.511046608217972	-0.813796449220887	0.397628304921945	"IS02"	0.511046608217972
"FKBP7"	"FKBP7"	-0.766350701430465	0.503391066847224	-0.345787800332667	0.24239135095831	"IS02"	0.503391066847224
"SEMA3C"	"SEMA3C"	-0.590755310308539	0.502734955955286	-0.798785100489807	0.430636389212422	"IS02"	0.502734955955286
"EFNA1"	"EFNA1"	-1.09809649742137	0.490171991082738	0.0586933922135841	0.215812513305025	"IS02"	0.490171991082738
"MMP2"	"MMP2"	-1.10868012239826	0.486104539393051	-0.0525249963182816	0.305096718462137	"IS02"	0.486104539393051
"PTPRD"	"PTPRD"	-0.610346855659436	0.485327325434229	-0.785964722031529	0.454952903297955	"IS02"	0.485327325434229
"PIGR"	"PIGR"	-0.229482206140887	0.482450857194334	-0.0854633072587493	-0.303178502584039	"IS02"	0.482450857194334
"GRPEL1"	"GRPEL1"	-0.609207499074738	0.460465642462276	-0.0481872419892537	-0.0306602155878909	"IS02"	0.460465642462276
"AEBP1"	"AEBP1"	-0.646707095555208	0.458422616174931	-0.611125459634318	0.389342105366474	"IS02"	0.458422616174931
"FMO1"	"FMO1"	-0.939300909907352	0.456108610118944	0.0222011837168209	0.163721820364614	"IS02"	0.456108610118944
"DIO2"	"DIO2"	-1.10518734262735	0.454496245896591	-0.0837826969029069	0.358876221652455	"IS02"	0.454496245896591
"ADAMTSL2"	"ADAMTSL2"	-0.952619952072041	0.448310278933971	-0.174329970333147	0.318273795208629	"IS02"	0.448310278933971
"ASPN"	"ASPN"	-0.335252180944697	0.43017851407816	-0.705981455011992	0.261102085701782	"IS02"	0.43017851407816
"NFIX"	"NFIX"	-0.622952329654865	0.428493405538978	-0.23623789932916	0.144783582181153	"IS02"	0.428493405538978
"PLAT"	"PLAT"	-0.0466615094061759	0.413914924969797	-0.712099449769969	0.0746773856660421	"IS02"	0.413914924969797
"SSC5D"	"SSC5D"	-0.661924844413794	0.41390235322369	-0.333822274808066	0.256637079537675	"IS02"	0.41390235322369
"CDH5"	"CDH5"	-0.703289121394023	0.412699256208135	-0.0497547849870205	0.0906950994965983	"IS02"	0.412699256208135
"BHLHE22"	"BHLHE22"	-0.112130757689197	0.411580909870034	-0.511904217337475	-0.0144059799088876	"IS02"	0.411580909870034
"COL1A2"	"COL1A2"	-0.482907654803733	0.404302301010081	-0.652635305186674	0.35908051513582	"IS02"	0.404302301010081
"TMEM119"	"TMEM119"	-0.774765498653283	0.403735754692468	-0.0505925318734026	0.152725954117729	"IS02"	0.403735754692468
"CA12"	"CA12"	-0.447957909198757	0.403733488613279	-0.607840109646261	0.303367984411635	"IS02"	0.403733488613279
"DLG2"	"DLG2"	-0.148921998246858	0.400162180940612	-0.717954822534454	0.167673027287156	"IS02"	0.400162180940612
"LRRC15"	"LRRC15"	-0.732643857011502	0.396632243735757	0.0593870929292439	0.053750139193342	"IS02"	0.396632243735757
"MAOA"	"MAOA"	-0.53912461675748	0.394500018803616	-0.486128439730521	0.294870291816295	"IS02"	0.394500018803616
"PI15"	"PI15"	-0.633526138365396	0.386212510659256	-0.504909388454841	0.385174605028211	"IS02"	0.386212510659256
"A2M"	"A2M"	0.0709744688808492	0.380110890189788	-0.436663106120529	-0.164439863991013	"IS02"	0.380110890189788
"TACC2"	"TACC2"	-0.931379239665655	0.367922317830159	0.00829702398729293	0.264209708636699	"IS02"	0.367922317830159
"SRM"	"SRM"	-0.281324099182369	0.366173388538672	-0.416404566466175	0.0912633534595932	"IS02"	0.366173388538672
"SUSD2"	"SUSD2"	-0.879848096578609	0.362411448880309	0.0939432680076757	0.173579762393557	"IS02"	0.362411448880309
"PRSS23"	"PRSS23"	-0.518916909861244	0.356228466134374	-0.320139244823656	0.206982876043395	"IS02"	0.356228466134374
"GPR153"	"GPR153"	0.195133672825427	0.354951809318966	-0.251436637321773	-0.355130385288797	"IS02"	0.354951809318966
"CADPS2"	"CADPS2"	-0.0391105187142246	0.354541452458427	0.0566726780577467	-0.399288309618613	"IS02"	0.354541452458427
"COL6A5"	"COL6A5"	-0.219815263304307	0.33950535222127	-0.463616554404172	0.108794657637911	"IS02"	0.33950535222127
"PIFO"	"PIFO"	-0.523888847312859	0.309916996581347	-0.0373500554449509	0.0650303109786036	"IS02"	0.309916996581347
"PALM"	"PALM"	-0.676015178751275	0.308973560587108	-0.0917716875860619	0.213728059044407	"IS02"	0.308973560587108
"DKK3"	"DKK3"	0.221141311116089	0.306105923486593	-0.317728356699464	-0.274427688878809	"IS02"	0.306105923486593
"WIPF3"	"WIPF3"	-0.0639172220033449	0.298424029996092	-0.523508352889067	0.0827207409402604	"IS02"	0.298424029996092
"COL5A2"	"COL5A2"	-0.556862708795816	0.285608113972083	-0.159957686081248	0.200557050876139	"IS02"	0.285608113972083
"CYP1B1"	"CYP1B1"	-0.362888663990757	0.261367871741237	-0.30703269426878	0.189041075951828	"IS02"	0.261367871741237
"FHAD1"	"FHAD1"	-0.365332684031596	0.2450053558945	-0.21258890592736	0.143179690141504	"IS02"	0.2450053558945
"ZNF768"	"ZNF768"	-0.22557474052703	0.230311405543719	-0.415579131710685	0.199181485879234	"IS02"	0.230311405543719
"COL6A2"	"COL6A2"	-0.184427180547055	0.163542327231552	0.0202032182269173	-0.0598637665036519	"IS02"	0.163542327231552
"COL10A1"	"COL10A1"	-0.0827482746729818	0.160391174428305	0.082346476405242	-0.172993479846844	"IS02"	0.160391174428305
"NPAS2"	"NPAS2"	-0.0124825456970975	0.124241158277366	-0.358682184509251	0.12190049586823	"IS02"	0.124241158277366
"NID1"	"NID1"	0.386446705777972	-0.314549751504966	1.00171225226536	-0.629930137215162	"IS03"	1.00171225226536
"SFTPC"	"SFTPC"	-0.838724512388758	0.333458244124431	0.973359655832447	-0.434734465125491	"IS03"	0.973359655832447
"BPIFB1"	"BPIFB1"	-1.16875116932584	0.735801193959687	0.890167019649957	-0.579139668630141	"IS03"	0.890167019649957
"SLC6A14"	"SLC6A14"	-0.757724504581835	0.572087899040485	0.874719664727322	-0.686085292264319	"IS03"	0.874719664727322
"COL16A1"	"COL16A1"	-0.287614337298982	-0.030015912807695	0.813619349727148	-0.324006751171297	"IS03"	0.813619349727148
"SFTPA2"	"SFTPA2"	-0.694480243865892	0.267024702978273	0.796454447422572	-0.343423262843625	"IS03"	0.796454447422572
"MSMB"	"MSMB"	-0.987640955657582	0.56795795775965	0.792034520855678	-0.458087946277699	"IS03"	0.792034520855678
"BPIFA1"	"BPIFA1"	-0.983156585668948	0.570102987710518	0.787746102565296	-0.46070007051092	"IS03"	0.787746102565296
"C10orf107"	"C10orf107"	-0.991131872096949	0.652257323770742	0.783133062282544	-0.541693613516251	"IS03"	0.783133062282544
"FOXA2"	"FOXA2"	-0.758821016070884	0.561685749631093	0.773215644735435	-0.603460022888031	"IS03"	0.773215644735435
"IRX2"	"IRX2"	-0.69087992724765	0.201043345027399	0.769782773212135	-0.255266727506435	"IS03"	0.769782773212135
"ZBBX"	"ZBBX"	-1.0357600040691	0.585442846893932	0.765967492188854	-0.424381658003154	"IS03"	0.765967492188854
"SPATS1"	"SPATS1"	-0.970638174689293	0.5822616354039	0.749981579000849	-0.456848393451393	"IS03"	0.749981579000849
"WNT2"	"WNT2"	-1.20110251536717	0.408247900250969	0.745982072565791	-0.0970453334460471	"IS03"	0.745982072565791
"TM6SF2"	"TM6SF2"	-1.08628798418658	0.458043514835062	0.74549044352046	-0.23417104285425	"IS03"	0.74549044352046
"OVCH2"	"OVCH2"	-1.00320378541464	0.703795383681078	0.735466037632706	-0.556324728687264	"IS03"	0.735466037632706
"SERPINH1"	"SERPINH1"	-0.692219679744946	-0.200768517617766	0.729545735848711	0.213596299585001	"IS03"	0.729545735848711
"CAPN13"	"CAPN13"	-0.901242836127171	0.509401053551343	0.701789780390613	-0.393754999449314	"IS03"	0.701789780390613
"MSLN"	"MSLN"	-1.26173941222454	0.442669632312041	0.701503951562479	-0.0600642335186875	"IS03"	0.701503951562479
"CTSE"	"CTSE"	-0.903722921588576	0.502691087555293	0.50896330808174	-0.250795864698171	"IS03"	0.50896330808174
"FAT1"	"FAT1"	-0.15452485298144	-0.166354805875971	0.489892859046954	-0.0462001965949515	"IS03"	0.489892859046954
"MOCS1"	"MOCS1"	-0.543523765712217	0.0339153919652453	0.469222365898764	0.0298694520124298	"IS03"	0.469222365898764
"SH3PXD2A"	"SH3PXD2A"	-0.200395188957167	-0.189957311521897	0.380312895842086	0.0888284135307909	"IS03"	0.380312895842086
"LGALS3BP"	"LGALS3BP"	-0.0341535697253637	-0.0865477683707087	0.366971531925808	-0.135236236370865	"IS03"	0.366971531925808
"PHLDB1"	"PHLDB1"	-0.0361507274148808	0.103965791478255	0.35814238758434	-0.336272278157089	"IS03"	0.35814238758434
"C1S"	"C1S"	-0.222252826275222	-0.188209333554299	0.301003627111362	0.157744565884321	"IS03"	0.301003627111362
"COL8A1"	"COL8A1"	-0.042122035773338	-0.0816014677161145	0.226454570276959	-0.0373779754865993	"IS03"	0.226454570276959
"EDIL3"	"EDIL3"	-1.28509772842226	0.282466933634487	-0.534673763935523	0.990125935866686	"IS04"	0.990125935866686
"LUM"	"LUM"	-0.998990417405017	0.147750707439936	-0.563956646957837	0.951273295700441	"IS04"	0.951273295700441
"CHRDL1"	"CHRDL1"	-0.794973990869131	0.237997139780248	-0.881233102716701	0.925262185984376	"IS04"	0.925262185984376
"IL1R1"	"IL1R1"	-0.505500856732086	-0.136755184263841	-0.569549503681328	0.91018127573946	"IS04"	0.91018127573946
"DCN"	"DCN"	-1.14210059316574	0.337967919569503	-0.576294272421729	0.854937018943855	"IS04"	0.854937018943855
"FZD7"	"FZD7"	-1.69882817452575	0.543840120843943	-0.296500562036978	0.837520075366116	"IS04"	0.837520075366116
"GATA6"	"GATA6"	-0.600245183154985	0.150155875266579	-0.806580237246406	0.828964318278408	"IS04"	0.828964318278408
"ANTXR1"	"ANTXR1"	-0.841134544678322	-0.214325421764467	0.040542313506165	0.814181055743671	"IS04"	0.814181055743671
"HMCN1"	"HMCN1"	-0.664496002065608	0.128983967123271	-0.602656918465646	0.75704036970554	"IS04"	0.75704036970554
"OLFML3"	"OLFML3"	-1.22889797588542	0.403458163297021	-0.443409051223531	0.753708502472777	"IS04"	0.753708502472777
"ANO1"	"ANO1"	-1.11014314352982	0.400052163335067	-0.558703347409725	0.751662655387862	"IS04"	0.751662655387862
"PPIC"	"PPIC"	-1.13622070027767	0.378102981015798	-0.496246221099598	0.751189952026763	"IS04"	0.751189952026763
"MGP"	"MGP"	-0.761215467071194	0.377099830185207	-0.884967972711545	0.751153986559975	"IS04"	0.751153986559975
"RNASE1"	"RNASE1"	-1.01243373974349	0.38896620757581	-0.594771360222073	0.718246856608614	"IS04"	0.718246856608614
"SMARCA1"	"SMARCA1"	-1.41954716742533	0.397842162205288	-0.157023637661506	0.698833695125157	"IS04"	0.698833695125157
"IGFBP4"	"IGFBP4"	-0.868538241234736	0.110507932024746	-0.27183190631891	0.695081261607305	"IS04"	0.695081261607305
"TLR3"	"TLR3"	-0.938676445254487	0.403305650564088	-0.651503410062248	0.688634845185682	"IS04"	0.688634845185682
"TSPAN6"	"TSPAN6"	-1.0644323290648	0.396310888252494	-0.506889396445542	0.686779073519477	"IS04"	0.686779073519477
"EPDR1"	"EPDR1"	-0.811200074170357	0.0973979614316901	-0.29692256077509	0.685427764206956	"IS04"	0.685427764206956
"SFRP4"	"SFRP4"	-1.09224331480172	0.415580758913508	-0.502547935051576	0.682756973107392	"IS04"	0.682756973107392
"FAM198B"	"FAM198B"	-0.497661272125615	-0.251281505399789	-0.0671540309949803	0.681261346977939	"IS04"	0.681261346977939
"TIMP3"	"TIMP3"	-0.94269327471888	0.297284304916696	-0.457211101367481	0.672788943860695	"IS04"	0.672788943860695
"CTSK"	"CTSK"	-0.689702429166546	0.0582084695415391	-0.334421281326033	0.666592639675688	"IS04"	0.666592639675688
"PXDN"	"PXDN"	-0.897720446067311	0.3057125319047	-0.505105690971341	0.664310354903379	"IS04"	0.664310354903379
"ISLR"	"ISLR"	-1.19237991900492	0.497969657729796	-0.495994185454627	0.660334487175802	"IS04"	0.660334487175802
"FBLN2"	"FBLN2"	-0.738645329340822	0.236395626196608	-0.551688626208604	0.657622093167585	"IS04"	0.657622093167585
"SOD3"	"SOD3"	-1.1046818640364	0.309561484767685	-0.280428459260891	0.653680802523421	"IS04"	0.653680802523421
"CDR1"	"CDR1"	-0.490057931452098	0.0974652377661245	-0.584913851058695	0.653224266153449	"IS04"	0.653224266153449
"MXRA5"	"MXRA5"	-0.688315338595379	0.276364200525108	-0.660539934968258	0.653041387369625	"IS04"	0.653041387369625
"FKBP9"	"FKBP9"	-0.753482817002775	0.274880257956021	-0.549471600139673	0.624662708822418	"IS04"	0.624662708822418
"FZD8"	"FZD8"	-0.733888016008719	0.436647928940063	-0.822897840032639	0.623133061148962	"IS04"	0.623133061148962
"LAMA4"	"LAMA4"	-0.799917662781278	0.161756120730097	-0.317920140031983	0.621379409689758	"IS04"	0.621379409689758
"MALL"	"MALL"	-1.0104167177996	0.100902745725052	0.00188288053389972	0.61813572402765	"IS04"	0.61813572402765
"MDK"	"MDK"	-0.863374829161007	-0.063684737305257	0.113868473067271	0.614412957877898	"IS04"	0.614412957877898
