"ID"	"State"
"LP19"	"IS01"
"LP25"	"IS01"
"LP26"	"IS01"
"LP29"	"IS01"
"LP31"	"IS01"
"LP37"	"IS01"
"LP39"	"IS01"
"LP40"	"IS01"
"LP47"	"IS01"
"LP50"	"IS01"
"LP51"	"IS01"
"LP52"	"IS01"
"LP53"	"IS01"
"LP54"	"IS01"
"LP55"	"IS01"
"LP58"	"IS01"
"LP61"	"IS01"
"LP65"	"IS01"
"LP97"	"IS01"
"LP110"	"IS01"
"LP111"	"IS01"
"LP113"	"IS01"
"LP116"	"IS01"
"LP119"	"IS01"
"LP16"	"IS02"
"LP20"	"IS02"
"LP23"	"IS02"
"LP38"	"IS02"
"LP56"	"IS02"
"LP59"	"IS02"
"LP70"	"IS02"
"LP72"	"IS02"
"LP82"	"IS02"
"LP83"	"IS02"
"LP85"	"IS02"
"LP87"	"IS02"
"LP89"	"IS02"
"LP96"	"IS02"
"LP99"	"IS02"
"LP41"	"IS03"
"LP46"	"IS03"
"LP80"	"IS03"
"LP81"	"IS03"
"LP84"	"IS03"
"LP93"	"IS03"
"LP98"	"IS03"
"LP101"	"IS03"
"LP102"	"IS03"
"LP104"	"IS03"
"LP105"	"IS03"
"LP27"	"IS04"
"LP28"	"IS04"
"LP32"	"IS04"
"LP33"	"IS04"
"LP34"	"IS04"
"LP35"	"IS04"
"LP42"	"IS04"
"LP44"	"IS04"
"LP45"	"IS04"
"LP48"	"IS04"
"LP49"	"IS04"
"LP67"	"IS04"
"LP79"	"IS04"
"LP90"	"IS04"
"LP91"	"IS04"
"LP92"	"IS04"
"LP94"	"IS04"
"LP95"	"IS04"
"LP103"	"IS04"
"LP106"	"IS04"
"LP107"	"IS04"
"LP108"	"IS04"
"LP109"	"IS04"
"LP01"	"IS05"
"LP02"	"IS05"
"LP03"	"IS05"
"LP04"	"IS05"
"LP05"	"IS05"
"LP06"	"IS05"
"LP07"	"IS05"
"LP08"	"IS05"
"LP10"	"IS05"
"LP11"	"IS05"
"LP12"	"IS05"
"LP13"	"IS05"
"LP15"	"IS05"
"LP60"	"IS05"
"LP62"	"IS05"
"LP63"	"IS05"
"LP64"	"IS05"
"LP115"	"IS05"
"LP120"	"IS05"
"LP14"	"IS06"
"LP17"	"IS06"
"LP18"	"IS06"
"LP21"	"IS06"
"LP22"	"IS06"
"LP24"	"IS06"
"LP30"	"IS06"
"LP43"	"IS06"
"LP68"	"IS06"
"LP69"	"IS06"
"LP71"	"IS06"
"LP100"	"IS06"
"LP112"	"IS06"
"LP114"	"IS06"
"LP117"	"IS06"
"LP118"	"IS06"
"LP121"	"IS06"
