"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"
"DYRK1A"	"DYRK1A"	0.556046421523937	-0.0266644852774624	-0.107823983274924	-0.34815869188506	"IS01"	0.556046421523937
"SCARA3"	"SCARA3"	0.553730751522875	-0.197834580002945	0.0336519893935411	-0.292450085823891	"IS01"	0.553730751522875
"CALCOCO2"	"CALCOCO2"	0.553461842431737	0.00959273486510484	-0.187045915342566	-0.312753276214744	"IS01"	0.553461842431737
"KRI1"	"KRI1"	0.545079362995898	0.186510301177572	-0.625097095155823	-0.0969933027069809	"IS01"	0.545079362995898
"ZNF83"	"ZNF83"	0.544415784641564	0.0583865535181238	-0.445159457513499	-0.123225874616949	"IS01"	0.544415784641564
"RSRC1"	"RSRC1"	0.509955405914772	0.140261377018407	-0.607758915943582	-0.0336215958582985	"IS01"	0.509955405914772
"CWC22"	"CWC22"	0.505149547677783	-0.240379114480385	-0.613427168820168	0.379873011765245	"IS01"	0.505149547677783
"TRIM21"	"TRIM21"	0.498146986674432	-0.0458038141422178	-0.413229916459966	-0.00202211940934163	"IS01"	0.498146986674432
"FLOT1"	"FLOT1"	0.489930634123378	-0.182034941117289	-0.485206435127598	0.214821040683153	"IS01"	0.489930634123378
"FOXP1"	"FOXP1"	0.482489636669671	-0.360585262621252	-0.114444445368405	0.0751943625171576	"IS01"	0.482489636669671
"CD24"	"CD24"	0.477435778504663	-0.492136423933868	-0.00830797117549775	0.123147809551454	"IS01"	0.477435778504663
"OSBPL10"	"OSBPL10"	0.47686453668964	-0.188493123103876	0.377564201363158	-0.548136129787409	"IS01"	0.47686453668964
"EEF2"	"EEF2"	0.472071861385889	-0.19729523640129	-0.329439564195844	0.105258795466709	"IS01"	0.472071861385889
"MRPS5"	"MRPS5"	0.468547181078316	-0.0813536073943353	-0.208633182071069	-0.124224721208631	"IS01"	0.468547181078316
"MTAP"	"MTAP"	0.467694965671135	-0.224775697416775	0.00136982908809871	-0.161262915839474	"IS01"	0.467694965671135
"BRD7"	"BRD7"	0.454563723022848	0.40760594555208	-0.850201282274555	-0.0508816384495478	"IS01"	0.454563723022848
"HDLBP"	"HDLBP"	0.450536800969853	0.145280400255259	0.162010240913945	-0.685066467442505	"IS01"	0.450536800969853
"CBWD3"	"CBWD3"	0.439126467697848	-0.00780078909846301	-0.156793656112519	-0.224182901263552	"IS01"	0.439126467697848
"TSPYL1"	"TSPYL1"	0.430552415005969	-0.00149462752459274	-0.186962054155718	-0.196262759023363	"IS01"	0.430552415005969
"TESPA1"	"TESPA1"	0.429099305203112	-0.174431551112536	-0.127982573451825	-0.0647395170265676	"IS01"	0.429099305203112
"RPL27"	"RPL27"	0.428662375559749	0.41411897981207	-1.35315352122499	0.419542693732054	"IS01"	0.428662375559749
"PIAS3"	"PIAS3"	0.427803505090768	-0.0763984084585492	0.0942160984696169	-0.368880802333564	"IS01"	0.427803505090768
"RPS24"	"RPS24"	0.42627368067241	-0.195390273317776	-0.377813389558185	0.186069142740156	"IS01"	0.42627368067241
"ZNF180"	"ZNF180"	0.422763786125669	-0.34333352514874	0.224454038534857	-0.198968294790207	"IS01"	0.422763786125669
"FAM117B"	"FAM117B"	0.41575838999679	-0.0232528824491914	-0.458085234701485	0.08487241371305	"IS01"	0.41575838999679
"GNPAT"	"GNPAT"	0.411785377711927	-0.221103501059453	0.0664737396038326	-0.176425561927477	"IS01"	0.411785377711927
"CCAR2"	"CCAR2"	0.402974580181181	0.0577528157778014	0.381718821571563	-0.750429389213432	"IS01"	0.402974580181181
"ATXN3"	"ATXN3"	0.390448899282715	-0.305625161001181	0.242170764658161	-0.227502643041568	"IS01"	0.390448899282715
"CHMP3"	"CHMP3"	0.367650460255651	-0.338688666808309	-0.228797543871892	0.253358235672831	"IS01"	0.367650460255651
"HARS"	"HARS"	0.355318460875098	0.0741270596962457	0.0568196131054473	-0.433099214751695	"IS01"	0.355318460875098
"ALG8"	"ALG8"	0.355067923355865	-0.217164550303217	0.16019518766892	-0.217086549377374	"IS01"	0.355067923355865
"NXPE3"	"NXPE3"	0.346258914797584	-0.440688987585241	0.310375079012571	-0.108116437062925	"IS01"	0.346258914797584
"COPS2"	"COPS2"	0.343460616906175	0.195684779300694	-0.469648863378675	-0.0755473204060807	"IS01"	0.343460616906175
"SLC4A1AP"	"SLC4A1AP"	0.334821114561869	0.209226585020538	-0.486464068366255	-0.0673430717779506	"IS01"	0.334821114561869
"AATF"	"AATF"	0.331796815907221	0.150942923565368	-0.534925531981119	0.0410026515650001	"IS01"	0.331796815907221
"YWHAB"	"YWHAB"	0.330951685496649	-0.016050073715532	-0.315158141374603	0.0201538985385194	"IS01"	0.330951685496649
"SF3A3"	"SF3A3"	0.328009004999176	-0.385148816419135	0.00334869660613586	0.126367503834264	"IS01"	0.328009004999176
"IARS2"	"IARS2"	0.320519394143747	-0.275064112403548	0.12758830045969	-0.0966227670773011	"IS01"	0.320519394143747
"SPTBN1"	"SPTBN1"	0.319143115628795	0.0911547324359477	-0.293230568606362	-0.103485409208005	"IS01"	0.319143115628795
"DMAP1"	"DMAP1"	0.314464599134592	-0.316360186059819	0.215641600935937	-0.127304672673403	"IS01"	0.314464599134592
"DYNC2LI1"	"DYNC2LI1"	0.314363326033636	-0.426367218055496	-0.0306683803964213	0.212569726390817	"IS01"	0.314363326033636
"TMX2"	"TMX2"	0.309692481913342	-0.127604829043411	-0.0186036013609075	-0.111674942932638	"IS01"	0.309692481913342
"PSMD13"	"PSMD13"	0.309401054158235	-0.174329777068747	0.236308642315603	-0.292540889349294	"IS01"	0.309401054158235
"PTPRS"	"PTPRS"	0.301969532890409	0.0452218255325142	-0.25497305769686	-0.0746891780198009	"IS01"	0.301969532890409
"TIMM22"	"TIMM22"	0.300555053491606	-0.365495909675055	-0.0105014618647776	0.141438403253868	"IS01"	0.300555053491606
"THOC5"	"THOC5"	0.294006148510411	0.0519298945669329	-0.393640842260352	0.050494114991476	"IS01"	0.294006148510411
"MPHOSPH8"	"MPHOSPH8"	0.288955305504974	0.283221408397296	0.0988533057153662	-0.636639261457778	"IS01"	0.288955305504974
"BMS1"	"BMS1"	0.286128093154582	0.157473506672385	-0.173021578367156	-0.25458223022823	"IS01"	0.286128093154582
"SYNPO2"	"SYNPO2"	0.264541315764387	-0.00923482230865342	-0.228484673085411	-0.00891823574744519	"IS01"	0.264541315764387
"RPL4"	"RPL4"	0.238616318400375	0.167174554945047	-0.647867547668791	0.205439943501692	"IS01"	0.238616318400375
"RPL23A"	"RPL23A"	0.176703436411004	0.114039608592305	-0.122151459293774	-0.161204710463569	"IS01"	0.176703436411004
"TRIM4"	"TRIM4"	0.156638818753054	-0.0787946779361512	-0.0318285441156432	-0.0210523941448336	"IS01"	0.156638818753054
"SMC3"	"SMC3"	0.0746589113850609	-0.016018734990448	-0.129244368616826	0.0703482803414427	"IS01"	0.0746589113850609
"METTL18"	"METTL18"	0.0518635627378277	-0.0350815603813934	-0.046242577473415	0.0348983837838369	"IS01"	0.0518635627378277
"LAPTM4A"	"LAPTM4A"	-0.773111354497	1.14333103187507	-0.0378881528803848	-0.520857018231158	"IS02"	1.14333103187507
"TMEM47"	"TMEM47"	-1.16540349059889	1.13577158757136	-0.478516501340746	0.220479123036361	"IS02"	1.13577158757136
"ARHGAP42"	"ARHGAP42"	-1.06794715973149	1.04784567019083	-0.525858113623606	0.273624909141487	"IS02"	1.04784567019083
"CXCL12"	"CXCL12"	-1.25474660179305	1.03792450395139	-0.230419050557339	0.176001209819331	"IS02"	1.03792450395139
"GJA1"	"GJA1"	-0.77061765189141	1.02954758921416	-0.217432376116669	-0.239618773507529	"IS02"	1.02954758921416
"IGFBP3"	"IGFBP3"	-1.27660164671216	1.02524056926167	-0.395524793597311	0.357554897021663	"IS02"	1.02524056926167
"RMI1"	"RMI1"	-0.821926755683651	1.01832275960957	-0.37986538014363	-0.0369219218250434	"IS02"	1.01832275960957
"ZNF33B"	"ZNF33B"	-1.09804486649297	0.99092870082865	-0.184899114290676	0.0511088651257455	"IS02"	0.99092870082865
"ABCD3"	"ABCD3"	-0.785751689020792	0.961386793057279	-0.673147710730826	0.258176713502037	"IS02"	0.961386793057279
"SEC63"	"SEC63"	-0.539608066211651	0.943530112537346	-0.398277686849387	-0.181521681009337	"IS02"	0.943530112537346
"MPPE1"	"MPPE1"	-1.3562413203683	0.938126815256755	-0.393232551728494	0.515900524795557	"IS02"	0.938126815256755
"MBNL2"	"MBNL2"	-0.352294748583327	0.916132838926709	-0.608781120348546	-0.121582736933467	"IS02"	0.916132838926709
"RBM43"	"RBM43"	-0.976003731570707	0.916042780260048	-0.25939439926837	0.0940233659265848	"IS02"	0.916042780260048
"ZNF33A"	"ZNF33A"	-0.131823133784041	0.908080645896036	-0.628898169636623	-0.282792412338832	"IS02"	0.908080645896036
"COPS8"	"COPS8"	-0.29389387990321	0.905736721753734	-0.879238247670382	0.0844772121358414	"IS02"	0.905736721753734
"SHISA3"	"SHISA3"	-0.661098377891325	0.886460729555594	-0.232396443365402	-0.167480222020947	"IS02"	0.886460729555594
"SLC26A7"	"SLC26A7"	-1.31248272280746	0.874113249647875	-0.414584531038391	0.56590659213854	"IS02"	0.874113249647875
"DPY19L1"	"DPY19L1"	-0.0992155529065898	0.867742335011684	-0.513518683892328	-0.372189445536925	"IS02"	0.867742335011684
"PRKAB2"	"PRKAB2"	-0.471874295274585	0.86619095603948	-0.688932536464295	0.105961709890892	"IS02"	0.86619095603948
"CXCL14"	"CXCL14"	-1.44767058792063	0.859235500531862	0.0280249458683668	0.296329208307294	"IS02"	0.859235500531862
"SLC22A3"	"SLC22A3"	-0.921332190229351	0.849407380439578	-0.56476019849883	0.39459125160262	"IS02"	0.849407380439578
"KITLG"	"KITLG"	-1.17917893833483	0.848704682513057	0.162672711608328	-0.0432780569238648	"IS02"	0.848704682513057
"SAV1"	"SAV1"	-0.179642031778712	0.83165918075929	-0.822508059606772	0.0143925183800095	"IS02"	0.83165918075929
"LAMA3"	"LAMA3"	-0.781702282281331	0.829490511800186	-0.835120818252024	0.541420780864683	"IS02"	0.829490511800186
"CDON"	"CDON"	-1.37897501942907	0.825544421125813	-0.229341586562804	0.506503649378701	"IS02"	0.825544421125813
"LAMTOR5"	"LAMTOR5"	-0.298897684866927	0.8223561057913	-0.142997290794175	-0.489125652299661	"IS02"	0.8223561057913
"MPZL1"	"MPZL1"	-0.87892508977671	0.810665041765191	-0.360258638944625	0.214473407953713	"IS02"	0.810665041765191
"FLRT2"	"FLRT2"	-1.2880464806304	0.807757483068714	-0.279054523099128	0.49286896504905	"IS02"	0.807757483068714
"NR2F2"	"NR2F2"	-1.18982300977659	0.807293205013808	-0.31995772060448	0.446642529936847	"IS02"	0.807293205013808
"LRIG3"	"LRIG3"	-1.160657813074	0.803125901461665	-0.213006276908301	0.329393152830283	"IS02"	0.803125901461665
"ZMPSTE24"	"ZMPSTE24"	-0.533485242392983	0.801569589669139	0.135213870973114	-0.518871891609904	"IS02"	0.801569589669139
"SOWAHC"	"SOWAHC"	-1.32799049497432	0.799494600427554	-0.0478334998283089	0.32640554019188	"IS02"	0.799494600427554
"EXOSC3"	"EXOSC3"	-1.23646849134547	0.798347280309507	-0.0784796342962238	0.277333710871024	"IS02"	0.798347280309507
"C2CD2"	"C2CD2"	-0.245870909841712	0.796307385118045	-0.837601596588606	0.122066644643153	"IS02"	0.796307385118045
"ACSS3"	"ACSS3"	-1.30803395574949	0.785790056523601	-0.00277784163801021	0.28316290199921	"IS02"	0.785790056523601
"SMAD9"	"SMAD9"	-0.877404628193011	0.777968781598048	-0.625552989124688	0.488039893909496	"IS02"	0.777968781598048
"TCF4"	"TCF4"	-0.52137873182057	0.772157408837865	-1.06276527234233	0.58642170176012	"IS02"	0.772157408837865
"IGF1"	"IGF1"	-1.14506707566535	0.76746644524082	-0.197007149810816	0.339491538446288	"IS02"	0.76746644524082
"ADGRF5"	"ADGRF5"	-1.15715342155679	0.767246610827433	-0.416092647577644	0.548339818393788	"IS02"	0.767246610827433
"WDR19"	"WDR19"	-1.18213647090505	0.764528778405683	-0.546571121201731	0.690632062061304	"IS02"	0.764528778405683
"PRRX1"	"PRRX1"	-0.862505115523959	0.759857835135492	-0.373034023409156	0.265998647367141	"IS02"	0.759857835135492
"NSL1"	"NSL1"	-0.56168416609764	0.758658960596876	-0.212988875189929	-0.134072310547725	"IS02"	0.758658960596876
"NMD3"	"NMD3"	-0.509762446659625	0.75506973892871	-0.339110819937806	-0.0603659462750911	"IS02"	0.75506973892871
"RNASE4"	"RNASE4"	-1.41920505933651	0.750908220123307	0.0826606350494355	0.337656215249987	"IS02"	0.750908220123307
"IGFBP7"	"IGFBP7"	-1.08683409653562	0.743505619560551	0.28278174694554	-0.119000720791112	"IS02"	0.743505619560551
"CPNE8"	"CPNE8"	-0.969497013675249	0.734082148374742	0.321474902417921	-0.244056299837653	"IS02"	0.734082148374742
"EGR1"	"EGR1"	-1.20823424796929	0.731761240819779	-0.111142036296606	0.353545655744046	"IS02"	0.731761240819779
"PTPRG"	"PTPRG"	-0.66853117891734	0.724212671538047	-0.551359608415003	0.299892166767352	"IS02"	0.724212671538047
"CDC42EP3"	"CDC42EP3"	-0.734514880561509	0.723106868578197	-0.205870321583856	0.0445960279741746	"IS02"	0.723106868578197
"TBC1D12"	"TBC1D12"	-0.571264013295144	0.720522598211224	-0.741349396713729	0.392856150605245	"IS02"	0.720522598211224
"TARDBP"	"TARDBP"	-0.242589168029501	0.716079217888326	-0.6471745481874	0.0321072123616627	"IS02"	0.716079217888326
"RHOB"	"RHOB"	-0.272944213232866	0.713669954167026	-0.840791293217204	0.235802845889304	"IS02"	0.713669954167026
"RBM22"	"RBM22"	-0.654556598289352	0.704922021614907	0.283932080676331	-0.447617361751331	"IS02"	0.704922021614907
"PLSCR4"	"PLSCR4"	-0.508133052898615	0.704298181613518	-0.299252955578381	-0.0439104888567448	"IS02"	0.704298181613518
"MCPH1"	"MCPH1"	-1.05262245448761	0.701668759078911	-0.291103452519584	0.415729587455682	"IS02"	0.701668759078911
"TGFBR3"	"TGFBR3"	-1.06040876962163	0.701335732713436	-0.323013709278316	0.451606073444027	"IS02"	0.701335732713436
"GSTA4"	"GSTA4"	-0.949556153122673	0.694268278829008	0.172464997124925	-0.083892871603608	"IS02"	0.694268278829008
"PABPC5"	"PABPC5"	-1.10860237033832	0.684858527617905	0.262654853581817	-0.019935825880661	"IS02"	0.684858527617905
"TNFRSF21"	"TNFRSF21"	-1.12639100596898	0.682796683793175	-0.337337566013267	0.540516926537985	"IS02"	0.682796683793175
"INTU"	"INTU"	-0.664923032387025	0.674712033582874	-0.487329782897785	0.291430970430466	"IS02"	0.674712033582874
"ADAL"	"ADAL"	-0.856010021690626	0.673088893419737	-0.486220037179248	0.455068477411313	"IS02"	0.673088893419737
"NR5A2"	"NR5A2"	-0.348245212302565	0.670408193288057	-0.478612556418081	0.0181162112718418	"IS02"	0.670408193288057
"ZNF736"	"ZNF736"	-0.341359606656012	0.669635181151011	-0.440579969672021	-0.021359417275541	"IS02"	0.669635181151011
"ZNF230"	"ZNF230"	-0.782631156230971	0.669535003543024	-0.160510360871655	0.101457731088502	"IS02"	0.669535003543024
"TJP1"	"TJP1"	-0.917946740543676	0.667039683171316	-0.242250977706522	0.29346548562283	"IS02"	0.667039683171316
"GAS1"	"GAS1"	-1.10491552088722	0.663058739829537	-0.398117788650534	0.598186862733219	"IS02"	0.663058739829537
"NXN"	"NXN"	-0.692978709134812	0.658131805609188	-0.54430808980959	0.384535390624033	"IS02"	0.658131805609188
"LSG1"	"LSG1"	-0.900188314603222	0.657177721259161	-0.439626128909943	0.467457522333397	"IS02"	0.657177721259161
"SGCE"	"SGCE"	-1.40242047168146	0.657150757372133	0.327319230117934	0.201464587747124	"IS02"	0.657150757372133
"BET1"	"BET1"	0.0840493120921886	0.653182417093979	-0.732992045728973	-0.101899878882358	"IS02"	0.653182417093979
"KLF3"	"KLF3"	-0.337430101476452	0.652977083091788	-0.453442624078493	0.00462530971857375	"IS02"	0.652977083091788
"DPP4"	"DPP4"	-1.13514499290511	0.650204387115388	-0.00146098998373376	0.278569510810274	"IS02"	0.650204387115388
"CD209"	"CD209"	-0.916378120948492	0.650193309225077	0.0749816821567367	0.0228698606794736	"IS02"	0.650193309225077
"SNRPE"	"SNRPE"	-0.624361944123923	0.65004814745645	0.389443739783648	-0.510587311810876	"IS02"	0.65004814745645
"FAM171B"	"FAM171B"	-0.871234333637535	0.64821443534068	-0.350836811681105	0.371921744735314	"IS02"	0.64821443534068
"ID4"	"ID4"	-1.29572687451715	0.645473715336408	0.14166390492753	0.290951001231982	"IS02"	0.645473715336408
"TNFSF11"	"TNFSF11"	-0.955509824317706	0.636795580380026	-0.0743585016175813	0.205640937862482	"IS02"	0.636795580380026
"CHAMP1"	"CHAMP1"	-1.12165493610598	0.635529737757175	0.124839173440349	0.168330140327248	"IS02"	0.635529737757175
"RBBP9"	"RBBP9"	-0.781889039729515	0.635381915914598	-0.309203508874284	0.271690882934228	"IS02"	0.635381915914598
"RAI2"	"RAI2"	-1.29920490545097	0.633184742087783	0.00514298779689931	0.430543027631137	"IS02"	0.633184742087783
"ZNF260"	"ZNF260"	-0.0874466670820565	0.632848906924112	0.012362490146576	-0.608763546758842	"IS02"	0.632848906924112
"CD34"	"CD34"	-0.841038711722671	0.630733921815767	-0.181457010405879	0.21142496133006	"IS02"	0.630733921815767
"CSRP2"	"CSRP2"	-1.30256286554037	0.629891066862161	0.104641604791421	0.346840685012287	"IS02"	0.629891066862161
"TMEM14C"	"TMEM14C"	-0.744194334413495	0.629740095812093	-0.0610726481304312	0.0209436889925866	"IS02"	0.629740095812093
"B3GLCT"	"B3GLCT"	-1.1062377988763	0.629574715947144	0.181560619966108	0.110167656963243	"IS02"	0.629574715947144
"TMEM50B"	"TMEM50B"	-0.658830788831226	0.623345780019176	-0.275616091505366	0.149153918319907	"IS02"	0.623345780019176
"FAM69A"	"FAM69A"	-0.900041624178255	0.620674089482501	-0.131475121011486	0.227172038906822	"IS02"	0.620674089482501
"CBLL1"	"CBLL1"	-1.01160539706603	0.620213336219658	0.603827296126544	-0.342796339187228	"IS02"	0.620213336219658
"AP1S3"	"AP1S3"	-1.18141854548734	0.619118218035068	-0.0918462501229426	0.432851603014543	"IS02"	0.619118218035068
"SEPT10"	"SEPT10"	-1.23183496791813	0.617768281669215	0.101453791286635	0.302299809830679	"IS02"	0.617768281669215
"CCL14"	"CCL14"	-1.22700686425535	0.616581778383622	0.206458025708477	0.204396647229326	"IS02"	0.616581778383622
"MPDZ"	"MPDZ"	-0.751912751662407	0.615067967280495	-0.488590450153534	0.430084438246346	"IS02"	0.615067967280495
"GAPT"	"GAPT"	-0.385863112819165	0.606404768853011	-0.360370137616432	0.0111349895245675	"IS02"	0.606404768853011
"GUCY1A2"	"GUCY1A2"	-0.625595206541878	0.604979921346845	-0.391530538347386	0.245246087444276	"IS02"	0.604979921346845
"FBXL7"	"FBXL7"	-0.457284658482	0.604379033346903	-0.793345644003637	0.466096969275114	"IS02"	0.604379033346903
"CHRDL1"	"CHRDL1"	-1.06108929722635	0.601791083498502	0.0802055669937325	0.192926598916623	"IS02"	0.601791083498502
"SQLE"	"SQLE"	-1.00979305046705	0.599275830903355	0.153744148017194	0.0852984032939002	"IS02"	0.599275830903355
"H1FX"	"H1FX"	0.337224689568319	0.599169834808474	-0.153745197032586	-0.784706894468011	"IS02"	0.599169834808474
"S1PR1"	"S1PR1"	-0.937251953606668	0.598284767825425	0.0973627160800971	0.0755383588551452	"IS02"	0.598284767825425
"GFRA1"	"GFRA1"	-1.05119214165035	0.595923179893843	-0.238715044227544	0.479398678363712	"IS02"	0.595923179893843
"LYSMD3"	"LYSMD3"	-0.510600553258173	0.59577898072872	0.121040895697738	-0.306990256524203	"IS02"	0.59577898072872
"EDNRB"	"EDNRB"	-0.240012470024199	0.591767666476139	-0.241120269566898	-0.205611335516749	"IS02"	0.591767666476139
"TRMT13"	"TRMT13"	0.0939509138849085	0.590507419633306	-0.50097506402045	-0.253792049654254	"IS02"	0.590507419633306
"CALCRL"	"CALCRL"	-0.99141864658831	0.588358361383575	-0.359844784041076	0.546114278874487	"IS02"	0.588358361383575
"ITGA1"	"ITGA1"	-1.15914536791578	0.584875761408635	-0.0911691715892861	0.44961677670864	"IS02"	0.584875761408635
"RCAN1"	"RCAN1"	-0.935884038526757	0.58082569872168	-0.169567656979866	0.334532838885096	"IS02"	0.58082569872168
"ADRA2A"	"ADRA2A"	-0.853424976703493	0.576896235989835	-0.456405649042087	0.528040578202129	"IS02"	0.576896235989835
"XKR4"	"XKR4"	-0.559096883594452	0.576658961080002	-0.46290780662829	0.283238081710392	"IS02"	0.576658961080002
"AHCYL2"	"AHCYL2"	-0.697416815109379	0.574167817842222	-0.364159174069806	0.314428975288668	"IS02"	0.574167817842222
"FGFR1OP"	"FGFR1OP"	-0.259751850314794	0.5738654296223	-0.932200282582318	0.455778161532839	"IS02"	0.5738654296223
"CNRIP1"	"CNRIP1"	-1.04568580670345	0.570910501965753	-0.0652682345422282	0.344269974721762	"IS02"	0.570910501965753
"LAMB2"	"LAMB2"	-0.695363553240453	0.565677629965456	-0.25937367418428	0.226846613733499	"IS02"	0.565677629965456
"PPIAL4G"	"PPIAL4G"	0.0990034071518986	0.564874606515891	-0.882413732089161	0.114391839476563	"IS02"	0.564874606515891
"KCNT2"	"KCNT2"	-0.883186559769897	0.56253297714553	-0.181039759695177	0.319416058145751	"IS02"	0.56253297714553
"RAI14"	"RAI14"	-0.985988323109259	0.55827801215132	-0.0112293709000592	0.257874810370425	"IS02"	0.55827801215132
"GMEB1"	"GMEB1"	0.469759624332803	0.557779499717617	-0.705955765686282	-0.353899188057458	"IS02"	0.557779499717617
"GGCX"	"GGCX"	-0.85435610610411	0.557761701664349	-0.26543565254054	0.376295868667288	"IS02"	0.557761701664349
"SH3D19"	"SH3D19"	-1.07149722579755	0.542075945749533	-0.130624575528834	0.456059478841059	"IS02"	0.542075945749533
"MEOX2"	"MEOX2"	-1.0930470120879	0.537300038312033	-0.00108842867409469	0.362252325743368	"IS02"	0.537300038312033
