NAME	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells gamma delta	T cells regulatory (Tregs)	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	NlPHL
EGR2	123.211210052999	99.7319720006334	55.557953218571	36.067064113996	36.4496674012615	36.5604082205333	2113.92984308871	1700.86130386025	152.866304642839	132.84709192614	158.065848734499	1340.4707263641	469.750328566869	3918.15975428975	23.2196346473182	2156.76019386058	4518.20974744277	1131.0035548768	297.826776644636	1923.39731230663	1433.4119008301	198.799674623264	3403.35903762699
ELANE	11.1264040895209	8.88242410390973	9.40522731664995	105.387728555709	13.0354837713975	12.6508006142671	6.93654010078236	10.076983410088	18.5764082428016	16.2369507374688	740.111626958885	169.930968026229	29.3417708869433	15.0864671287382	105.652979876718	207.957656090257	12.8346128200937	13.0738464440291	4538.67302943988	4508.47152356675	121.220660268641	31.9396843920717	9.77064330820946
EPB41	22.2308966142649	68.0704855999791	15.3961374150999	239.565913883407	12.5979450790308	390.875160572763	243.576875231431	91.5754151600376	9.78520713438993	45.8888063881056	106.758636984146	99.6226842755478	25.4182142795657	52.5272682046478	7.1828203693109	25.9043458290085	17.999190495653	74.879893096474	9.81155837171519	7.27934498889445	105.707235574015	16.5853543069449	125.273057549569
EPHA1	47.4198400975286	47.0212232724463	52.9366127090007	404.895418346038	770.57639461893	297.009183809089	35.9936454852213	59.0062708961287	62.7734584820071	44.2892403774136	157.379279379597	101.129827430234	64.5593452348032	58.9326549771204	46.5008666144443	39.6012604455268	61.5482997192614	59.6482151050611	39.6557331923599	39.0648341163186	57.6688483846737	71.9440765024461	35.7757351324046
EPN2	47.0715935955453	42.8544101659953	110.766849999213	32.0673579914025	66.0581114378091	97.8352189759713	50.6654292636814	56.6523091173068	63.4545291597451	17.9201973505271	32.369180995089	28.5613273268901	32.9428498736438	32.5101529534025	31.1912108008002	22.6525742249181	59.9138144583576	31.979935502838	44.3768483075939	71.4425104540874	557.184372483274	51.8209459616443	40.7534515125482
EREG	77.7268234021607	73.4862373236143	33.072691797678	31.5313316857763	15.2052498990924	45.263698009831	21.5343822739084	8.1875026912448	83.3390222096867	98.2987106664286	44.9249930256885	28.690742099524	102.766537971555	168.309922787281	155.509060140589	37.7778269116379	46.1502875382403	387.542574228754	26.4748055504504	307.951773373432	576.534146444115	75.9038466516911	14.4145479662816
ETS1	1001.90497776025	800.037746097311	417.761459050812	620.538492279088	293.136338483457	1910.17078853912	1274.86635859898	708.289158238562	101.187071524302	1041.61084199998	764.927154144437	700.267223387137	87.1844124334169	97.3757356475843	132.308376161451	77.0615806094102	121.729724164709	118.035100610979	149.932474724382	158.333404894361	231.77317526528	244.743893962089	785.321343326593
ETV3	38.0739795226891	37.1478289017304	104.988380178252	50.2717402348599	21.2194121662251	458.813742706943	21.8533789325994	33.0978187180733	14.4000590487238	21.6992099788532	33.7170662003953	38.6120558317762	41.7013654494115	24.6370240560091	92.1481949341938	34.5234917231991	40.9542551851521	2105.96761930313	18.1342588063325	22.7292779783669	61.5325805346567	40.8788847998114	54.6674883797772
FABP6	6.16635044061341	7.34887119041385	6.92271499360523	6.66812925048235	6.12185251402756	5.6984673434777	5.91208874460972	8.8452645813412	7.71499562705926	12.6151920267242	7.07087095470892	9.38062491022785	7.39548604959814	10.7782202991018	7.53009058022444	4.90876927901959	7.01681231917683	12.3540571152075	12.0068382285521	5.98273630023081	26.0947980284597	7.89763353053556	306.779241024741
FAM124B	21.8533789325994	15.4537570368977	19.1680808011128	14.2619228099933	17.6085187249524	20.7630273290651	16.5042794111368	16.3787883740129	10.8186610430313	13.2691725556065	20.4343551892382	18.3572725720773	29.5540616827673	19.4735500986356	9.13396747879066	23.1844515448544	16.7334544447221	11.313633182075	478.056046026578	128.235535182493	97.4858944672262	19.6959754759256	24.2902069945544
