"Gene"	"IS01"	"IS02"	"State"	"MaxFC"	"InitialState"
"APOC4"	"APOC4"	0.560786649408938	-0.560786649408938	"S01"	0.560786649408938	"IS01"
"DBN1"	"DBN1"	0.556430160567878	-0.556430160567878	"S01"	0.556430160567878	"IS01"
"CFL1"	"CFL1"	0.551553127415505	-0.551553127415505	"S01"	0.551553127415505	"IS01"
"L3MBTL3"	"L3MBTL3"	0.545404263367152	-0.545404263367152	"S01"	0.545404263367152	"IS01"
"XRCC6"	"XRCC6"	0.540992838375223	-0.540992838375223	"S01"	0.540992838375223	"IS01"
"C19orf67"	"C19orf67"	0.539357998424828	-0.539357998424828	"S01"	0.539357998424828	"IS01"
"DNAJC17"	"DNAJC17"	0.53681313226391	-0.53681313226391	"S01"	0.53681313226391	"IS01"
"SLC16A8"	"SLC16A8"	0.530590213343224	-0.530590213343224	"S01"	0.530590213343224	"IS01"
"C19orf53"	"C19orf53"	0.530337765380286	-0.530337765380286	"S01"	0.530337765380286	"IS01"
"ENO1"	"ENO1"	0.525698588302198	-0.525698588302198	"S01"	0.525698588302198	"IS01"
"PLEC"	"PLEC"	0.525547068849409	-0.525547068849409	"S01"	0.525547068849409	"IS01"
"LARP7"	"LARP7"	0.52471310022515	-0.52471310022515	"S01"	0.52471310022515	"IS01"
"GPATCH4"	"GPATCH4"	0.524321023649909	-0.524321023649909	"S01"	0.524321023649909	"IS01"
"PSTPIP1"	"PSTPIP1"	0.524143803135923	-0.524143803135923	"S01"	0.524143803135923	"IS01"
"CSPP1"	"CSPP1"	0.522709883310434	-0.522709883310434	"S01"	0.522709883310434	"IS01"
"BUB1B"	"BUB1B"	0.522441133187413	-0.522441133187413	"S01"	0.522441133187413	"IS01"
"ZCCHC12"	"ZCCHC12"	0.52202179257246	-0.52202179257246	"S01"	0.52202179257246	"IS01"
"ANP32E"	"ANP32E"	0.521365975518326	-0.521365975518326	"S01"	0.521365975518326	"IS01"
"TBCA"	"TBCA"	0.519507308596331	-0.519507308596331	"S01"	0.519507308596331	"IS01"
"CYP2W1"	"CYP2W1"	0.510876574474654	-0.510876574474654	"S01"	0.510876574474654	"IS01"
"CLPS"	"CLPS"	0.509454156490989	-0.509454156490989	"S01"	0.509454156490989	"IS01"
"TMEM147"	"TMEM147"	0.509276919613323	-0.509276919613323	"S01"	0.509276919613323	"IS01"
"TMEM101"	"TMEM101"	0.507532875163364	-0.507532875163364	"S01"	0.507532875163364	"IS01"
"PMVK"	"PMVK"	0.505703436269144	-0.505703436269144	"S01"	0.505703436269144	"IS01"
"PHRF1"	"PHRF1"	0.49830678477868	-0.49830678477868	"S01"	0.49830678477868	"IS01"
"NTN3"	"NTN3"	0.497056168613291	-0.497056168613291	"S01"	0.497056168613291	"IS01"
"CACYBP"	"CACYBP"	0.496138758546646	-0.496138758546646	"S01"	0.496138758546646	"IS01"
"CCR7"	"CCR7"	0.494584212112643	-0.494584212112643	"S01"	0.494584212112643	"IS01"
"ZNF616"	"ZNF616"	0.493631427173238	-0.493631427173238	"S01"	0.493631427173238	"IS01"
"FHIT"	"FHIT"	0.493037196066703	-0.493037196066703	"S01"	0.493037196066703	"IS01"
"CFDP1"	"CFDP1"	0.490327317324072	-0.490327317324072	"S01"	0.490327317324072	"IS01"
"WDR43"	"WDR43"	0.4855565324867	-0.4855565324867	"S01"	0.4855565324867	"IS01"
"IGFL3"	"IGFL3"	0.482554113060899	-0.482554113060899	"S01"	0.482554113060899	"IS01"
"AL513523.2"	"AL513523.2"	0.47960817879993	-0.47960817879993	"S01"	0.47960817879993	"IS01"
"OAZ2"	"OAZ2"	0.47186040756699	-0.47186040756699	"S01"	0.47186040756699	"IS01"
"MYLPF"	"MYLPF"	0.471496126082562	-0.471496126082562	"S01"	0.471496126082562	"IS01"
"CACNG1"	"CACNG1"	0.469529141343925	-0.469529141343925	"S01"	0.469529141343925	"IS01"
"FBXL16"	"FBXL16"	0.467919615501549	-0.467919615501549	"S01"	0.467919615501549	"IS01"
"EIF4E2"	"EIF4E2"	0.466681863150433	-0.466681863150433	"S01"	0.466681863150433	"IS01"
"TYMS"	"TYMS"	0.466005041699025	-0.466005041699025	"S01"	0.466005041699025	"IS01"
"TOMM20L"	"TOMM20L"	0.4651178336179	-0.4651178336179	"S01"	0.4651178336179	"IS01"
"CELA2B"	"CELA2B"	0.463039723595558	-0.463039723595558	"S01"	0.463039723595558	"IS01"
"FBXW12"	"FBXW12"	0.460924924260879	-0.460924924260879	"S01"	0.460924924260879	"IS01"
"DEAF1"	"DEAF1"	0.454157554627797	-0.454157554627797	"S01"	0.454157554627797	"IS01"
"GOLGA3"	"GOLGA3"	0.447024173524833	-0.447024173524833	"S01"	0.447024173524833	"IS01"
"ITIH2"	"ITIH2"	0.444262797701006	-0.444262797701006	"S01"	0.444262797701006	"IS01"
"TRAF3IP1"	"TRAF3IP1"	0.443695704810773	-0.443695704810773	"S01"	0.443695704810773	"IS01"
"NMUR2"	"NMUR2"	0.442640520640588	-0.442640520640588	"S01"	0.442640520640588	"IS01"
"PTMS"	"PTMS"	0.442252800263218	-0.442252800263218	"S01"	0.442252800263218	"IS01"
"FRG1"	"FRG1"	0.441831730573496	-0.441831730573496	"S01"	0.441831730573496	"IS01"
"FUT3"	"FUT3"	0.436095641355009	-0.436095641355009	"S01"	0.436095641355009	"IS01"
"SRP14"	"SRP14"	0.432067368967502	-0.432067368967502	"S01"	0.432067368967502	"IS01"
"CKM"	"CKM"	0.43151375706788	-0.43151375706788	"S01"	0.43151375706788	"IS01"
"NUPR1"	"NUPR1"	0.426069767845738	-0.426069767845738	"S01"	0.426069767845738	"IS01"
"PDIA4"	"PDIA4"	0.425744993686757	-0.425744993686757	"S01"	0.425744993686757	"IS01"
"NOL7"	"NOL7"	0.425260631570879	-0.425260631570879	"S01"	0.425260631570879	"IS01"
"ONECUT1"	"ONECUT1"	0.425188298898869	-0.425188298898869	"S01"	0.425188298898869	"IS01"
"SULT1C3"	"SULT1C3"	0.423764434463912	-0.423764434463912	"S01"	0.423764434463912	"IS01"
"CLTB"	"CLTB"	0.420225260398829	-0.420225260398829	"S01"	0.420225260398829	"IS01"
"ESF1"	"ESF1"	0.415534020650573	-0.415534020650573	"S01"	0.415534020650573	"IS01"
"SAMD1"	"SAMD1"	0.415231811223228	-0.415231811223228	"S01"	0.415231811223228	"IS01"
"FBLN7"	"FBLN7"	0.41165979782359	-0.41165979782359	"S01"	0.41165979782359	"IS01"
"OR1K1"	"OR1K1"	0.409439397825002	-0.409439397825002	"S01"	0.409439397825002	"IS01"
"NMRK2"	"NMRK2"	0.40825539436292	-0.40825539436292	"S01"	0.40825539436292	"IS01"
"ADGRF1"	"ADGRF1"	0.407809161325646	-0.407809161325646	"S01"	0.407809161325646	"IS01"
"CHAD"	"CHAD"	0.40655378550421	-0.40655378550421	"S01"	0.40655378550421	"IS01"
"GEMIN6"	"GEMIN6"	0.402690639935567	-0.402690639935567	"S01"	0.402690639935567	"IS01"
"ARHGAP30"	"ARHGAP30"	0.402045621652032	-0.402045621652032	"S01"	0.402045621652032	"IS01"
"OXNAD1"	"OXNAD1"	0.396310120464596	-0.396310120464596	"S01"	0.396310120464596	"IS01"
"HRAS"	"HRAS"	0.392243294485446	-0.392243294485446	"S01"	0.392243294485446	"IS01"
"SYF2"	"SYF2"	0.392060417812645	-0.392060417812645	"S01"	0.392060417812645	"IS01"
"SPEF1"	"SPEF1"	0.38831305439398	-0.38831305439398	"S01"	0.38831305439398	"IS01"
"NRBP1"	"NRBP1"	0.379776888179903	-0.379776888179903	"S01"	0.379776888179903	"IS01"
"LGALS13"	"LGALS13"	0.376827239691268	-0.376827239691268	"S01"	0.376827239691268	"IS01"
"CCDC47"	"CCDC47"	0.375525837217267	-0.375525837217267	"S01"	0.375525837217267	"IS01"
"C9orf92"	"C9orf92"	0.374574847017498	-0.374574847017498	"S01"	0.374574847017498	"IS01"
"CLPTM1L"	"CLPTM1L"	0.373408044739598	-0.373408044739598	"S01"	0.373408044739598	"IS01"
"BCCIP"	"BCCIP"	0.372605760535462	-0.372605760535462	"S01"	0.372605760535462	"IS01"
"USP17L18"	"USP17L18"	0.37238125107979	-0.37238125107979	"S01"	0.37238125107979	"IS01"
"NMS"	"NMS"	0.371506275560099	-0.371506275560099	"S01"	0.371506275560099	"IS01"
"XRRA1"	"XRRA1"	0.371141107458461	-0.371141107458461	"S01"	0.371141107458461	"IS01"
"ZRSR2"	"ZRSR2"	0.370885760928944	-0.370885760928944	"S01"	0.370885760928944	"IS01"
"SEBOX"	"SEBOX"	0.363975677627314	-0.363975677627314	"S01"	0.363975677627314	"IS01"
"C3orf30"	"C3orf30"	0.361532630311035	-0.361532630311035	"S01"	0.361532630311035	"IS01"
"NPL"	"NPL"	0.356984066554196	-0.356984066554196	"S01"	0.356984066554196	"IS01"
"GOLGA8A"	"GOLGA8A"	0.353932777647721	-0.353932777647721	"S01"	0.353932777647721	"IS01"
"LRRC74A"	"LRRC74A"	0.352287876930597	-0.352287876930597	"S01"	0.352287876930597	"IS01"
"CCDC34"	"CCDC34"	0.323224446151908	-0.323224446151908	"S01"	0.323224446151908	"IS01"
