"Gene"	"IS01"	"IS02"	"State"	"MaxFC"
"CLPSL2"	"CLPSL2"	0.186434044801973	-0.186434044801973	"IS01"	0.186434044801973
"NCL"	"NCL"	0.186047206879827	-0.186047206879827	"IS01"	0.186047206879827
"IRF4"	"IRF4"	0.185511454370826	-0.185511454370826	"IS01"	0.185511454370826
"SNX9"	"SNX9"	0.184632250695521	-0.184632250695521	"IS01"	0.184632250695521
"SESN3"	"SESN3"	0.179092208739622	-0.179092208739622	"IS01"	0.179092208739622
"R3HCC1"	"R3HCC1"	0.176825702553402	-0.176825702553402	"IS01"	0.176825702553402
"C2orf74"	"C2orf74"	0.176310563110531	-0.176310563110531	"IS01"	0.176310563110531
"RPL4"	"RPL4"	0.171251363711829	-0.171251363711829	"IS01"	0.171251363711829
"SURF6"	"SURF6"	0.166777407410411	-0.166777407410411	"IS01"	0.166777407410411
"TCF7"	"TCF7"	0.161010522809474	-0.161010522809474	"IS01"	0.161010522809474
"PDHB"	"PDHB"	0.156242582115402	-0.156242582115402	"IS01"	0.156242582115402
"WHAMM"	"WHAMM"	0.141103885870479	-0.141103885870479	"IS01"	0.141103885870479
"CENPB"	"CENPB"	0.136432614959386	-0.136432614959386	"IS01"	0.136432614959386
"ELK3"	"ELK3"	0.136096455862141	-0.136096455862141	"IS01"	0.136096455862141
"MEOX1"	"MEOX1"	0.136075430732011	-0.136075430732011	"IS01"	0.136075430732011
"SUPT5H"	"SUPT5H"	0.124049649911435	-0.124049649911435	"IS01"	0.124049649911435
"ISY1"	"ISY1"	0.123940716160008	-0.123940716160008	"IS01"	0.123940716160008
"AGPS"	"AGPS"	0.121890224302572	-0.121890224302572	"IS01"	0.121890224302572
"MSH6"	"MSH6"	0.121009145503278	-0.121009145503278	"IS01"	0.121009145503278
"CYTH4"	"CYTH4"	0.11638770896259	-0.11638770896259	"IS01"	0.11638770896259
"SREK1IP1"	"SREK1IP1"	0.115356378021584	-0.115356378021584	"IS01"	0.115356378021584
"PDAP1"	"PDAP1"	0.109932495089926	-0.109932495089926	"IS01"	0.109932495089926
"DYNC1I2"	"DYNC1I2"	0.109039225872634	-0.109039225872634	"IS01"	0.109039225872634
"NHS"	"NHS"	0.107934117988844	-0.107934117988844	"IS01"	0.107934117988844
"CCT3"	"CCT3"	0.105532838454836	-0.105532838454836	"IS01"	0.105532838454836
"AHSA1"	"AHSA1"	0.10268881676225	-0.10268881676225	"IS01"	0.10268881676225
"MAGOHB"	"MAGOHB"	0.0979890825523743	-0.0979890825523743	"IS01"	0.0979890825523743
"SASH3"	"SASH3"	0.0950186612349865	-0.0950186612349865	"IS01"	0.0950186612349865
"JRK"	"JRK"	0.0785342705457096	-0.0785342705457096	"IS01"	0.0785342705457096
"STMN3"	"STMN3"	0.0758207659812289	-0.0758207659812289	"IS01"	0.0758207659812289
"TSR2"	"TSR2"	0.0701201918294848	-0.0701201918294848	"IS01"	0.0701201918294848
"HSP90AA1"	"HSP90AA1"	0.0566501559159056	-0.0566501559159056	"IS01"	0.0566501559159056
"NME1"	"NME1"	0.0552859872993948	-0.0552859872993948	"IS01"	0.0552859872993948
"GMFG"	"GMFG"	0.0525110357417882	-0.0525110357417882	"IS01"	0.0525110357417882
"RPS11"	"RPS11"	0.0485990121683707	-0.0485990121683707	"IS01"	0.0485990121683707
"STRN"	"STRN"	0.0472535396258491	-0.0472535396258491	"IS01"	0.0472535396258491
"DDX21"	"DDX21"	0.0426421021179265	-0.0426421021179265	"IS01"	0.0426421021179265
"NOP14"	"NOP14"	0.0389920960757037	-0.0389920960757037	"IS01"	0.0389920960757037
"NFKBID"	"NFKBID"	0.0386862520245122	-0.0386862520245122	"IS01"	0.0386862520245122
"PDS5B"	"PDS5B"	0.0329005119923188	-0.0329005119923188	"IS01"	0.0329005119923188
"SATB1"	"SATB1"	0.0187402970822218	-0.0187402970822218	"IS01"	0.0187402970822218
"RPL26"	"RPL26"	0.0145100260020135	-0.0145100260020135	"IS01"	0.0145100260020135
"SPOCK2"	"SPOCK2"	0.00870952801289506	-0.00870952801289506	"IS01"	0.00870952801289506
"POGK"	"POGK"	0.00416377135913483	-0.00416377135913483	"IS01"	0.00416377135913483
"MPHOSPH6"	"MPHOSPH6"	0.00186914724677031	-0.00186914724677031	"IS01"	0.00186914724677031
"CD38"	"CD38"	0.00126259381805558	-0.00126259381805558	"IS01"	0.00126259381805558
"HMGN3"	"HMGN3"	0.000303984870862423	-0.000303984870862423	"IS01"	0.000303984870862423
"RPL3"	"RPL3"	-1.33363113723633	1.33363113723633	"IS02"	1.33363113723633
"BRD4"	"BRD4"	-1.31622436714485	1.31622436714485	"IS02"	1.31622436714485
"EIF3G"	"EIF3G"	-1.27692567376318	1.27692567376318	"IS02"	1.27692567376318
"CCDC137"	"CCDC137"	-1.27087999132073	1.27087999132073	"IS02"	1.27087999132073
"ERP29"	"ERP29"	-1.26048889580498	1.26048889580498	"IS02"	1.26048889580498
"FAU"	"FAU"	-1.2473767107778	1.2473767107778	"IS02"	1.2473767107778
"EZR"	"EZR"	-1.23497887446388	1.23497887446388	"IS02"	1.23497887446388
"VAV1"	"VAV1"	-1.21802726355013	1.21802726355013	"IS02"	1.21802726355013
"ACTG1"	"ACTG1"	-1.19359669395387	1.19359669395387	"IS02"	1.19359669395387
"HIST1H1D"	"HIST1H1D"	-1.16588366394999	1.16588366394999	"IS02"	1.16588366394999
"PPM1G"	"PPM1G"	-1.15517182248429	1.15517182248429	"IS02"	1.15517182248429
"RPS18"	"RPS18"	-1.14575383426595	1.14575383426595	"IS02"	1.14575383426595
"DDX23"	"DDX23"	-1.14179527394037	1.14179527394037	"IS02"	1.14179527394037
"FTSJ3"	"FTSJ3"	-1.13922839333569	1.13922839333569	"IS02"	1.13922839333569
"AKAP8"	"AKAP8"	-1.13496542792168	1.13496542792168	"IS02"	1.13496542792168
"RAB11FIP4"	"RAB11FIP4"	-1.12965575929441	1.12965575929441	"IS02"	1.12965575929441
"BAZ1B"	"BAZ1B"	-1.12734454731382	1.12734454731382	"IS02"	1.12734454731382
"KPNB1"	"KPNB1"	-1.12616834582984	1.12616834582984	"IS02"	1.12616834582984
"GATAD2A"	"GATAD2A"	-1.12497060310434	1.12497060310434	"IS02"	1.12497060310434
"BRD7"	"BRD7"	-1.12390936501474	1.12390936501474	"IS02"	1.12390936501474
"RPS8"	"RPS8"	-1.12367805779185	1.12367805779185	"IS02"	1.12367805779185
"LBH"	"LBH"	-1.11250087854951	1.11250087854951	"IS02"	1.11250087854951
"PUF60"	"PUF60"	-1.10690085234869	1.10690085234869	"IS02"	1.10690085234869
"WDR46"	"WDR46"	-1.1012680471459	1.1012680471459	"IS02"	1.1012680471459
"PA2G4"	"PA2G4"	-1.10034580845651	1.10034580845651	"IS02"	1.10034580845651
"RPL7A"	"RPL7A"	-1.09961266331755	1.09961266331755	"IS02"	1.09961266331755
"RPL35"	"RPL35"	-1.09689771805028	1.09689771805028	"IS02"	1.09689771805028
"RPL19"	"RPL19"	-1.09620447309188	1.09620447309188	"IS02"	1.09620447309188
"AATF"	"AATF"	-1.09034920163765	1.09034920163765	"IS02"	1.09034920163765
"MYH9"	"MYH9"	-1.08525622616863	1.08525622616863	"IS02"	1.08525622616863
"CASC3"	"CASC3"	-1.07907924318546	1.07907924318546	"IS02"	1.07907924318546
"TNIP1"	"TNIP1"	-1.05958569768759	1.05958569768759	"IS02"	1.05958569768759
"SEPT9"	"SEPT9"	-1.05011371945883	1.05011371945883	"IS02"	1.05011371945883
"RPS9"	"RPS9"	-1.05011186917713	1.05011186917713	"IS02"	1.05011186917713
"MRPL23"	"MRPL23"	-1.04837797260064	1.04837797260064	"IS02"	1.04837797260064
"DDRGK1"	"DDRGK1"	-1.04261694043321	1.04261694043321	"IS02"	1.04261694043321
"LRPAP1"	"LRPAP1"	-1.04061785225316	1.04061785225316	"IS02"	1.04061785225316
"HIST1H1E"	"HIST1H1E"	-1.03259322543164	1.03259322543164	"IS02"	1.03259322543164
"PRPF6"	"PRPF6"	-1.02537233376943	1.02537233376943	"IS02"	1.02537233376943
"HNRNPD"	"HNRNPD"	-1.02355190192673	1.02355190192673	"IS02"	1.02355190192673
"TOP1MT"	"TOP1MT"	-1.01423643876563	1.01423643876563	"IS02"	1.01423643876563
"PSMD8"	"PSMD8"	-1.0092391675527	1.0092391675527	"IS02"	1.0092391675527
"RPS7"	"RPS7"	-1.00520590899283	1.00520590899283	"IS02"	1.00520590899283
"COX4I1"	"COX4I1"	-1.00424917242665	1.00424917242665	"IS02"	1.00424917242665
"SAP30BP"	"SAP30BP"	-1.00086516838997	1.00086516838997	"IS02"	1.00086516838997
"RARRES2"	"RARRES2"	-1.00042942706986	1.00042942706986	"IS02"	1.00042942706986
"C1orf35"	"C1orf35"	-0.984638086902494	0.984638086902494	"IS02"	0.984638086902494
"NOP56"	"NOP56"	-0.980900254034045	0.980900254034045	"IS02"	0.980900254034045
"ARL6IP4"	"ARL6IP4"	-0.978975248450018	0.978975248450018	"IS02"	0.978975248450018
"RNF4"	"RNF4"	-0.977986654603833	0.977986654603833	"IS02"	0.977986654603833
"RRP9"	"RRP9"	-0.972174753312569	0.972174753312569	"IS02"	0.972174753312569
"RPL18A"	"RPL18A"	-0.964518654318515	0.964518654318515	"IS02"	0.964518654318515
"CHMP2A"	"CHMP2A"	-0.964134257785295	0.964134257785295	"IS02"	0.964134257785295
"LCP1"	"LCP1"	-0.960845856296075	0.960845856296075	"IS02"	0.960845856296075
"KRI1"	"KRI1"	-0.959866402273516	0.959866402273516	"IS02"	0.959866402273516
"CUEDC2"	"CUEDC2"	-0.948851830658571	0.948851830658571	"IS02"	0.948851830658571
"FKBP2"	"FKBP2"	-0.947229906329441	0.947229906329441	"IS02"	0.947229906329441
"FAM193A"	"FAM193A"	-0.941908626682963	0.941908626682963	"IS02"	0.941908626682963
"THRAP3"	"THRAP3"	-0.941675433037772	0.941675433037772	"IS02"	0.941675433037772
"LUZP1"	"LUZP1"	-0.937552591450076	0.937552591450076	"IS02"	0.937552591450076
"CCT5"	"CCT5"	-0.93665463556978	0.93665463556978	"IS02"	0.93665463556978
"UBB"	"UBB"	-0.935592269747527	0.935592269747527	"IS02"	0.935592269747527
"SAFB2"	"SAFB2"	-0.934837854919953	0.934837854919953	"IS02"	0.934837854919953
"EIF3D"	"EIF3D"	-0.934197756925661	0.934197756925661	"IS02"	0.934197756925661
"STAT5A"	"STAT5A"	-0.933619415529009	0.933619415529009	"IS02"	0.933619415529009
"DHX16"	"DHX16"	-0.932141288503347	0.932141288503347	"IS02"	0.932141288503347
"RPL31"	"RPL31"	-0.931113552064823	0.931113552064823	"IS02"	0.931113552064823
"WASF2"	"WASF2"	-0.919694071221696	0.919694071221696	"IS02"	0.919694071221696
"RAD23A"	"RAD23A"	-0.917265901386461	0.917265901386461	"IS02"	0.917265901386461
"CCDC91"	"CCDC91"	-0.916256041257004	0.916256041257004	"IS02"	0.916256041257004
"CD3D"	"CD3D"	-0.914707704865229	0.914707704865229	"IS02"	0.914707704865229
"RTFDC1"	"RTFDC1"	-0.908884711788689	0.908884711788689	"IS02"	0.908884711788689
"AIMP1"	"AIMP1"	-0.907578417694518	0.907578417694518	"IS02"	0.907578417694518
"RPL36"	"RPL36"	-0.907017267372514	0.907017267372514	"IS02"	0.907017267372514
"NUDC"	"NUDC"	-0.896115676279492	0.896115676279492	"IS02"	0.896115676279492
"TNIP2"	"TNIP2"	-0.894191254300278	0.894191254300278	"IS02"	0.894191254300278
"MAP3K14"	"MAP3K14"	-0.892153525019331	0.892153525019331	"IS02"	0.892153525019331
"SUPT16H"	"SUPT16H"	-0.890443433940242	0.890443433940242	"IS02"	0.890443433940242
"SNRNP35"	"SNRNP35"	-0.881184867320192	0.881184867320192	"IS02"	0.881184867320192
"RPL8"	"RPL8"	-0.876438614351332	0.876438614351332	"IS02"	0.876438614351332
"RPS3"	"RPS3"	-0.870112295845927	0.870112295845927	"IS02"	0.870112295845927
"NHP2"	"NHP2"	-0.867277556781974	0.867277556781974	"IS02"	0.867277556781974
"SBK1"	"SBK1"	-0.86664983522744	0.86664983522744	"IS02"	0.86664983522744
"HIST1H4C"	"HIST1H4C"	-0.865555377134993	0.865555377134993	"IS02"	0.865555377134993
"EIF3A"	"EIF3A"	-0.861029668475379	0.861029668475379	"IS02"	0.861029668475379
"KRR1"	"KRR1"	-0.860478565902791	0.860478565902791	"IS02"	0.860478565902791
"RNASEH1"	"RNASEH1"	-0.859176849557353	0.859176849557353	"IS02"	0.859176849557353
"SARNP"	"SARNP"	-0.853608686930154	0.853608686930154	"IS02"	0.853608686930154
"WDR70"	"WDR70"	-0.850852044818311	0.850852044818311	"IS02"	0.850852044818311
"LMNB1"	"LMNB1"	-0.845017578936547	0.845017578936547	"IS02"	0.845017578936547
"AHNAK"	"AHNAK"	-0.843980964260247	0.843980964260247	"IS02"	0.843980964260247
"DNMT1"	"DNMT1"	-0.841995402793398	0.841995402793398	"IS02"	0.841995402793398
"LTV1"	"LTV1"	-0.840176660218781	0.840176660218781	"IS02"	0.840176660218781
"RPSA"	"RPSA"	-0.828801472790601	0.828801472790601	"IS02"	0.828801472790601
"GNL3"	"GNL3"	-0.827773957399786	0.827773957399786	"IS02"	0.827773957399786
"MRPS9"	"MRPS9"	-0.827686004910128	0.827686004910128	"IS02"	0.827686004910128
"CD247"	"CD247"	-0.82700550439337	0.82700550439337	"IS02"	0.82700550439337
"MCM3"	"MCM3"	-0.818837834592786	0.818837834592786	"IS02"	0.818837834592786
"PSMB8"	"PSMB8"	-0.818215376759405	0.818215376759405	"IS02"	0.818215376759405
"SMC3"	"SMC3"	-0.817633019817459	0.817633019817459	"IS02"	0.817633019817459
"RPL13"	"RPL13"	-0.815199689625943	0.815199689625943	"IS02"	0.815199689625943
"HNRNPM"	"HNRNPM"	-0.814503788954417	0.814503788954417	"IS02"	0.814503788954417
"TUFM"	"TUFM"	-0.809807823703601	0.809807823703601	"IS02"	0.809807823703601
"LEO1"	"LEO1"	-0.80680533378995	0.80680533378995	"IS02"	0.80680533378995
"ZNF614"	"ZNF614"	-0.806317913009802	0.806317913009802	"IS02"	0.806317913009802
"CD5"	"CD5"	-0.805753725267685	0.805753725267685	"IS02"	0.805753725267685
"RPS2"	"RPS2"	-0.805543263019882	0.805543263019882	"IS02"	0.805543263019882
"HADHA"	"HADHA"	-0.797410505149557	0.797410505149557	"IS02"	0.797410505149557
"IL27RA"	"IL27RA"	-0.794208772517145	0.794208772517145	"IS02"	0.794208772517145
"WBP11"	"WBP11"	-0.794069990982626	0.794069990982626	"IS02"	0.794069990982626
"UBTF"	"UBTF"	-0.789691630351282	0.789691630351282	"IS02"	0.789691630351282
"BMS1"	"BMS1"	-0.789607325324476	0.789607325324476	"IS02"	0.789607325324476
"CD27"	"CD27"	-0.782632094405553	0.782632094405553	"IS02"	0.782632094405553
"RPN1"	"RPN1"	-0.781097100178612	0.781097100178612	"IS02"	0.781097100178612
"PAGR1"	"PAGR1"	-0.780504411196216	0.780504411196216	"IS02"	0.780504411196216
"PPP2R2D"	"PPP2R2D"	-0.779105494855961	0.779105494855961	"IS02"	0.779105494855961
"SFPQ"	"SFPQ"	-0.772999145092964	0.772999145092964	"IS02"	0.772999145092964
"SLC39A7"	"SLC39A7"	-0.769889079238672	0.769889079238672	"IS02"	0.769889079238672
"LAGE3"	"LAGE3"	-0.769365429326903	0.769365429326903	"IS02"	0.769365429326903
"MIF"	"MIF"	-0.765937527873804	0.765937527873804	"IS02"	0.765937527873804
"SLIRP"	"SLIRP"	-0.765267020727973	0.765267020727973	"IS02"	0.765267020727973
"CDK11B"	"CDK11B"	-0.764823914497852	0.764823914497852	"IS02"	0.764823914497852
"TCOF1"	"TCOF1"	-0.762070266638078	0.762070266638078	"IS02"	0.762070266638078
"NBPF20"	"NBPF20"	-0.759382768215514	0.759382768215514	"IS02"	0.759382768215514
"REXO4"	"REXO4"	-0.758765190176486	0.758765190176486	"IS02"	0.758765190176486
"CTCF"	"CTCF"	-0.752146544904696	0.752146544904696	"IS02"	0.752146544904696
"CRIP1"	"CRIP1"	-0.741106882172403	0.741106882172403	"IS02"	0.741106882172403
"TAF3"	"TAF3"	-0.741006334805012	0.741006334805012	"IS02"	0.741006334805012
"HCLS1"	"HCLS1"	-0.735370590073604	0.735370590073604	"IS02"	0.735370590073604
"GBP2"	"GBP2"	-0.733681359867383	0.733681359867383	"IS02"	0.733681359867383
"NUDCD3"	"NUDCD3"	-0.730944579219822	0.730944579219822	"IS02"	0.730944579219822
"ZPR1"	"ZPR1"	-0.729353553731697	0.729353553731697	"IS02"	0.729353553731697
"PSMD7"	"PSMD7"	-0.728430432551058	0.728430432551058	"IS02"	0.728430432551058
"BAG5"	"BAG5"	-0.728052746604424	0.728052746604424	"IS02"	0.728052746604424
"LARP1"	"LARP1"	-0.72346757082972	0.72346757082972	"IS02"	0.72346757082972
"OCIAD2"	"OCIAD2"	-0.722746383307512	0.722746383307512	"IS02"	0.722746383307512
"RSRC1"	"RSRC1"	-0.721084056514937	0.721084056514937	"IS02"	0.721084056514937
"MPHOSPH8"	"MPHOSPH8"	-0.720798990269944	0.720798990269944	"IS02"	0.720798990269944
"RNF8"	"RNF8"	-0.715982640240472	0.715982640240472	"IS02"	0.715982640240472
"RAB11FIP1"	"RAB11FIP1"	-0.711889020852605	0.711889020852605	"IS02"	0.711889020852605
"BLOC1S1"	"BLOC1S1"	-0.710591002419222	0.710591002419222	"IS02"	0.710591002419222
"RPS19"	"RPS19"	-0.703308400501889	0.703308400501889	"IS02"	0.703308400501889
"HNRNPF"	"HNRNPF"	-0.703257335326385	0.703257335326385	"IS02"	0.703257335326385
"ZBED2"	"ZBED2"	-0.696413429004434	0.696413429004434	"IS02"	0.696413429004434
"CTSL"	"CTSL"	-0.690922608146102	0.690922608146102	"IS02"	0.690922608146102
"CHD3"	"CHD3"	-0.685682950465842	0.685682950465842	"IS02"	0.685682950465842
"RPL10A"	"RPL10A"	-0.68460690093427	0.68460690093427	"IS02"	0.68460690093427
"RBM19"	"RBM19"	-0.683703972675004	0.683703972675004	"IS02"	0.683703972675004
"HIST1H2BC"	"HIST1H2BC"	-0.681448805033964	0.681448805033964	"IS02"	0.681448805033964
"EIF2B4"	"EIF2B4"	-0.680165005038321	0.680165005038321	"IS02"	0.680165005038321
"RUVBL1"	"RUVBL1"	-0.675350756578675	0.675350756578675	"IS02"	0.675350756578675
"DDX24"	"DDX24"	-0.669965648931899	0.669965648931899	"IS02"	0.669965648931899
"NELFE"	"NELFE"	-0.669218597730905	0.669218597730905	"IS02"	0.669218597730905
"STAG2"	"STAG2"	-0.669216512093178	0.669216512093178	"IS02"	0.669216512093178
"VASN"	"VASN"	-0.664338390142195	0.664338390142195	"IS02"	0.664338390142195
"DHX38"	"DHX38"	-0.660827351400443	0.660827351400443	"IS02"	0.660827351400443
"PSMC1"	"PSMC1"	-0.657051306859411	0.657051306859411	"IS02"	0.657051306859411
"PET117"	"PET117"	-0.648833607526071	0.648833607526071	"IS02"	0.648833607526071
"ING2"	"ING2"	-0.645040089550006	0.645040089550006	"IS02"	0.645040089550006
"UPF3B"	"UPF3B"	-0.63815930591405	0.63815930591405	"IS02"	0.63815930591405
"IMPDH2"	"IMPDH2"	-0.626578583399083	0.626578583399083	"IS02"	0.626578583399083
"UTP14A"	"UTP14A"	-0.625559039789175	0.625559039789175	"IS02"	0.625559039789175
"OS9"	"OS9"	-0.625211914998136	0.625211914998136	"IS02"	0.625211914998136
"COPE"	"COPE"	-0.622826356822414	0.622826356822414	"IS02"	0.622826356822414
"COL18A1"	"COL18A1"	-0.61992449830059	0.61992449830059	"IS02"	0.61992449830059
"SELL"	"SELL"	-0.619325140438448	0.619325140438448	"IS02"	0.619325140438448
"TCEAL1"	"TCEAL1"	-0.618059294000961	0.618059294000961	"IS02"	0.618059294000961
"SNW1"	"SNW1"	-0.617310736052703	0.617310736052703	"IS02"	0.617310736052703
"MRFAP1"	"MRFAP1"	-0.612186684483588	0.612186684483588	"IS02"	0.612186684483588
"UPF2"	"UPF2"	-0.60965414781264	0.60965414781264	"IS02"	0.60965414781264
"CCAR1"	"CCAR1"	-0.607430810854844	0.607430810854844	"IS02"	0.607430810854844
"KIF2C"	"KIF2C"	-0.606633761703252	0.606633761703252	"IS02"	0.606633761703252
"NBPF19"	"NBPF19"	-0.605049609668082	0.605049609668082	"IS02"	0.605049609668082
"RNF187"	"RNF187"	-0.60468709639172	0.60468709639172	"IS02"	0.60468709639172
"TESPA1"	"TESPA1"	-0.598281521362706	0.598281521362706	"IS02"	0.598281521362706
"LSM4"	"LSM4"	-0.597988618075506	0.597988618075506	"IS02"	0.597988618075506
"HNRNPAB"	"HNRNPAB"	-0.597656629645451	0.597656629645451	"IS02"	0.597656629645451
"EIF3K"	"EIF3K"	-0.596159859605063	0.596159859605063	"IS02"	0.596159859605063
"MBD2"	"MBD2"	-0.595938856070972	0.595938856070972	"IS02"	0.595938856070972
"RPS15"	"RPS15"	-0.59149752873954	0.59149752873954	"IS02"	0.59149752873954
"LUC7L3"	"LUC7L3"	-0.591255885657865	0.591255885657865	"IS02"	0.591255885657865
"MRPS18A"	"MRPS18A"	-0.588485581298826	0.588485581298826	"IS02"	0.588485581298826
"BAZ1A"	"BAZ1A"	-0.586335038234857	0.586335038234857	"IS02"	0.586335038234857
"EIF3C"	"EIF3C"	-0.585983140030018	0.585983140030018	"IS02"	0.585983140030018
"SPCS2"	"SPCS2"	-0.58398762900626	0.58398762900626	"IS02"	0.58398762900626
"LAT"	"LAT"	-0.577130992280139	0.577130992280139	"IS02"	0.577130992280139
"UBXN1"	"UBXN1"	-0.574392662643015	0.574392662643015	"IS02"	0.574392662643015
"RPL37A"	"RPL37A"	-0.573828765581917	0.573828765581917	"IS02"	0.573828765581917
"PSMC4"	"PSMC4"	-0.569627004424069	0.569627004424069	"IS02"	0.569627004424069
"MPHOSPH10"	"MPHOSPH10"	-0.567032899378414	0.567032899378414	"IS02"	0.567032899378414
"ECHS1"	"ECHS1"	-0.562213237663075	0.562213237663075	"IS02"	0.562213237663075
"IWS1"	"IWS1"	-0.56003344639926	0.56003344639926	"IS02"	0.56003344639926
"NSA2"	"NSA2"	-0.554258256448175	0.554258256448175	"IS02"	0.554258256448175
"CARD11"	"CARD11"	-0.551882158414617	0.551882158414617	"IS02"	0.551882158414617
"GPS2"	"GPS2"	-0.55175745487966	0.55175745487966	"IS02"	0.55175745487966
"VAMP8"	"VAMP8"	-0.54159822026223	0.54159822026223	"IS02"	0.54159822026223
"EP400"	"EP400"	-0.539511576388058	0.539511576388058	"IS02"	0.539511576388058
"LUC7L2"	"LUC7L2"	-0.538757790453801	0.538757790453801	"IS02"	0.538757790453801
"ZC3H13"	"ZC3H13"	-0.538427060124147	0.538427060124147	"IS02"	0.538427060124147
"TOMM40"	"TOMM40"	-0.535230879572341	0.535230879572341	"IS02"	0.535230879572341
"SNRPC"	"SNRPC"	-0.534197556465883	0.534197556465883	"IS02"	0.534197556465883
"CD6"	"CD6"	-0.532718831660802	0.532718831660802	"IS02"	0.532718831660802
"RANBP3"	"RANBP3"	-0.53055922294791	0.53055922294791	"IS02"	0.53055922294791
"SART1"	"SART1"	-0.529798728731809	0.529798728731809	"IS02"	0.529798728731809
"EIF5B"	"EIF5B"	-0.525821333681534	0.525821333681534	"IS02"	0.525821333681534
"UBE2K"	"UBE2K"	-0.524283917989323	0.524283917989323	"IS02"	0.524283917989323
"PCNT"	"PCNT"	-0.520618651670403	0.520618651670403	"IS02"	0.520618651670403
"UBA52"	"UBA52"	-0.516350651470568	0.516350651470568	"IS02"	0.516350651470568
"PQBP1"	"PQBP1"	-0.514959510232719	0.514959510232719	"IS02"	0.514959510232719
"CHD4"	"CHD4"	-0.510771104091165	0.510771104091165	"IS02"	0.510771104091165
"RPL5"	"RPL5"	-0.507770138034107	0.507770138034107	"IS02"	0.507770138034107
"POLR1A"	"POLR1A"	-0.503945216232709	0.503945216232709	"IS02"	0.503945216232709
"SGF29"	"SGF29"	-0.499165802292125	0.499165802292125	"IS02"	0.499165802292125
"EXOSC2"	"EXOSC2"	-0.498396844595685	0.498396844595685	"IS02"	0.498396844595685
"MRPS21"	"MRPS21"	-0.496938848125194	0.496938848125194	"IS02"	0.496938848125194
"CHD6"	"CHD6"	-0.487369743115027	0.487369743115027	"IS02"	0.487369743115027
"DNAJA2"	"DNAJA2"	-0.485834259378099	0.485834259378099	"IS02"	0.485834259378099
"RSL1D1"	"RSL1D1"	-0.484603024728227	0.484603024728227	"IS02"	0.484603024728227
"SRSF11"	"SRSF11"	-0.48406874553942	0.48406874553942	"IS02"	0.48406874553942
"ANKRD12"	"ANKRD12"	-0.479796673624662	0.479796673624662	"IS02"	0.479796673624662
"GTPBP4"	"GTPBP4"	-0.477787991063363	0.477787991063363	"IS02"	0.477787991063363
"SNAPC4"	"SNAPC4"	-0.477723013729994	0.477723013729994	"IS02"	0.477723013729994
"PABPC4"	"PABPC4"	-0.476125246000993	0.476125246000993	"IS02"	0.476125246000993
"HIST1H1C"	"HIST1H1C"	-0.469319859555281	0.469319859555281	"IS02"	0.469319859555281
"DDX46"	"DDX46"	-0.467348959005706	0.467348959005706	"IS02"	0.467348959005706
"NUCB1"	"NUCB1"	-0.465027506723408	0.465027506723408	"IS02"	0.465027506723408
"PSMG1"	"PSMG1"	-0.463264116169187	0.463264116169187	"IS02"	0.463264116169187
"NASP"	"NASP"	-0.463142195698094	0.463142195698094	"IS02"	0.463142195698094
"HMCES"	"HMCES"	-0.46199585195609	0.46199585195609	"IS02"	0.46199585195609
"CLASRP"	"CLASRP"	-0.46191292513657	0.46191292513657	"IS02"	0.46191292513657
"NR1H2"	"NR1H2"	-0.460477454307224	0.460477454307224	"IS02"	0.460477454307224
"RBMX"	"RBMX"	-0.460261746847059	0.460261746847059	"IS02"	0.460261746847059
"RPL13A"	"RPL13A"	-0.456489464934343	0.456489464934343	"IS02"	0.456489464934343
"PTPN7"	"PTPN7"	-0.4538061292202	0.4538061292202	"IS02"	0.4538061292202
"PSMD4"	"PSMD4"	-0.452647907319796	0.452647907319796	"IS02"	0.452647907319796
"CDK11A"	"CDK11A"	-0.445138940599515	0.445138940599515	"IS02"	0.445138940599515
"TONSL"	"TONSL"	-0.44150435512726	0.44150435512726	"IS02"	0.44150435512726
"GTF2F1"	"GTF2F1"	-0.437268932827539	0.437268932827539	"IS02"	0.437268932827539
"PSMD2"	"PSMD2"	-0.435007403402486	0.435007403402486	"IS02"	0.435007403402486
"MAL"	"MAL"	-0.434084631463047	0.434084631463047	"IS02"	0.434084631463047
"PDCL3"	"PDCL3"	-0.433822032663514	0.433822032663514	"IS02"	0.433822032663514
"SAFB"	"SAFB"	-0.431909322431236	0.431909322431236	"IS02"	0.431909322431236
"POLR3GL"	"POLR3GL"	-0.431797009784617	0.431797009784617	"IS02"	0.431797009784617
"KPNA1"	"KPNA1"	-0.427207264783852	0.427207264783852	"IS02"	0.427207264783852
"HDGF"	"HDGF"	-0.427120641508115	0.427120641508115	"IS02"	0.427120641508115
"METAP2"	"METAP2"	-0.423444400796281	0.423444400796281	"IS02"	0.423444400796281
"LSM3"	"LSM3"	-0.421234813250208	0.421234813250208	"IS02"	0.421234813250208
"ZMAT2"	"ZMAT2"	-0.409059394135587	0.409059394135587	"IS02"	0.409059394135587
"DKC1"	"DKC1"	-0.407042477634214	0.407042477634214	"IS02"	0.407042477634214
"COPS6"	"COPS6"	-0.406405712784272	0.406405712784272	"IS02"	0.406405712784272
"YBX1"	"YBX1"	-0.402397916166747	0.402397916166747	"IS02"	0.402397916166747
"RPL23"	"RPL23"	-0.396154659129578	0.396154659129578	"IS02"	0.396154659129578
