"IS01"	"IS02"
"BRD7__pos"	2.22044604925031e-16	10.6166553822887
"BRMS1__pos"	10.0791175787741	6.34812405926736e-08
"C1orf35__pos"	2.22044604925031e-16	11.1964185425869
"C2CD4D__pos"	10.1977463657431	1.40027468167281
"C8orf44.SGK3__pos"	9.63872222034472	1.20170172833341
"C9orf78__pos"	9.51912638146661	2.22044604925031e-16
"CCDC12__pos"	10.0063531474051	0.569276900391622
"CCT3__pos"	4.66374843292629	5.77274399606802
"CD5__pos"	1.34523676464894	10.589089985247
"CELA2B__pos"	9.16416897413391	2.74411365267489
"CHCHD6__pos"	9.67968983810393	0.125816417659187
"CHD3__pos"	1.44583333108327e-07	10.5099503898863
"CHST2__pos"	4.34337111450474	5.79600532085713
"CKM__pos"	9.91479439072761	1.78367669759605
"CLTA__pos"	6.55590268121021	3.0236821498199
"COPS6__pos"	1.71580682744318	8.73342012274671
"COX4I1__pos"	2.22044604925031e-16	11.3457673752111
"CRIP1__pos"	0.304666564216651	10.6458041327609
"CSRNP2__pos"	9.01519292574385	0.776225602319261
"DDX54__pos"	4.84112631945019	5.51206302421969
"DNAJC11__pos"	2.00256091654285	8.54300534121157
"DNMT1__pos"	0.371872308984287	10.2202798195552
"DYNC1I2__pos"	6.35253979915627	4.31335468179452
"EEF1G__pos"	4.14342048007873	6.34412541976887
"EHMT1__pos"	8.86851783658583	1.64082181927409
"EIF2B4__pos"	0.19394081166065	11.114064147279
"EIF3D__pos"	0.931783573182823	9.71480766747409
"EIF4A1__pos"	10.2833745199988	0.258623755202837
"EIF5B__pos"	1.39073486852798	9.80946687226056
"EMILIN1__pos"	10.8586812173181	3.31305070352635e-09
"ENDOG__pos"	10.2017710224718	0.00229693150936788
"EPHX2__pos"	9.45932368510615	0.129446260135112
"EPN1__pos"	10.7506062808226	0.0508502806960085
"ETHE1__pos"	7.09479490271345	2.73354951072966
"EZR__pos"	2.22044604925031e-16	12.4761723733529
"FAM50A__pos"	10.5118249893956	2.22044604925031e-16
"FHIT__pos"	5.99587931938563	2.30246014112951
"FKBP2__pos"	1.45855914670981	8.95253237837721
"GLI1__pos"	8.07640826344584	2.73228137367144
"GOLGA8A__pos"	9.89286545373112	0.265937114909662
"GOLIM4__pos"	2.86984615555803	7.37801280636227
"GPATCH4__pos"	9.92131328614224	1.32058637921335
"GPRC5A__pos"	8.39932858708656	3.57049103674253
"GTF2F1__pos"	1.56282784713156	9.18611241531464
"H1FX__pos"	8.66286405990806	1.41160736488099
"HIST1H1B__pos"	4.77344842584483	5.02188334777801
"HIST2H2AA4__pos"	9.36158164156956	0.491798062267955
"HNRNPAB__pos"	0.879505031273445	10.8205258393801
"HNRNPM__pos"	0.401614428198534	10.0998696804601
"HNRNPUL2.BSCL2__pos"	7.15391510548253	0.481669138844131
"HSP90AA1__pos"	4.87284446316279	4.91812531648626
"HSPA8__pos"	6.71799191338721	3.37100302910162
"IL23A__pos"	3.53774981418206	7.0791052161372
"ING2__pos"	1.61683336246946	9.14332076543999
"ITIH2__pos"	8.92579940562488	3.09056392197277
"JADE2__pos"	6.69912023242003	3.69834516109343
"KPNA1__pos"	0.547093589397115	10.8981020488618
"KRR1__pos"	0.0847825090389833	11.356810217382
"LAGE3__pos"	0.84224865176589	10.8356192454882
"LCP1__pos"	0.978625516591188	10.5007615397238
"LEO1__pos"	0.329324251745236	10.3936296632228
"LIG1__pos"	8.90137593376432	0.990918808918497
"LMNB2__pos"	9.32697846145027	1.91860041358974
"LUC7L3__pos"	1.13158123200851	9.33168986988905
"MAP3K14__pos"	0.159857828358024	11.1336998211129
"MCM3__pos"	1.03421343474963	9.54212748444752
"MED19__pos"	8.68156354383204	1.44133215624175
"MEOX1__pos"	5.41600781011897	4.76936296172164
"MFAP1__pos"	9.25663736466534	0.63669299923376
"MLKL__pos"	5.16150707217525	4.82590402388561
"MPHOSPH6__pos"	6.34186836746689	4.29008291672689
"MSH6__pos"	6.37903158989492	3.25232466366737
"NBPF19__pos"	2.12558094821225	8.56742268344122
"NDUFA12__pos"	5.42179112432156	5.26425995986428
"NFKBID__pos"	5.28256803687281	4.81590528606392
"NIM1K__pos"	7.53312781327251	3.64810506771769
"NKD1__pos"	7.77763030044959	1.67026227576683
"NOC2L__pos"	7.63459827176121	2.28491097745083
"NOL12__pos"	9.61082606315649	0.550889761295238
"NOL7__pos"	7.49023580022961	2.49107650297736
"NOP14__pos"	7.34059929263581	2.50357372469279
"NOSIP__pos"	8.89826874399066	0.989112408416565
"NSRP1__pos"	6.06404845131667	4.41121106983302
"NUCB1__pos"	1.76637201988104	9.13275278251912
"OR1K1__pos"	8.98901794548074	3.00194894100668
"OS9__pos"	0.842242624753598	9.93518190846587
"PA2G4__pos"	0.817313268415179	10.4364136186928
"PDS5B__pos"	5.0906316015178	5.56125082583802
"POGK__pos"	5.83495496929377	4.66652815024474
"POLR1A__pos"	2.39469917606623	9.26391342560992
"PPP2R2D__pos"	0.831952525078083	10.6736765939237
"PSMC3__pos"	8.65761343241157	1.01037787345718
"PSTPIP1__pos"	5.33670878862347	0.531312494494328
"RAB11FIP4__pos"	2.22044604925031e-16	11.7407597542893
"RAB35__pos"	7.91690939229491	2.1914062639575
"RAD23A__pos"	2.22044604925031e-16	10.4493926566946
"RANBP3__pos"	0.335201376593339	7.11692238048513
"RBM10__pos"	3.97252141442659	5.98899841225986
"RBM19__pos"	1.06215233592355	9.38698716237953
"RECQL__pos"	3.56491486733817	6.68361503542454
"RNF187__pos"	1.59087059080472	8.7535090187043
"RPL18A__pos"	0.695525688634599	10.2117768439669
"RPL23__pos"	2.55438002598058	8.07327404128916
"RPS16__pos"	10.5164449993529	2.22044604925031e-16
"RPS2__pos"	0.816433566148362	10.0292388184437
"RPS25__pos"	4.18606447409535	6.16370596120811
"RPS8__pos"	0.218434561949189	10.6357164725589
"SART1__pos"	1.5081099807907	8.95970544450679
"SEBOX__pos"	8.82491067006994	3.29680127773899
"SFMBT1__pos"	9.44103878224709	0.700664674231071
"SLC16A8__pos"	9.8662561712307	2.09970629542447
"SSRP1__pos"	1.45449871894042	8.87653599164912
"STAT5A__pos"	0.855891203042723	10.7530863606843
"STMN3__pos"	6.9399625054297	3.74273630343979
"SUPT16H__pos"	0.895883941342823	10.0963572109792
"TCEAL4__pos"	3.03601143582955	7.23843857958197
"TMIGD2__pos"	9.20314248870307	1.12223464865685
"TNIP2__pos"	2.22044604925031e-16	12.109188687455
"TOP1__pos"	8.8105359574969	1.04811181184686
"TPM3__pos"	8.48611552510818	1.99820764839517
"TRIOBP__pos"	9.14294145331861	0.713710949217296
"TUFM__pos"	0.777849545137275	9.97922561771731
"ULK4__pos"	4.44185696770415	5.47942518885438
"UPF3B__pos"	0.602896566408906	9.99014115034616
"VAV1__pos"	0.164202670978884	10.8253955667372
"WBP11__pos"	2.22044604925031e-16	10.7309955675781
"WDR70__pos"	0.569404221030307	9.82368918305093
"XRRA1__pos"	7.87277643355067	2.24689180146755
"ZBED2__pos"	1.9927298448053	9.65037319624174
"ZC3H13__pos"	2.22044604925031e-16	10.3299413748043
"ZFHX3__pos"	9.04757382020652	3.12805152249051
"ZNF616__pos"	10.3715915762023	0.181489722462302
"ZNF622__pos"	8.21692615730934	1.15291970507018
"ZPR1__pos"	0.077438801667767	10.6653130588953
"ZRSR2__pos"	6.34392056989519	3.72242562192632
"AAMDC__pos"	9.26011821958273	1.26502445135728
"ACTG1__pos"	0.319764904709981	11.0263586196224
"ADRM1__pos"	9.04300449904958	0.638844491101159
"AHNAK__pos"	0.451686768121277	11.1002414952197
"AP3D1__pos"	3.18710540604337	6.81672885440321
"APOBR__pos"	4.15067219031928	6.40746071087327
"ARHGAP11A__pos"	2.46727361891147	8.31675114585095
"ATG3__pos"	9.37287412773814	1.17431357675155
"BCCIP__pos"	7.61454173540295	2.83848959781542
"BUB1B__pos"	8.61280116469814	2.55755850958241
"C19orf53__pos"	9.09167333770377	1.72784893313782
"C19orf67__pos"	8.19356141635142	3.71749638049698
"C2orf74__pos"	5.98608915254841	4.65502757287231
"C3orf30__pos"	7.55924190108235	4.82188373967372
"CCDC134__pos"	4.56880698603649	5.28642410012392
"CCDC167__pos"	10.2591825634426	2.22044604925031e-16
"CCDC51__pos"	8.63805018258965	1.76957313508371
"CCDC91__pos"	0.496069943481906	10.5271299487205
"CCR7__pos"	7.15084615841747	3.09008573902526
"CD7__pos"	8.93700905082949	1.09838271241858
"CDC37__pos"	3.90615968259811	6.06661300808389
"CDK11A__pos"	1.06012821919009	9.32111108679452
"CENPB__pos"	4.94508061114077	5.08399318709314
"CFDP1__pos"	7.93967964764494	2.67785522618749
"CHD4__pos"	3.00757195510762	7.49585843100972
"CLPTM1L__pos"	8.68034840925092	2.6609970217272
"CLTB__pos"	6.75705291494764	2.02841337914999
"COQ5__pos"	3.03017912564727	7.19553109231498
"COX17__pos"	3.14111581159692	7.33964726348487
"CRLF1__pos"	8.49279512430615	3.36391633044375
"CTCF__pos"	0.979806419846708	9.07903735131258
"CTSL__pos"	0.0101762027972924	10.9366775041077
"DBI__pos"	8.37275239478696	1.21840530218072
"DDRGK1__pos"	2.22044604925031e-16	11.2964959639796
"DDX27__pos"	3.63346477894583	6.93552310522243
"DHX38__pos"	0.0202893731157997	10.9128165491989
"DNAJC17__pos"	7.80067635483583	1.66486764691474
"EEF1B2__pos"	3.41809961779433	6.73056650356595
"EFHD2__pos"	3.7134103952945	5.66545853031372
"EIF3A__pos"	2.22044604925031e-16	10.3573718388263
"EIF3J__pos"	7.57474970863768	2.23390690932549
"EIF4E2__pos"	8.28807688613604	2.15583418993312
"ERP29__pos"	2.22044604925031e-16	12.0807856349472
"FBL__pos"	3.43701474912439	7.40142999394658
"FBXW12__pos"	8.23432938193156	3.90440314686206
"FTSJ3__pos"	0.614281127699534	10.3029360887098
"FUK__pos"	9.92924420234075	0.515096544815896
"FUT3__pos"	7.95445470955461	4.27770933032495
"GMFG__pos"	4.74196042230888	5.39112407856347
"GOLGA8B__pos"	4.95030038525551	5.50919764656355
"GPATCH11__pos"	6.83272035529071	3.14560858714875
"GZMM__pos"	9.30131955563451	0.429749064024606
"HADHA__pos"	0.821436504151709	8.94355709540295
"HAVCR1__pos"	8.49063932357376	2.65174152487632
"HCLS1__pos"	2.22044604925031e-16	11.236343406872
"HIST1H1C__pos"	2.0912076606855	8.14933675889102
"HNRNPD__pos"	2.22044604925031e-16	10.9281860439127
"HNRNPH3__pos"	2.42360728015661	8.34283572308845
"HSP90AB1__pos"	10.0711918032331	2.22044604925031e-16
"HSPA9__pos"	9.98244638827139	0.00729145355657927
"IDH2__pos"	8.17267492272399	1.83619015458639
"IGBP1__pos"	9.52402262996895	0.467449659517529
"IGFL2__pos"	8.62869130702753	2.94839324697017
"IL27RA__pos"	0.168174074514545	11.3448915278918
"ILF2__pos"	3.46217957635283	5.26508757573781
"IMPDH2__pos"	2.22044604925031e-16	11.6159153599183
"INCA1__pos"	9.33664690801778	2.24504253016838
"IPO4__pos"	9.7337761685479	0.763238163392372
"JRK__pos"	6.16593834096204	3.57804828735037
"L3MBTL3__pos"	8.67576446554521	1.19850861925711
"LRPAP1__pos"	2.22044604925031e-16	11.7337941196035
"LSM3__pos"	1.93286768046304	8.41255781471675
"MAP7D1__pos"	8.57431975471051	1.03658205310492
"MPHOSPH8__pos"	0.878337004915282	11.1308742114027
"MPND__pos"	5.02554596559978	5.19447663864417
"MRPS21__pos"	0.150665480025063	11.4949042524573
"MRPS26__pos"	9.78376525317712	0.986046552987913
"MTFP1__pos"	9.39076184230519	0.664739705077696
"NACA__pos"	1.36490164948154	9.066722636974
"NBPF20__pos"	0.947947796523956	10.8592493629288
"NCL__pos"	8.33080973031814	2.11558726805178
"NHP2__pos"	0.430767241250671	10.1292946377482
"NME1__pos"	3.14438369566837	6.15681959224041
"NR1H2__pos"	3.35621042187838	6.652737211963
"NRBP1__pos"	5.84250718725286	4.03621935137288
"NUDCD3__pos"	2.22044604925031e-16	9.71232134613809
"PHF23__pos"	9.5175604075196	1.25137947673248
"PLEC__pos"	7.19204380187975	2.33305275814712
"PLS1__pos"	8.46712114040734	2.3718510995422
"PPM1G__pos"	2.22044604925031e-16	11.3855973986361
"PRG3__pos"	7.34416777399472	4.68004551998856
"PRPF6__pos"	0.972604263372532	9.81387192162657
"PSMB8__pos"	1.0428904102835	9.61240603992718
"PSMD2__pos"	1.59893177717208	8.94459171041072
"PSMD7__pos"	2.22044604925031e-16	10.7258345521776
"PTMS__pos"	5.51437091265397	4.21953094524418
"PUS3__pos"	3.59722785018075	6.11033614054625
"RANBP1__pos"	8.49197604495805	1.10776065147458
"RBMX__pos"	1.02994285367311	10.5566434074247
"RBP5__pos"	9.52406266818043	0.170311809371869
"RGS19__pos"	8.68508388255762	0.861308139688607
"RNASEH1__pos"	0.479548503917944	10.5726200346032
"RNF8__pos"	0.283324708944508	10.4666346513058
"RPL19__pos"	2.22044604925031e-16	11.1882447840971
"RPL31__pos"	0.923146416470749	10.5161889309584
"RPL36__pos"	0.500335229995931	10.2152451904241
"RPL37A__pos"	2.2288743545797	7.88909423039313
"RPL4__pos"	6.33813546516599	3.3800249379761
"RPL7A__pos"	0.752073788926745	10.4503923581483
"RPLP1__pos"	8.85851332306759	0.875486516693785
"RPS6KB2__pos"	9.85918015390615	1.29424464878072
"RPS9__pos"	0.457777023495093	11.251271186195
"RRP9__pos"	2.22044604925031e-16	11.6153997575732
"RSL1D1__pos"	1.88208583732729	10.0789884772023
"RSRC1__pos"	2.22044604925031e-16	11.0551598710767
"RTFDC1__pos"	0.0395340319475446	10.6097135415845
"SAMD1__pos"	6.85825096221301	2.89237256809659
"SGF29__pos"	0.184966798081797	10.7278246524261
"SLIRP__pos"	2.22044604925031e-16	11.0876486461602
"SMC1A__pos"	2.74062789222743	8.36098894549494
"SNAPC4__pos"	1.1809881010572	9.12436478922578
"SNRPC__pos"	0.905650695345181	9.56744916763861
"SPAG7__pos"	2.61686674707158	7.51885970338205
"SPEF1__pos"	8.63811497193177	3.37702324082969
"SREK1IP1__pos"	5.07577767654734	5.47641264167805
"SRSF11__pos"	1.11090626315534e-12	10.8972907686856
"SURF6__pos"	7.03247143672066	3.2554092656843
"SYNGAP1__pos"	7.03015360185024	3.36279778972157
"TBC1D10B__pos"	7.57422045445761	2.48406170785085
"TCF25__pos"	2.50981339727599	7.7340162923028
"TCOF1__pos"	1.23715957465173e-05	12.2313312452743
"THAP8__pos"	8.47922390777292	1.71854716702589
"TMA7__pos"	9.9911841086151	1.33343219522198
"TMCO1__pos"	5.54556883581238	4.27451525916137
"TMEM101__pos"	9.1618405915357	0.809411059485338
"TNIP3__pos"	5.12077951491114	2.91799383160725
"TOMM20L__pos"	8.53748102221904	3.46187896696031
"TOP1MT__pos"	0.10659257814872	11.7408589063344
"TRAF3IP1__pos"	7.33536313658655	2.90640323258169
"TTC1__pos"	3.32040485061354	6.9206728896245
"TYMS__pos"	8.27883855323802	1.60153619614941
"UBB__pos"	1.17750867569128	9.51181745005105
"UBTF__pos"	2.22044604925031e-16	10.6169091771419
"VASN__pos"	0.852760888148665	10.6404468477989
"WASF2__pos"	2.22044604925031e-16	11.2735613609139
"WHAMM__pos"	5.97183504238396	4.13310638986738
"WWOX__pos"	9.43888590839198	1.75989438813213
"XPC__pos"	8.75782506920241	1.13435098999273
"YBX1__pos"	1.50802335661478	8.01553437917729
"ZCCHC12__pos"	8.53420773158706	3.20264460240563
"ZNF106__pos"	8.75949421983182	0.604375036363066
"AATF__pos"	2.22044604925031e-16	11.3297640034285
"ABCF1__pos"	10.1519360987593	2.22044604925031e-16
"ADGRL1__pos"	9.15449818763862	2.0280005565214
"AL513523.2__pos"	8.18800793556281	3.93277288196992
"ANKRD12__pos"	1.64047337845104	9.38186182217068
"ATP5H__pos"	8.44003507513691	2.29860717987673
"BAG5__pos"	1.56134417857052	10.4477159940752
"BAZ1A__pos"	0.427876467222565	10.6083958395089
"BOP1__pos"	9.54931332316787	1.13608040276758
"BRD9__pos"	8.06915759979978	1.84691487634349
"CACNG1__pos"	8.59461295240656	3.38326802536435
"CACYBP__pos"	6.24540156119786	3.78356540460711
"CADM4__pos"	10.8432960813838	0.0439815000294257
"CCDC34__pos"	7.4116498035581	2.59418496774787
"CCDC77__pos"	11.0412938877984	4.95607865961994e-07
"CCT5__pos"	0.689698554936139	10.8655830743845
"CD247__pos"	1.0481270845123	10.0654322734308
"CD6__pos"	2.02902533486781	9.92628642090983
"CDK11B__pos"	2.22044604925031e-16	10.8855375206374
"CEACAM21__pos"	8.4354628163644	1.38701472584421
"CLPS__pos"	8.27143955802158	3.86132906989278
"COL18A1__pos"	1.01980983002471	9.58658685067433
"COPE__pos"	1.37913948276231	8.62330720147533
"CYTH4__pos"	7.24462673684744	2.83117888470639
"DBN1__pos"	8.171037359463	1.22839564982281
"DDX21__pos"	3.85379973715696	7.55626807025442
"DDX46__pos"	0.0123231041043663	10.9928667780345
"DHX16__pos"	0.373734684311768	10.3166387497771
"EIF3K__pos"	0.966561628954889	10.4697936326062
"ELK3__pos"	6.16359656017354	4.32260862805712
"FAM193A__pos"	0.117854928879088	11.6344590871678
"FAU__pos"	2.22044604925031e-16	11.737864862387
"FBLN7__pos"	7.21830141491888	2.76456597977042
"FRG1__pos"	8.54203778322955	1.58732566618012
"GATAD2A__pos"	2.22044604925031e-16	11.0440536276567
"GNAI2__pos"	3.96412880784484	7.04088788009212
"GNL2__pos"	4.61158143870264	5.40120586757352
"GRPEL1__pos"	4.32401622189886	5.82148971584573
"GYPC__pos"	2.26591363432935	8.78192353939747
"HES4__pos"	10.1445893168088	4.2503841009705e-05
"HIST1H1D__pos"	2.22044604925031e-16	11.6621742388735
"HMGB2__pos"	3.10045152503653	7.56512618508421
"HMGN3__pos"	4.71731385187911	5.01696060322873
"HOOK2__pos"	8.7130198025959	2.14671206172364
"HRAS__pos"	6.43433942810065	3.40153286706101
"HTR6__pos"	9.32356567734729	1.7668608674435
"IGFL3__pos"	8.32936144774615	3.85525209916189
"IWS1__pos"	1.02072998462702	10.3005106149905
"KIAA1522__pos"	7.7828706742707	2.56867798408231
"KIF2C__pos"	0.843399253712027	9.38234192597268
"KPNB1__pos"	0.583085697371763	11.9800426624157
"LARP1__pos"	0.126611194724708	10.6560526631391
"LARP7__pos"	7.97287090174583	2.09857352832048
"LAT__pos"	1.83731174821855	9.58289806913522
"LENG1__pos"	9.82503472601408	2.22044604925031e-16
"LSM4__pos"	1.3359511557324	9.27210866489298
"LTV1__pos"	0.543585602821053	9.81818542690467
"MBD2__pos"	1.06368778438826	9.93494467143487
"MIB2__pos"	2.67775442891533	7.15907768362223
"MRPL23__pos"	0.198969574540855	10.5573999592023
"MRPS18A__pos"	0.89224262231982	9.72148404774208
"MRPS34__pos"	8.67095232145398	1.273048529927
"MUC6__pos"	7.51832264267607	4.71222561816194
"MYLPF__pos"	8.25743032488688	3.59270730629851
"NARS__pos"	6.77684060050116	3.55283839172423
"NBPF26__pos"	6.80728925791884	3.43200403451418
"NDUFB7__pos"	9.84915283417159	2.22044604925031e-16
"NDUFS5__pos"	5.74004349330862	4.37888503970405
"NHS__pos"	5.7360877717514	4.67966528705116
"NMRK2__pos"	8.10136647855192	4.05753823689413
"NPM3__pos"	5.16350655208722	5.04502657068996
"NTN3__pos"	8.43586066938992	3.71802220301499
"NUBP1__pos"	5.6362847894311	4.63426757246395
"ONECUT1__pos"	8.16385913410906	3.91507268002708
"OXNAD1__pos"	6.55733702199972	2.56819265511725
"PABPC4__pos"	1.14282467355045	9.14764516890671
"PAGR1__pos"	0.27884792833775	10.6652784970357
"PBXIP1__pos"	4.57358302754243	5.24944745005307
"PCNT__pos"	1.21811028490948	10.1939463392014
"PCSK5__pos"	9.01691900426542	1.82693564411974
"PDAP1__pos"	7.20277637909032	3.62806151494325
"PDCL3__pos"	0.420127294628603	10.0665253029156
"PES1__pos"	2.36735652980765	7.70379314101168
"PFN1__pos"	9.29394741754107	1.28004811648768
"PIP5K1C__pos"	9.08084717056871	1.55048802608787
"POLR3GL__pos"	2.65236394610315	8.08366190028162
"PPP1R12C__pos"	9.1711990358418	0.913085703811648
"PPP1R9B__pos"	10.4197272117473	2.22044604925031e-16
"PSMC4__pos"	8.2425351349758e-09	10.7025231649873
"PSMD8__pos"	0.712534876114103	10.9994015539547
"PTRH1__pos"	10.995291696459	1.28169235510558e-07
"PUF60__pos"	2.22044604925031e-16	12.2807947032808
"RAB11FIP1__pos"	1.74141451185323	8.56924383504769
"RARRES2__pos"	2.22044604925031e-16	11.319063599665
"RASA2__pos"	1.85646003946104	8.93115131047478
"RBM8A__pos"	9.13346467626659	0.736793949285122
"RPL17__pos"	3.05314862652358	7.93307946819397
"RPL24__pos"	4.60814570700405	5.60029814709704
"RPL28__pos"	1.21995374659689	7.80105936616506
"RPL32__pos"	9.9925321347696	1.33455163548692
"RPL36A__pos"	8.46357850831739	2.62209366941841
"RPLP2__pos"	2.40778067503361	7.96333697325856
"RPS14__pos"	4.54577975093981	5.71867339004961
"RPS18__pos"	0.312147508884824	11.1982594911987
"RPS27__pos"	8.77711818863452	0.841363781904583
"RPS3__pos"	1.16028800392061	9.59167350235691
"RPS5__pos"	4.79479621677883	4.77859129918061
"RPSA__pos"	1.35791414139812	9.82026768749494
"RSRC2__pos"	7.49253290737052	3.15248537608676
