"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"
"BARD1"	"BARD1"	0.0350541378940674	0.409333534203372	-0.148163676047352	-0.0754459324344232	-0.100851623732129	"IS02"	0.409333534203372
"DNAJC16"	"DNAJC16"	-0.643878849852465	0.399790677939687	-0.100086829135662	0.119232537701803	0.30640963549755	"IS02"	0.399790677939687
"SSX2IP"	"SSX2IP"	-0.199263637248541	0.358451846393194	-0.360883346767131	0.201765528168947	0.0329839546929261	"IS02"	0.358451846393194
"OR1Q1"	"OR1Q1"	0.268777658199744	0.339290279651433	0.273899510630607	-0.457205989457427	-0.218004977769315	"IS02"	0.339290279651433
"NDUFS1"	"NDUFS1"	-0.11599509005918	0.304620050036623	-0.427608292186716	0.249715656231563	-0.00702482446284831	"IS02"	0.304620050036623
"UCHL5"	"UCHL5"	-0.292572766413319	0.292523340547591	-0.388703671955751	0.231233121862847	0.176863729832142	"IS02"	0.292523340547591
"WRB"	"WRB"	-0.736812067511948	0.277359788389627	0.0905118152479948	0.275690252939884	0.0690122815813849	"IS02"	0.277359788389627
"MFSD2A"	"MFSD2A"	-0.478570276444826	0.275111618282279	0.0638156612061968	0.227707029564291	-0.10919462415383	"IS02"	0.275111618282279
"SLC35F2"	"SLC35F2"	-0.0348411386463855	0.257380554677134	-0.0176609042869417	0.0465484827262701	-0.221878741817872	"IS02"	0.257380554677134
"STIL"	"STIL"	-0.0849012609924647	0.230968839456139	-0.0288717409936236	-0.00584554064132232	-0.0579559116474079	"IS02"	0.230968839456139
"AP1M2"	"AP1M2"	-0.165808993749781	0.227573126828711	0.0644132571435079	-0.0996779703066627	0.0630739510433074	"IS02"	0.227573126828711
"ABHD14B"	"ABHD14B"	0.0615497668441044	0.208698854581952	0.102886122629989	0.100781949954106	-0.49898252484747	"IS02"	0.208698854581952
"LIPK"	"LIPK"	0.149122826068318	0.204481050344505	-0.070766300965383	-0.200824524166941	0.0388193356930306	"IS02"	0.204481050344505
"USP17L13"	"USP17L13"	0.141702105400448	0.196818032383432	0.0634015855876694	-0.290877507476024	0.0327442264125467	"IS02"	0.196818032383432
"GLOD5"	"GLOD5"	0.137163195540024	0.192260937095726	0.0734355999525529	-0.378292032293991	0.156134691579104	"IS02"	0.192260937095726
"CRISP2"	"CRISP2"	0.066612254824865	0.185980868483064	0.152200658604577	-0.284692473783838	0.014524984419149	"IS02"	0.185980868483064
"CBLN4"	"CBLN4"	0.127623621322916	0.185633711633288	-0.0507600182693747	-0.14137500622183	-0.0304615762043936	"IS02"	0.185633711633288
"PLPPR1"	"PLPPR1"	0.0107453885827783	0.179806131470601	0.0941375312787722	-0.307458392876076	0.177786036084537	"IS02"	0.179806131470601
"HLA.DQB2"	"HLA.DQB2"	0.545339873393569	-0.257060594711968	1.0086440963108	-0.267476880071586	-1.12094410253212	"IS03"	1.0086440963108
"RBM42"	"RBM42"	0.226087431517776	0.157801398285588	1.00844195599351	-0.478290734259299	-0.814011157651572	"IS03"	1.00844195599351
"NYAP1"	"NYAP1"	0.181365404790671	0.103817817709219	0.996751084004165	-0.437461604695698	-0.76691378469996	"IS03"	0.996751084004165
"GRIN1"	"GRIN1"	0.11775811068095	0.296237792379809	0.992634941240061	-0.472744023592137	-0.801388467366303	"IS03"	0.992634941240061
"PCDHA10"	"PCDHA10"	-0.651745879619288	-0.42967693251475	0.986912983017531	0.0909381607361532	-0.177048080214733	"IS03"	0.986912983017531
"LRRC20"	"LRRC20"	0.511186613694376	0.207451071875939	0.973811741646175	-0.674665928537898	-0.841331987746011	"IS03"	0.973811741646175
"RAI14"	"RAI14"	-0.386658073383412	-0.258949927858516	0.973645722569937	0.301418407229285	-0.892742310244893	"IS03"	0.973645722569937
"DRC7"	"DRC7"	0.124021837402496	-0.265120023905136	0.945085632158023	-0.451037438277289	-0.3233396338297	"IS03"	0.945085632158023
"P3H4"	"P3H4"	0.432835381832037	-0.055681117651022	0.940003812146238	0.00545336356051934	-1.48185601988227	"IS03"	0.940003812146238
"FAM83E"	"FAM83E"	0.339995987986273	0.0282600691099674	0.935627974473109	-0.284504304987093	-1.02803077128481	"IS03"	0.935627974473109
"TRPM6"	"TRPM6"	-0.0408905448887093	-0.0281597535893287	0.923011840442831	-0.12834288240909	-0.780781766570932	"IS03"	0.923011840442831
"PGM5"	"PGM5"	-0.402289094752863	-0.138673290219116	0.921808672485867	0.0627994885840845	-0.573169679939701	"IS03"	0.921808672485867
"TNK1"	"TNK1"	-0.19148740818181	0.646177310176549	0.90524006728601	-0.13297733252297	-1.14749392893437	"IS03"	0.90524006728601
"MMP13"	"MMP13"	-0.269518615565819	-0.505857613724913	0.886296662915535	0.116891996370376	-0.452084242666187	"IS03"	0.886296662915535
"DLGAP2"	"DLGAP2"	-0.371042771001608	-0.0259072767188321	0.864734335286605	0.0765773306175202	-0.655889917775208	"IS03"	0.864734335286605
"EXOC3L1"	"EXOC3L1"	0.338143939679507	-0.284056522933565	0.857754683525766	-0.280474850993638	-0.687147798018359	"IS03"	0.857754683525766
"PEBP4"	"PEBP4"	0.103028645341683	-0.492828281616435	0.857204941560411	-0.0352181702775971	-0.613696927540868	"IS03"	0.857204941560411
"CASP6"	"CASP6"	0.171433811055637	0.13043408907077	0.843008453429098	-0.311980944394891	-0.786853146956073	"IS03"	0.843008453429098
"TTC23L"	"TTC23L"	0.50395872344042	-0.519722898569379	0.841708745341317	-0.022115202724648	-1.02634217134785	"IS03"	0.841708745341317
"SLC22A13"	"SLC22A13"	0.34588825756031	-0.31985527580223	0.839733991364903	-0.335152670342987	-0.567041076513222	"IS03"	0.839733991364903
"PKLR"	"PKLR"	-0.314696826774648	-0.400743397322197	0.831689239174338	0.053630981237584	-0.337656149383184	"IS03"	0.831689239174338
"SCNN1D"	"SCNN1D"	-0.378846122163117	0.829322966185898	0.829443132775721	-0.0616146159962692	-1.11401958531146	"IS03"	0.829443132775721
"SLC2A4RG"	"SLC2A4RG"	-0.436788945385176	0.583727240494296	0.825231380113317	-0.671200695729085	0.0341966167920624	"IS03"	0.825231380113317
"NKIRAS2"	"NKIRAS2"	0.0525516411289759	0.301333147411722	0.808615240202417	-0.123749056370493	-1.03202752368854	"IS03"	0.808615240202417
"SLITRK2"	"SLITRK2"	0.31378487920478	-0.0891853854662271	0.806276345682873	-0.152103741044704	-0.948861035652586	"IS03"	0.806276345682873
"CD151"	"CD151"	-0.165606276975546	0.0330417310805833	0.80541013619368	-0.778451559198241	0.37193052644266	"IS03"	0.80541013619368
"PHYHD1"	"PHYHD1"	0.455096816754368	0.374851656191882	0.800958678530963	-0.442151915381487	-1.06031131216427	"IS03"	0.800958678530963
"NEURL1"	"NEURL1"	-0.0465926551498421	-0.0524667668535038	0.800713705823192	-0.389746619186747	-0.241022804262629	"IS03"	0.800713705823192
"ZDHHC19"	"ZDHHC19"	0.238722980954763	6.5739120292402e-05	0.792016239988232	-0.248231528075387	-0.786859274341367	"IS03"	0.792016239988232
"CCS"	"CCS"	-1.03748543083409	0.640002739076889	0.789748277948956	-0.163099866428725	-0.0554566777958718	"IS03"	0.789748277948956
"TAS2R42"	"TAS2R42"	-0.364292870461501	-0.575441214192197	0.787884250004812	0.0886903729856083	-0.141496021591752	"IS03"	0.787884250004812
"HBE1"	"HBE1"	-0.358558233795413	-0.446734255958759	0.786848335833273	0.0870809538888394	-0.250341677316497	"IS03"	0.786848335833273
"STX1A"	"STX1A"	-0.126156082270283	-0.0586898541452685	0.780203468117181	-0.153355163005747	-0.46757496020457	"IS03"	0.780203468117181
"SLC38A5"	"SLC38A5"	0.0230832321643443	0.410734168857635	0.770782866576729	-0.299497937545974	-0.794800280493305	"IS03"	0.770782866576729
"TUBG1"	"TUBG1"	0.26235576918909	0.347690191954443	0.769792713458316	-0.562683726209577	-0.621056832921651	"IS03"	0.769792713458316
"GYG2"	"GYG2"	0.430386589754361	-0.399157093660044	0.768126908227654	0.0832275747392304	-1.1156786914097	"IS03"	0.768126908227654
"IGSF1"	"IGSF1"	0.259693806867252	0.21045176136806	0.762770262032639	-0.40842950418755	-0.71942872621754	"IS03"	0.762770262032639
"GCC1"	"GCC1"	-0.200857660099819	0.557165506313681	0.755458220221534	-0.483098914753697	-0.391818547127914	"IS03"	0.755458220221534
"PRKD2"	"PRKD2"	-0.408813873873366	0.483479053453619	0.747509631079173	-0.260474072030786	-0.418212132662751	"IS03"	0.747509631079173
"MYH6"	"MYH6"	0.489610188133996	0.147319810302041	0.743013699230648	-0.410551559820533	-0.890672360893083	"IS03"	0.743013699230648
"TRPM4"	"TRPM4"	-0.53715005931197	-0.702826485020163	0.740905534698421	0.526914520931048	-0.428521590350836	"IS03"	0.740905534698421
"P2RX2"	"P2RX2"	0.589564787572337	-0.179786029392045	0.739792180719245	-0.137759297377657	-1.11844488371286	"IS03"	0.739792180719245
"IGFBP2"	"IGFBP2"	0.407228198737006	-0.256859029173659	0.737259422799467	0.0775917987828002	-1.16531415647376	"IS03"	0.737259422799467
"GPHA2"	"GPHA2"	0.169152919391707	-0.669986338016435	0.72570212445886	0.0507612047235229	-0.515779726950714	"IS03"	0.72570212445886
"PTPRE"	"PTPRE"	0.120858228126912	0.292845384739791	0.722675578137183	-0.238225180850288	-0.837703046199473	"IS03"	0.722675578137183
"SYCE1"	"SYCE1"	-0.0106831104461653	-0.00152602795230454	0.71477150508742	-0.0592936682913906	-0.701800569912323	"IS03"	0.71477150508742
"PDGFA"	"PDGFA"	-0.421165921100859	-0.550429977869557	0.712478395101897	-0.290663484099295	0.530369630167306	"IS03"	0.712478395101897
"PXN"	"PXN"	-0.623048584809689	0.501727462437831	0.703906880788174	-0.262188925915336	-0.150459762387258	"IS03"	0.703906880788174
"RFTN2"	"RFTN2"	0.320686320522631	-0.532094630729337	0.702833484501385	0.392283355549366	-1.25975694058874	"IS03"	0.702833484501385
"MPDU1"	"MPDU1"	0.0691447907422185	0.641264869036062	0.699837463574693	-0.165191660840412	-1.14878344538225	"IS03"	0.699837463574693
"LRRC17"	"LRRC17"	0.500601593032191	-0.334198823118462	0.693338536687859	-0.0425187296159903	-0.980219422674397	"IS03"	0.693338536687859
"TRIP13"	"TRIP13"	0.363039863399595	0.358974751950454	0.69267359082982	0.190107923330217	-1.73757616593364	"IS03"	0.69267359082982
"PIAS4"	"PIAS4"	0.354039681847646	0.487150365595078	0.691534250224123	-0.251362640068762	-1.19613237271523	"IS03"	0.691534250224123
"FUT7"	"FUT7"	0.321888995237038	0.452209951183948	0.690993806156674	-0.0669018801039582	-1.39776772326031	"IS03"	0.690993806156674
"FAM109B"	"FAM109B"	0.566165382662511	0.429803661206428	0.674279231336221	-0.050014566330453	-1.64890722035127	"IS03"	0.674279231336221
"TBL2"	"TBL2"	-0.187076549712371	0.327700691932228	0.66577951080601	-0.00463104839839282	-0.806568182564352	"IS03"	0.66577951080601
"CMTM4"	"CMTM4"	-0.666801479664062	0.00359834425810901	0.658217984118032	0.249020838193858	-0.377918770699605	"IS03"	0.658217984118032
"SPAG8"	"SPAG8"	0.165771260389586	0.190560218792999	0.654022328843952	0.196892664805653	-1.35203360303306	"IS03"	0.654022328843952
"SNAPC2"	"SNAPC2"	-0.335953750319163	0.24910876436224	0.652592932497472	-0.228180040554199	-0.243993029260561	"IS03"	0.652592932497472
"E2F1"	"E2F1"	0.29499828341314	0.375802429760208	0.652379505577676	-0.245031791139272	-1.00580952866543	"IS03"	0.652379505577676
"GZF1"	"GZF1"	-0.385935019059873	0.518399142445787	0.65099503866648	0.0463291237610162	-0.805786164082282	"IS03"	0.65099503866648
"ARF1"	"ARF1"	-0.00440695599318384	-0.14682071698113	0.645022419209977	-0.594167118860684	0.260009436329605	"IS03"	0.645022419209977
"NPAP1"	"NPAP1"	-0.210456737745666	-0.359762817604112	0.644552516475482	-0.0197656670597961	-0.168877946621607	"IS03"	0.644552516475482
"ZDHHC11"	"ZDHHC11"	-0.0263077180498473	0.318415491722734	0.642168310607718	-0.117163516441796	-0.784075100797382	"IS03"	0.642168310607718
