"IS01"	"IS02"	"IS03"	"IS04"	"IS05"
"ZDHHC11__pos"	2.56345912442846	4.07451665597694	6.24953886374078	3.91735167448976	0.167940083016663
"ZDHHC7__pos"	2.54753310749549	2.22044604925031e-16	4.30763951828356	7.14502420547819	1.03404837778206
"ZMYND12__pos"	6.70670155206208	1.87505729006029	6.41749821120394	2.18691648748832	1.40924111238523
"ZNF430__pos"	2.79430639348651	0.62213796769685	1.1369684662293	11.335284668832	2.22044604925031e-16
"ZNF461__pos"	0.74514013090448	3.72120805071911	4.45899664258533	5.35818474143652	3.22556783391836
"ZNF609__pos"	2.22044604925031e-16	5.02371649988633	4.91236823596564	5.13262642803012	2.35928836649521
"ZNF697__pos"	1.41223675976964	0.805639023994266	1.53843448907105	7.26264067728122	1.37820305275529
"ZNF738__pos"	0.66129099481161	1.95462919884658	2.26153815565091	10.200596943101	0.650744629188407
"ZPLD1__pos"	2.24481921306048	7.06631852080862	9.2396605098596	2.22044604925031e-16	1.09376989711706
"ZXDB__pos"	0.223333849601906	2.02306719606824	2.57142091819804e-14	11.6041917760925	1.07652086367402
"ADAM9__pos"	3.56396785756559	2.22044604925031e-16	3.4430560898259	6.44629310482757	1.67373789962225
"AP1M2__pos"	0.324055735927036	4.52245915500154	6.60116446414788	5.0424089450935	1.52102207327559
"ARHGAP26__pos"	2.22044604925031e-16	5.99693010553361	6.37062645188351	4.91625991961635	2.22044604925031e-16
"ARMC8__pos"	2.22044604925031e-16	2.2004693685852	1.0477248474257	9.23977340543387	3.62584698528287
"ASB11__pos"	2.22044604925031e-16	6.37001024521864	8.98933410999839	1.83015452735046	1.66988988916033
"ATP6V0A2__pos"	2.22044604925031e-16	7.20105993729608	3.56742425582188	5.83143535803194	2.22044604925031e-16
"CALM3__pos"	8.16700836024821	2.22044604925031e-16	4.74218425023446	1.87753155511832	3.56838514515994
"CBLN4__pos"	1.97351771287752	5.37197259181384	6.08605263418879	3.89955857911718	1.43260790205842
"CCDC150__pos"	0.00997940560302105	3.1249678162869	5.20692283530423	4.06859982529242	0.465034291438198
"CCDC50__pos"	2.22044604925031e-16	2.35987603892219	1.82973428072035	5.43525756787752	1.9182816283637e-09
"CCL3L3__pos"	3.39544970832211	1.49108261123983	5.35734293897354	5.17433028060464	0.77547317341459
"CCS__pos"	2.22044604925031e-16	5.38940824698618	6.09613536913621	3.6033238188649	2.95365421307207
"CDC14B__pos"	1.15621325365625	0.00294822294032234	2.1932968376341	6.72431635114846	7.2070333042643
"CEP44__pos"	2.22044604925031e-16	2.8333088026551	2.22044604925031e-16	11.5182412922983	0.900849498242833
"CMTM4__pos"	0.650008635149274	3.2793636862476	5.78330663729729	6.11335818155453	0.559463958002131
"COX16__pos"	6.01717205379349	2.22044604925031e-16	2.09006092568485	8.70415900703031	2.22044604925031e-16
"CPB1__pos"	1.7337893547867	5.61237578354303	8.74330394822348	7.0716746488472e-06	3.16731735918871
"CRISP2__pos"	2.03489071102734	4.93495425804339	6.85285417462408	2.91963623391524	2.11170949266835
"DCLRE1A__pos"	3.1372422556358	4.31223043605346	2.22044604925031e-16	8.37371320074691	1.23542752007748
"DERL2__pos"	5.8378486790006	2.22044604925031e-16	2.22044604925031e-16	11.0448873274702	2.22044604925031e-16
"DHCR7__pos"	2.32307060785606	1.21156488672097	5.94281586331289	4.00932241246738	1.81242773223832
"DNAJC16__pos"	2.22044604925031e-16	4.08923401135683	3.02307950807041	5.83311659908718	4.46161428447359
"DTD2__pos"	2.5732742052762	3.40098256011039	1.01733439066281	5.41278798680244	2.22044604925031e-16
"EHD2__pos"	0.991222852279073	2.22044604925031e-16	6.29773328014598	7.25989427371113	1.92176955964777
"ELF2__pos"	2.22044604925031e-16	3.16001137772331	2.22044604925031e-16	9.43040830510331	0.772138474137949
"EPB41L4A__pos"	2.22044604925031e-16	1.08100268111391	4.61294368193861	6.55496579059771	0.69612865371921
"FAM135A__pos"	1.62015053601068	3.77634284868415	0.227020584111561	9.96955081179149	1.36694804006969
"FILIP1__pos"	1.60197404290442	2.22044604925031e-16	7.95478021873774	4.7003941652336	2.22044604925031e-16
"FLI1__pos"	2.22044604925031e-16	6.52798075812219	3.93020985359127	4.73209244266845	2.74960512607954
"FOPNL__pos"	2.22044604925031e-16	0.178621056265538	2.22044604925031e-16	11.4987088083773	2.97547096699433
"FOXRED2__pos"	1.57134079821589	2.22044604925031e-16	6.14273068532747	4.6446952601997	2.22044604925031e-16
"FUT7__pos"	1.05694300295088	2.72800167878979	6.88005691164608	3.21621669852876	2.22044604925031e-16
"G2E3__pos"	2.22044604925031e-16	4.94084481772718	2.94758043525895	7.47548413007289	2.22044604925031e-16
"GALNT9__pos"	3.03947719689204	5.20141091659637	8.65068538603381	0.685378020877475	1.54870968292467
"GART__pos"	2.70608527692733	3.37922132932934	0.74900979120956	5.28540056150096	0.730121804701344
"GCC1__pos"	2.22044604925031e-16	6.64288558154605	8.2446702833262	3.52795770175877	2.22044604925031e-16
"GLOD5__pos"	1.85427588443477	4.85657066580202	7.1528268343915	2.19388547309216	2.91939243256721
"GP6__pos"	1.31817353545856	2.00416428302606	6.53935388958933	4.56746773398445	3.45617339925167
"GSTM5__pos"	2.73191537733972	2.74805281746182	3.87048414424767	5.82619274527272	1.61261390226941
"GTF2H3__pos"	3.58792159958458	2.24639752342426	1.55440819831239	8.11760336435133	1.38128549858869
"HCCS__pos"	8.06411384418496	2.22044604925031e-16	4.45219053335266	5.43566370543066	2.22044604925031e-16
"HIVEP2__pos"	6.02071413569951	4.99156449295338	0.587639849061685	6.92916494354198	2.22044604925031e-16
"HLA.DQB2__pos"	7.73888038653874	2.22044604925031e-16	9.47035633124552	0.653053235916619	2.22044604925031e-16
"HNRNPA0__pos"	3.34267313021357	2.22044604925031e-16	2.22044604925031e-16	11.70698054304	1.45955916530582
"HOXB2__pos"	3.02213635979579	1.24711221337001e-06	3.65389428703885	8.05248155689892	2.37664921475143
"HSFX1__pos"	0.982749149379487	6.13047859823426	7.12757430026314	2.91759643767708	2.22044604925031e-16
"IDI1__pos"	2.85280297295494	4.22282502680929	2.22044604925031e-16	9.13943932553437	0.717984582057405
"IFT20__pos"	3.99661107884186	0.429924808624219	6.43594780725772	4.59062533733506	2.22044604925031e-16
"KCNMB4__pos"	3.41099654164035	1.7572762756416	5.41745589288735	4.10639523389359	0.126123289511061
"KLHL6__pos"	2.22044604925031e-16	7.18476342657007	1.44031731056307	6.09010848173911	1.28503736161924
"LCN8__pos"	2.75777145930073	4.52547113528915	7.01900575534154	3.95966898418753	2.22044604925031e-16
"LIPG__pos"	3.42942246653	0.821692660512555	6.45315293424508	3.74069765887759	2.22044604925031e-16
"LRRC17__pos"	3.50225808947062	2.4885509192373	6.07068651334614	4.16752768516991	0.702391900312664
"LRRC37A3__pos"	2.22044604925031e-16	3.85149536705544	2.60462994848349	9.70771399407209	0.482911411753453
"MAGED1__pos"	6.26181424290718	6.42393181068816	3.55083388660132	2.9368431195586	2.22044604925031e-16
"MAP1LC3C__pos"	2.22044604925031e-16	0.620382280163427	10.0614356429602	5.55868088259744	2.22044604925031e-16
"MARCH6__pos"	2.22044604925031e-16	4.76675260845536	0.566018219862906	7.42314977772561	4.44009913800984
"MPDU1__pos"	2.25422883754753	5.55389704249477	6.68174457149077	3.16016478975823	2.22044604925031e-16
"MPZL2__pos"	3.10666378477878	3.45825049774521	3.34801092285587	4.53534868574073	0.818400705943999
"MYH6__pos"	6.03123021844076	3.43396168163613	8.49221070168094	0.776870856182799	2.22044604925031e-16
"NCKIPSD__pos"	2.22044604925031e-16	3.98337636110832	6.33295029998732	2.51462708120847	2.48274013346785
"NIP7__pos"	1.10178195401879	1.89506632935731	1.65267630340838	11.7505702079357	2.22044604925031e-16
"NMT2__pos"	4.35581920712689	1.72515246198777	2.7674839624824	7.29587929352721e-05	8.06026039388224
"NREP__pos"	0.278244530522121	1.00108171382209	2.71726553171436	9.51921583608554	2.10537930844265
"NTAN1__pos"	3.70565206082489	6.11791849432728	5.10544122839763	3.74694904077803	2.22044604925031e-16
"OSER1__pos"	5.01706705990927	3.11608610316846	4.85914809512051	5.37578717118041	2.22044604925031e-16
"P2RY13__pos"	5.58668715529635	2.22044604925031e-16	2.22044604925031e-16	9.41005096454005	2.22044604925031e-16
"PCBD2__pos"	2.22044604925031e-16	5.68601525353177	3.72341517093355	7.86346449079563	2.22044604925031e-16
"PCDH11Y__pos"	5.99999879115035e-11	2.22044604925031e-16	8.52628383512718	7.39804300902356	0.504226688509931
"PDCD10__pos"	4.0872115363547	7.16121535586538e-16	2.05242487034083	4.7125993652319	5.35150573306349
"PDGFA__pos"	0.821863612077639	2.22044604925031e-16	7.31822220179694	4.60605287996109	4.57095166654107
"PGM5__pos"	0.186925908770901	2.22044604925031e-16	9.6924993709182	4.53343560283346	1.19774129336042
"PHF6__pos"	1.39855303656551	2.83572483475282	1.16860229573656e-14	9.76113762616865	0.00250792868019068
"PITPNB__pos"	3.91680612544339	2.22044604925031e-16	2.22044604925031e-16	10.1331526121455	2.06173544131004
"PKIA__pos"	1.01018686495491	2.03671257358024	4.67437555498149	5.89465391781208	2.78686634583859
"PLPPR1__pos"	1.87135557534134	4.30969452508684	6.55973949873272	2.52676172322518	3.59624510286202
"PRDX3__pos"	5.76524911603746	2.22044604925031e-16	2.22044604925031e-16	7.62753374058326	1.22096863083261
"PRMT3__pos"	1.35940630917588	4.23473712759348	0.58458158660551	7.85799848654726	1.04386823348882
"RAB6C__pos"	2.01227131594623	2.06523006653168	9.97109413056923	3.61118399173084	2.22044604925031e-16
"RARS2__pos"	2.22044604925031e-16	3.59324086508707	4.3103875096296	8.41723777502689	0.893220726680855
"RHOT1__pos"	0.531629650845604	2.12250126653995	0.353083071507515	9.12041171404532	3.04304594491738
"RNF11__pos"	0.310369338897171	4.20782233350269	2.22044604925031e-16	8.59185530971487	4.67293262158716
"RNF125__pos"	1.41910615709093	2.65050080452105	3.06287218450215	9.79831777254176	2.22044604925031e-16
"RPAP2__pos"	2.22044604925031e-16	5.90411274796902	0.796666720986791	7.53664406550304	1.1051014333171
"RSG1__pos"	3.61964994628423	3.73950282210422	5.90706960985827	1.68571599987231	1.31071002970583
"RTN1__pos"	4.40691096727642	1.68990687694415	3.84541154919374	3.46236007407798	3.69507052584543
"SACM1L__pos"	2.22044604925031e-16	6.01808408775447	2.22044604925031e-16	10.8878314137145	2.22044604925031e-16
"SDCBP__pos"	5.99876467148634	2.22044604925031e-16	2.32533882367444	4.58769030766843	1.89695812956735
"SIRT2__pos"	2.22044604925031e-16	4.23947670593649	5.70921781008594	7.26039858410045	2.22044604925031e-16
"SLC35F5__pos"	2.22044604925031e-16	1.46947262876118	2.22044604925031e-16	11.6230561632577	1.95858271654598
"SLC41A3__pos"	0.403876199003367	5.82836296865406	5.81529673217951	5.56718406919988	7.98830448863851e-07
"SORCS1__pos"	0.459657969424739	1.38329506672226	6.21917291747563	6.61678789356982	0.124808175185929
"SREK1__pos"	0.196277376038122	2.67548177990685	1.97335473709482	7.30701499026076	1.11273397648434
"STIL__pos"	1.60983294983339	4.33452698345082	3.79684869268924	5.4119416604168	0.997808005839965
"SUGCT__pos"	3.5956453378206	2.76549878288852	6.24069670039931	3.78016066310465	2.22044604925031e-16
"SUSD4__pos"	1.30160403612945	3.09815777601627	6.25656839304189	6.22747566303587	2.22044604925031e-16
"SUZ12__pos"	2.22044604925031e-16	2.79052146836413	2.22044604925031e-16	11.7719623473886	2.22044604925031e-16
"TAS2R31__pos"	0.430594289468141	5.58897187488882	0.346093125854555	7.84105659030933	2.22044604925031e-16
"TBC1D23__pos"	1.2502733936797	3.22436942392385	2.49702787121217	7.95835567009972	2.48791470124242
"TESK1__pos"	2.22044604925031e-16	6.29925234069047	4.9753137402164	5.21883265782088	2.22044604925031e-16
"TIMM23B__pos"	2.22044604925031e-16	7.11052043510225	1.59020255541224	8.38009832060912	2.22044604925031e-16
"TMEM126B__pos"	1.82747563065389	2.05266224342822	2.2285073431448	9.76491680370565	1.12554139808788
"TMEM65__pos"	2.22044604925031e-16	2.9793291779156	2.22044604925031e-16	12.1763267235327	0.117969993059324
"TMX1__pos"	3.34210931997984	2.22044604925031e-16	0.0864723509598545	9.03209894982765	1.38594716569259
"TTC9C__pos"	1.39871361824466	3.08654791779011	2.82538234827064	8.19807076201669	0.162438176445135
"UEVLD__pos"	2.28811077561389	1.55362952112032	0.69577964414113	9.80184242374286	0.600461976789161
"ZMAT3__pos"	1.93002018968537	1.88677122041369	0.040614304926789	9.39709481521287	0.964224165666
"ZMYND15__pos"	4.64613994273434	2.50348008160535	4.0089919036014	2.48055382764914	0.612450577112222
"ZNF189__pos"	2.01242671669831	6.02914461290665	2.22044604925031e-16	8.65504699542614	2.22044604925031e-16
"ZNF674__pos"	2.22044604925031e-16	4.27650074175937	4.03743355731351	7.15724400340129	2.1721377806115
"ABHD16B__pos"	6.21413045966983	2.20316681888698	7.65122312741141	2.67326928186894	0.085085064289025
"ABTB1__pos"	2.22044604925031e-16	6.15370482501095	5.28180166776953	4.17013567552307	2.66325566049899
"ARF1__pos"	3.62978734911368	2.31604589650464	6.21497587050509	1.55782768490828	3.28164598154016
"ARHGAP27__pos"	2.22044604925031e-16	5.16712051259138	8.84132617936143	4.05515542117763	2.22044604925031e-16
"ARHGAP6__pos"	2.13697180138426	2.22044604925031e-16	2.85117452131824	7.89532660816338	4.50853916234599
"ARL6IP5__pos"	4.66249330240083	2.22044604925031e-16	2.22044604925031e-16	9.05535373667465	2.41593797389422
"ATP6AP1__pos"	4.72218061344612	2.55963845798943	4.38496538132448	0.649251241759295	6.13243333898667
"ATP6V0E1__pos"	7.61550397591443	2.22044604925031e-16	1.27295198070626	5.78458314460997	2.44756347025975
"BAG4__pos"	2.22044604925031e-16	1.98318354622312	2.22044604925031e-16	13.0195670313716	1.03078539266055
"BBS10__pos"	2.22044604925031e-16	2.30529280133068	2.22044604925031e-16	13.5109253575857	6.84753460992476e-09
"C17orf80__pos"	6.17414593945061	3.24961639249563	0.945552460054018	7.38046913936193	2.22044604925031e-16
"C2CD5__pos"	0.219992074376452	4.49669443616694	0.676611528224557	5.98613771400862	3.11770991998875
"C4orf46__pos"	2.37243678053811	2.15695957690515	7.73538875986402e-12	9.98637212836171	2.65811757432946
"C6orf48__pos"	2.22044604925031e-16	8.54495107397225e-16	6.33988467800502	9.65451278758694	2.22044604925031e-16
"CAPZA3__pos"	2.22044604925031e-16	2.22044604925031e-16	9.99223211821141	6.91128711233457	2.22044604925031e-16
"CASP6__pos"	2.36464056248389	3.61888778337893	8.68861013930918	2.83082694031848	0.836830108988176
"CCDC175__pos"	4.84232690720795	2.22044604925031e-16	6.41492336746697	4.44472408137077	2.69149127673085
"CCDC97__pos"	2.22044604925031e-16	5.29818936675011	7.1115801076688	5.35384073098431	2.22044604925031e-16
"CLIC4__pos"	1.20292491551375	2.22044604925031e-16	0.193503080712432	8.62061049453803	6.00147683192726
"CNOT10__pos"	0.747158217654232	6.92249106874438	2.22044604925031e-16	9.59034167948024	2.22044604925031e-16
"CNR1__pos"	2.22044604925031e-16	3.00815054553273	3.48913424781244	7.02802231468881	3.63197909460966
"CYP4V2__pos"	2.48630718644982	3.23924878617275	2.22044604925031e-16	10.0416276669098	2.22044604925031e-16
"DAP3__pos"	4.37199128307617	4.74278082602363	1.97810670598476	4.18913302275059	0.0590100670359274
"DAZAP2__pos"	2.99612514253383	2.22044604925031e-16	5.76235161310138	5.47254189821094	1.46210472250322
"DCTN4__pos"	2.22044604925031e-16	4.19834489524045	3.65020054536098	8.52919867390046	0.409832958178882
"DDX60__pos"	3.14603185042745	1.97276739033116	2.57359108551281	7.30207067894759	2.22044604925031e-16
"DLST__pos"	2.22044604925031e-16	4.54982670869818	2.22044604925031e-16	9.89056647562005	2.28145788162702
"DRC7__pos"	3.63666356381053	2.22044604925031e-16	11.5578577932741	2.01281888643048	1.07013468366925
"EIF3E__pos"	3.23129284022873	1.20782775941033	0.676240579825513	8.25337634247323	0.165416822068357
"EPS8__pos"	2.22044604925031e-16	1.73574247242541	5.74313985929183	7.12487501949662	2.28723949656125
"FAM122B__pos"	2.22044604925031e-16	2.81584078089905	0.0471861114948394	10.6676941675522	2.91205447149921
"FBXL3__pos"	0.186501380096112	2.74714305619024	2.37445448873268	7.54397644581179	2.22044604925031e-16
"FEZF1__pos"	2.22044604925031e-16	2.22044604925031e-16	10.5602168195093	6.27816943426435	2.22044604925031e-16
"FSIP1__pos"	5.5869042053482	2.22044604925031e-16	6.3824268036927	5.77553252189625	2.22044604925031e-16
"G3BP1__pos"	5.39821652258092	1.97171371116299	2.22044604925031e-16	5.90106512752109	1.14575412706251
