"ID"	"State"
"LP16"	"IS01"
"LP19"	"IS01"
"LP20"	"IS01"
"LP27"	"IS01"
"LP28"	"IS01"
"LP35"	"IS01"
"LP41"	"IS01"
"LP42"	"IS01"
"LP44"	"IS01"
"LP45"	"IS01"
"LP51"	"IS01"
"LP55"	"IS01"
"LP80"	"IS01"
"LP90"	"IS01"
"LP91"	"IS01"
"LP94"	"IS01"
"LP103"	"IS01"
"LP106"	"IS01"
"LP05"	"IS02"
"LP08"	"IS02"
"LP10"	"IS02"
"LP11"	"IS02"
"LP15"	"IS02"
"LP29"	"IS02"
"LP39"	"IS02"
"LP43"	"IS02"
"LP48"	"IS02"
"LP60"	"IS02"
"LP64"	"IS02"
"LP67"	"IS02"
"LP68"	"IS02"
"LP69"	"IS02"
"LP92"	"IS02"
"LP100"	"IS02"
"LP110"	"IS02"
"LP111"	"IS02"
"LP113"	"IS02"
"LP116"	"IS02"
"LP117"	"IS02"
"LP118"	"IS02"
"LP120"	"IS02"
"LP22"	"IS03"
"LP25"	"IS03"
"LP26"	"IS03"
"LP32"	"IS03"
"LP33"	"IS03"
"LP34"	"IS03"
"LP46"	"IS03"
"LP47"	"IS03"
"LP49"	"IS03"
"LP50"	"IS03"
"LP52"	"IS03"
"LP58"	"IS03"
"LP79"	"IS03"
"LP97"	"IS03"
"LP109"	"IS03"
"LP119"	"IS03"
"LP01"	"IS04"
"LP02"	"IS04"
"LP03"	"IS04"
"LP04"	"IS04"
"LP06"	"IS04"
"LP07"	"IS04"
"LP12"	"IS04"
"LP37"	"IS04"
"LP54"	"IS04"
"LP61"	"IS04"
"LP62"	"IS04"
"LP63"	"IS04"
"LP65"	"IS04"
"LP13"	"IS05"
"LP14"	"IS05"
"LP17"	"IS05"
"LP18"	"IS05"
"LP21"	"IS05"
"LP24"	"IS05"
"LP30"	"IS05"
"LP31"	"IS05"
"LP40"	"IS05"
"LP70"	"IS05"
"LP71"	"IS05"
"LP72"	"IS05"
"LP95"	"IS05"
"LP112"	"IS05"
"LP114"	"IS05"
"LP115"	"IS05"
"LP121"	"IS05"
"LP23"	"IS06"
"LP38"	"IS06"
"LP53"	"IS06"
"LP56"	"IS06"
"LP59"	"IS06"
"LP81"	"IS06"
"LP82"	"IS06"
"LP83"	"IS06"
"LP84"	"IS06"
"LP85"	"IS06"
"LP87"	"IS06"
"LP89"	"IS06"
"LP93"	"IS06"
"LP96"	"IS06"
"LP98"	"IS06"
"LP99"	"IS06"
"LP101"	"IS06"
"LP102"	"IS06"
"LP104"	"IS06"
"LP105"	"IS06"
"LP107"	"IS06"
"LP108"	"IS06"
