"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"
"ATP10D__pos"	2.45732540277413	8.04567123205917	4.09388922746592	2.22044604925031e-16	2.22044604925031e-16	0.00785970912600545
"CBX4__pos"	0.634143616677939	4.2800829079975	0.421314818932847	10.2955133128085	1.22495778041769	2.22044604925031e-16
"CCL23__pos"	2.81462936709145	6.82846504219898	2.22044604925031e-16	2.75160293214697	3.93759558812774	2.22044604925031e-16
"DEPDC1B__pos"	0.92558055047924	6.74575147085074	3.8694609965579	1.02858762698314	1.03281217388235	1.16988434501929
"E2F2__pos"	1.01153690139273e-09	7.4731348533308	6.11899859742289	1.03086266160598	2.22044604925031e-16	2.22044604925031e-16
"HDLBP__pos"	1.47720514002014	4.52161495777524	3.45277864392318	5.62680305022611	2.22044604925031e-16	0.876470734297116
"ID4__pos"	4.16977429342138	8.80447426397015	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"KMO__pos"	4.70909190605417	7.53072239544137	4.46801247825578e-12	2.22044604925031e-16	2.22044604925031e-16	1.22262651461137
"MND1__pos"	1.94759356006223	7.62015790458231	2.22044604925031e-16	5.31215768031126	0.568559313459806	2.22044604925031e-16
"MUC3A__pos"	4.95545198820153	4.79857341342772	1.40466296313907	2.84607656699918	2.22044604925031e-16	0.585234004300184
"NAGLU__pos"	2.66058196152941	5.08409784081826	2.59652424762234	3.29745704666367	2.22044604925031e-16	2.22044604925031e-16
"PDIA4__pos"	0.435462816963128	6.11501326594447	2.22044604925031e-16	3.76327870212526	4.16689357660305	2.22044604925031e-16
"PRH1__pos"	2.82961000120642	6.00769392527022	6.85286312951684	2.22044604925031e-16	2.22044604925031e-16	1.37868888780286
"RAD51__pos"	0.31524268011858	5.6010936237193	2.86945511837576	5.56066117672318	0.450420260459998	2.22044604925031e-16
"SLC4A8__pos"	1.43599269357862	4.72061920534736	2.95621886919714	2.44198090592326	0.334062816122021	0.887986923448582
"STAP1__pos"	1.80707259633838	3.74132373525777	2.00735976786013	2.22044604925031e-16	2.22044604925031e-16	6.05390799750171
"TK1__pos"	2.22044604925031e-16	5.93250655358309	3.29659797933381	3.95562698473364	1.5711417057027	2.22044604925031e-16
