"IS01"	"IS02"	"IS03"
"C11orf65__pos"	6.20864328858843	0.875680302770266	3.48867804709074
"P3H2__pos"	5.11854824884324	2.22044604925031e-16	4.52591168868853
"OR2T29__pos"	6.44850924843295	2.22044604925031e-16	5.80328978767587
"EFCAB3__pos"	4.82946072169064	2.22044604925031e-16	4.12694757896392
"BFSP2__pos"	7.0090968433184	2.22044604925031e-16	5.12868778497266
"SAPCD1__pos"	5.24134389418248	2.22044604925031e-16	4.65787217416494
"ESCO1__pos"	5.01855658097595	2.22044604925031e-16	4.59347338396232
"CCDC191__pos"	6.65594737318063	2.22044604925031e-16	5.31687142182874
"STK16__pos"	4.59533788865973	2.22044604925031e-16	4.71738380337623
"SPDYE5__pos"	6.2524481460998	0.113490457034646	3.78229505776679
"SH2D4A__pos"	6.98986850249677	2.22044604925031e-16	4.8932752722886
"JAM2__pos"	6.47971151786908	2.22044604925031e-16	3.67159212125109
"NOX4__pos"	6.38698816226266	2.22044604925031e-16	5.03116354420816
"USP21__pos"	4.9192985599326	0.553310412428903	3.26125979083
"TREM1__pos"	6.05111361535422	2.22044604925031e-16	5.34659185473231
"ANKRD46__pos"	5.50616311995662	1.8659240537718	4.51757546378485
"ARHGAP8__pos"	7.20262918527564	2.22044604925031e-16	5.16517485809474
"B4GAT1__pos"	4.95816029410099	2.22044604925031e-16	4.09334565920975
"HYDIN__pos"	5.95544169567159	0.0940379116809377	5.75296372097844
"SERF1A__pos"	6.00353958896907	2.22044604925031e-16	5.67449943403474
"WEE1__pos"	5.14849061144214	2.62755910094559	4.23306112304203
"TMEM186__pos"	6.00590956696871	2.22044604925031e-16	4.87406506670439
"F2R__pos"	4.65583460949968	2.21985654945683	5.2081616592065
"CLDN12__pos"	4.46385368281972	2.22044604925031e-16	4.62490766094854
"LMTK2__pos"	5.62572095155899	0.708875773005832	5.65578570463151
"CNP__pos"	5.82510219888056	2.22044604925031e-16	4.12486602490041
"HADH__pos"	5.69326778433931	0.914279158215372	4.08390250160242
"SLC14A1__pos"	4.4444093107358	0.792416805458464	4.30609396463143
"IQCH__pos"	6.30846458711113	2.22044604925031e-16	3.95855920878443
"IREB2__pos"	4.37918565024777	0.285147238073195	4.51688543626921
"ASH2L__pos"	5.55973438568104	2.22044604925031e-16	5.00716926337674
"TBKBP1__pos"	6.04036548774656	2.22044604925031e-16	3.49698534894668
"ARHGAP21__pos"	4.99886657355787	2.86273017084995	4.74304102039355
"SLC9A4__pos"	3.24090857357143	4.35177602037593	2.48060844651009
"WDR66__pos"	4.60743163458237	2.22044604925031e-16	5.73699256859533
"TSSK6__pos"	6.86952566768369	2.22044604925031e-16	4.6202208332535
"FXYD6__pos"	4.52165146990553	2.22044604925031e-16	4.13877417801448
"ELAC1__pos"	5.56890918406679	2.22044604925031e-16	4.40757837964589
"ARSJ__pos"	7.01005303510383	2.22044604925031e-16	4.58885644199327
"DOLK__pos"	4.32257506740342	2.22044604925031e-16	4.80004866871967
"PHF24__pos"	6.49519962448977	2.22044604925031e-16	5.21390259495974
"ZNF44__pos"	7.5154607707581	2.22044604925031e-16	4.25133388849142
"TRIM2__pos"	5.9042791144801	2.22044604925031e-16	4.04070024766277
"MFSD3__pos"	6.43806725963944	2.22044604925031e-16	4.88040481594834
"SAMD3__pos"	6.82382303495762	2.22044604925031e-16	4.81683413526684
"STRC__pos"	6.99442492535415	2.22044604925031e-16	4.65031126647931
"ENPEP__pos"	7.08927749010337	2.22044604925031e-16	4.366784274474
"HYKK__pos"	4.90149723359662	1.31138281087324e-06	4.14495278114491
"HTT__pos"	6.13013044224469	2.22044604925031e-16	5.84623519349532
"IKZF4__pos"	5.28214531573826	2.22044604925031e-16	4.95718938448889
"MACROD2__pos"	4.46666158624344	2.22044604925031e-16	4.36374883495428
"WDR46__pos"	5.17322861275647	2.22044604925031e-16	3.27073749821964
"KCNRG__pos"	6.59440621152539	2.9563083245326e-14	4.86319401726501
"SARM1__pos"	4.88803348102553	2.65032094080341e-07	3.84488737581574
"PAX8__pos"	7.37641608004975	2.22044604925031e-16	4.76544500010029
"C17orf99__pos"	6.89778537830116	2.22044604925031e-16	5.09459482608105
"PRRT1__pos"	6.82539389880718	2.22044604925031e-16	4.84751942020572
"PBX4__pos"	5.70378926333338	2.22044604925031e-16	4.09854365006419
"TACR1__pos"	6.05540731755591	2.22044604925031e-16	5.0658936972551
"CCRL2__pos"	5.06362823191132	2.22044604925031e-16	3.99940856303148
"SLC39A14__pos"	6.22984713462105	1.15973502667294	4.79766656174054
"CD2BP2__pos"	4.32346646271428	0.121535697931992	3.50218012459782
"C10orf35__pos"	6.10122480437185	2.22044604925031e-16	5.26570239348441
"PLAC9__pos"	6.29664221730744	2.22044604925031e-16	5.47431138323613
"AKAP1__pos"	6.10451252931655	2.22044604925031e-16	3.80229388377344
"SPIN4__pos"	3.63908177983935	2.4193844333592	3.4795517550834
"SOX6__pos"	6.68383399527709	2.22044604925031e-16	4.95242084905779
"SPIRE2__pos"	6.1252301620272	2.22044604925031e-16	5.70741687112407
"ECHDC3__pos"	6.4303077066541	2.22044604925031e-16	4.74217514659316
"MGST2__pos"	4.98474056974807	2.22044604925031e-16	4.05470667260055
"MMP11__pos"	6.19379316358101	2.22044604925031e-16	5.5125778582408
"RNF165__pos"	7.35499281672929	2.22044604925031e-16	4.83287106186649
"C11orf84__pos"	4.91530825902869	2.22044604925031e-16	3.75619909801959
"EPB42__pos"	6.14298320851475	0.736487431223088	4.80716008529835
"CLMN__pos"	5.36563024171803	0.484973657262789	5.10031070176231
"CCL3L3__pos"	6.39731152796384	0.00465084393552623	5.00671543596928
"ARHGAP11B__pos"	4.75144478459822	2.22044604925031e-16	3.60938727877972
"PAX9__pos"	5.86334625395769	2.22044604925031e-16	5.39569682020247
"C15orf40__pos"	5.6630463438151	2.22044604925031e-16	3.37198620599283
"CD5L__pos"	6.64881850198215	2.22044604925031e-16	5.00187053762228
"OR10H1__pos"	4.86502931211608	0.341772497721715	4.02721055255526
"KIF13B__pos"	4.70547775696862	0.321119259712818	4.73764877211748
"NRXN1__pos"	6.65074625990799	2.22044604925031e-16	4.92115943167225
"NPIPA7__pos"	4.92548787890976	0.424797161723809	4.47959542583007
"CFAP44__pos"	5.58495269398957	1.25391354703404e-07	5.05907057100597
"RPAP2__pos"	4.99532305224867	1.04478639767886	5.45849640243509
"SIX1__pos"	5.64726500022537	0.251398681381793	4.66652727279543
"RDX__pos"	5.35996789934119	1.68076831592215	4.45661873048764
"IL7__pos"	4.41552506290099	2.22044604925031e-16	3.62246667305285
"USP49__pos"	5.35285864048764	1.93556753880631e-06	4.92702999476182
"GEMIN7__pos"	5.13591531898064	2.22044604925031e-16	4.41446332527709
"CES3__pos"	5.80646487852427	2.22044604925031e-16	5.20686530144939
"SCD5__pos"	5.81775982352634	1.38780728901804	4.12102700125543
"ATP7B__pos"	6.12045874140729	0.548535689818143	4.3986800820019
"THUMPD3__pos"	4.37715529423875	2.22044604925031e-16	4.66306675067011
"TIGD6__pos"	4.52387050856689	2.22044604925031e-16	3.80828624347349
"DACT1__pos"	4.87345229354898	2.75591665299485e-15	4.00371371863293
"SEMA6D__pos"	6.87898060358957	2.22044604925031e-16	4.08779616761464
"CADPS__pos"	6.12920970987766	2.22044604925031e-16	5.01753127667697
"NPR3__pos"	6.5262882697541	2.22044604925031e-16	4.66090530105324
"LMCD1__pos"	5.20982916036024	2.22044604925031e-16	4.95453016295538
"AIF1L__pos"	6.86977694624955	2.22044604925031e-16	4.59742517359858
"PCOLCE2__pos"	7.13399199229266	2.22044604925031e-16	3.89752688012143
"ARL2__pos"	6.15641721458078	2.22044604925031e-16	4.98776894688617
"TTLL12__pos"	5.73883787900978	2.22044604925031e-16	4.41097112585578
"USP12__pos"	5.27184570246765	1.09644895650582	4.81556372161242
"SGPL1__pos"	5.34146375000067	2.22044604925031e-16	3.39628092636883
"KIAA1958__pos"	5.42286145039247	0.256844256745618	5.44167130419588
"TNKS__pos"	6.35633445756857	1.08125889331332e-12	5.54448680165868
"CHRNA7__pos"	6.59568768765219	0.351617534130235	4.34081019348718
"ZNF19__pos"	5.8790055408462	2.22044604925031e-16	3.58910571323177
"RGMB__pos"	5.04855039298898	0.697888465273846	4.83948684481998
"SNAI2__pos"	4.921071740465	2.22044604925031e-16	4.92254560895824
"NTRK2__pos"	5.43320484270088	0.613374233682795	4.08817491651439
"NOVA2__pos"	6.37572984544253	2.22044604925031e-16	5.22332677930419
"PHKG1__pos"	6.63269091284549	2.22044604925031e-16	4.44909590208338
"RFC5__pos"	5.19554764830643	1.62051788483922e-09	4.958546941133
"EXD2__pos"	6.36711120157863	0.340850998342858	4.6775483806299
"ARHGEF28__pos"	6.34688808347762	2.22044604925031e-16	4.33415947398252
"SORD__pos"	6.05778810397435	0.629940836479407	4.1840984039284
"SCN8A__pos"	4.60583371004654	0.504116686060822	5.09957684588299
"ZNF527__pos"	6.09421791050249	0.341260484597945	4.85846074459438
"SLC12A3__pos"	5.97093318576063	2.22044604925031e-16	5.07793801398214
"PDLIM4__pos"	6.01065386425955	2.22044604925031e-16	5.32245373807979
"ABCD4__pos"	5.1466468705657	0.162693563756381	5.07151933484658
"RASIP1__pos"	6.72536189578458	2.22044604925031e-16	4.50564938740612
"ADAMTSL4__pos"	5.92420493152459	2.22044604925031e-16	5.01358197697392
"MEI1__pos"	5.20069924920565	2.22044604925031e-16	3.73160702829688
"KIF9__pos"	6.06406539815396	2.22044604925031e-16	5.05770508353843
"DCTN1__pos"	5.12490237946154	0.348678109321221	2.90843742828869
"SLC25A4__pos"	5.81815319707067	2.22044604925031e-16	4.39689751291145
"PPIAL4G__pos"	5.75713313935485	1.09642934462321	5.16482533633215
"SFXN3__pos"	3.96058213868347	1.28657660434138	4.69303120183304
"PLIN2__pos"	6.04657976804786	2.22044604925031e-16	4.66461153429074
"KLHL28__pos"	4.33437474861153	0.854732014681338	4.02415426014986
"RNPEP__pos"	4.28151848980665	0.235576830670996	3.69824434344454
"NAA30__pos"	4.16534114277735	3.40637536275242	4.49073797604966
"MIPOL1__pos"	5.24498243451013	0.713079753446258	4.16957652279057
"MDK__pos"	5.53640571922932	2.22044604925031e-16	5.1228022234024
"SVEP1__pos"	6.16828192336582	2.22044604925031e-16	5.13675769471371
"PASD1__pos"	13.5274255127269	2.22044604925031e-16	2.22044604925031e-16
"TOP3A__pos"	3.22427392515636	2.22044604925031e-16	3.46653523075131
"FAM53A__pos"	5.88771355692433	2.22044604925031e-16	4.94388009506382
"TRPM5__pos"	8.06526039831145	2.22044604925031e-16	4.98886559317517
"ADGRF4__pos"	12.8547256628646	0.875102642742951	2.22044604925031e-16
"TBX3__pos"	5.74256086959551	6.64253656092795e-07	3.52991118429293
"TRIM61__pos"	6.00990323298554	2.22044604925031e-16	4.61854494935133
"SUN5__pos"	13.0109205059905	0.746465032588538	2.22044604925031e-16
"OR10K1__pos"	6.52801294041131	0.265877085403102	3.58270528971464
"C1orf94__pos"	13.5828725599888	2.22044604925031e-16	2.22044604925031e-16
"C15orf48__pos"	5.76342994468318	2.22044604925031e-16	5.72204985981049
"GRB10__pos"	5.64071597514182	0.985980799186602	3.61699157908294
"SPATA31A5__pos"	12.9952520092159	0.822980194516322	2.22044604925031e-16
"CNNM2__pos"	5.30272637110583	1.06843866941608e-10	3.54304687740507
"PLAT__pos"	6.07729596260434	2.22044604925031e-16	5.14462019132499
"TDRD9__pos"	5.95873845882364	0.0776358670260248	4.65868235839407
"PAQR6__pos"	5.79009036776676	2.22044604925031e-16	4.89874863621822
"PLCD4__pos"	6.92816370449241	2.18324542980037e-12	3.88307428815129
"SYCE2__pos"	6.90262058639808	2.22044604925031e-16	6.33937754985825
"KRT82__pos"	6.80804979238219	2.4174791276501	4.6030801068464
"IDO2__pos"	5.10504284434527	0.910132639170596	4.149290315469
"CYP3A5__pos"	7.63462095794314	0.550288205252789	4.36173060322968
"TAL1__pos"	5.44262355571137	2.12871144188964	3.89716509615259
"SPDYE2__pos"	6.21407276338778	2.22044604925031e-16	5.12894732159312
"ZBTB39__pos"	5.29888739831169	0.301866632154783	4.01952831071703
"TMPRSS13__pos"	5.45549904225162	2.22044604925031e-16	5.09444805267242
"FAM214B__pos"	4.94370358404027	2.22044604925031e-16	4.13014279822538
"ATP6AP1L__pos"	5.17205222969427	2.22044604925031e-16	4.37604277228576
"SATB2__pos"	4.47755336257011	2.22044604925031e-16	3.83503685990531
"HEY1__pos"	6.50176324360804	2.22044604925031e-16	4.08492798341161
"ILDR1__pos"	6.19595348671588	2.22044604925031e-16	4.043478753029
"ZFP69__pos"	6.097115575025	2.60725716386415e-08	2.74098738967654
"CYP2E1__pos"	6.53509616553058	2.22044604925031e-16	4.0800269909061
"DEPDC4__pos"	5.7507344108157	2.22044604925031e-16	4.42916284193015
"SERTAD1__pos"	6.36023656061745	2.22044604925031e-16	4.04906008685239
"CDKN2B__pos"	5.17186466372152	0.463012888839584	5.29486491928062
"DNAH8__pos"	6.26585098774432	1.23681889742061e-07	5.10963337541497
"KCNN3__pos"	5.46440015589559	1.45234342673561	4.60877144182323
"LAMB3__pos"	5.56618814294549	2.22044604925031e-16	4.81672434492962
"NME9__pos"	6.44172819739039	2.22044604925031e-16	6.06293998016055
"ZFP37__pos"	5.54257267529361	2.22044604925031e-16	4.42409526710675
"UNC13A__pos"	6.43797425392759	2.22044604925031e-16	5.10120871879188
"FAM177A1__pos"	6.65069900327663	0.588247296136045	4.06046027585719
"RERG__pos"	5.66969061663085	2.22044604925031e-16	4.61710069999941
"HOXD8__pos"	7.72936530712214	2.22044604925031e-16	3.91723965157357
"ALG1__pos"	5.09466078824835	2.22044604925031e-16	5.2875838295948
"PCDHGA4__pos"	6.27572194030157	2.22044604925031e-16	5.17212535874263
"ENPP1__pos"	5.63071531937241	0.794063504596674	5.15189196955048
"FAM124A__pos"	5.70375590233575	2.22044604925031e-16	4.71352048536073
"DKK3__pos"	4.85957957894361	2.40490415835626e-07	3.71035187905138
"N4BP3__pos"	5.40641911570871	2.22044604925031e-16	4.8298380142861
"CYYR1__pos"	6.29219245465992	2.22044604925031e-16	4.23865911955439
"TEAD1__pos"	4.35493052676077	1.45680183831888	3.15429222875289
"FAM46A__pos"	5.2584288986109	2.22044604925031e-16	5.15115235908356
"CDC25A__pos"	5.77185687573958	2.22044604925031e-16	5.8516633739957
"MAST4__pos"	4.36533170366631	0.777889283916967	3.63652343816208
"FDXACB1__pos"	5.17770524313381	2.22044604925031e-16	4.1210048183944
"CLP1__pos"	5.00585860091985	2.22044604925031e-16	3.9096379081144
"PCDH9__pos"	4.51046762383026	3.31888967401129	4.52088680097811
"AMDHD1__pos"	4.60148805214956	2.19929847728037	4.55983844925024
"RMI2__pos"	4.36352415732099	1.48062517166625	3.66343857775416
"GBP4__pos"	3.69321742159594	2.33942381646824	4.85618118632106
"ST3GAL4__pos"	6.04200732744559	2.22044604925031e-16	4.09104650514402
"SLCO1A2__pos"	5.93071153065584	0.48276049960663	4.32782540294005
"PTGDR__pos"	6.50753999763723	0.323951216539239	4.4903559707879
"CCDC117__pos"	4.00242012257633	2.63669267707707	3.79271748595006
"CBX8__pos"	4.53759348647188	2.22044604925031e-16	4.56089455179232
"WASF1__pos"	6.21387711610534	2.22044604925031e-16	4.23567434208011
"ADAMTS7__pos"	6.00113429270829	2.22044604925031e-16	4.30584988527528
"RNF212__pos"	7.17940532229934	2.22044604925031e-16	3.89010677039008
"AMFR__pos"	3.52714635138254	3.3330755579479	4.39324870906705
"RNASE10__pos"	4.64076754785603	3.9882661405468e-05	4.39808197615322
"IRS4__pos"	7.32808876118587	1.19511037725197	5.02641600028573
"SLC16A10__pos"	5.52921187171055	0.795788327707894	4.19934866022155
"TMEM255B__pos"	6.81841250486861	2.22044604925031e-16	5.80157942602912
"WASF3__pos"	5.35518168746284	1.57787986781661	5.80106076082687
"LYPD8__pos"	11.8394255457675	2.22044604925031e-16	1.81327245525207
"ERVW.1__pos"	6.62056560786963	2.91113627084914e-05	5.17702618747037
"CABP2__pos"	13.6826430112894	2.22044604925031e-16	2.22044604925031e-16
"LRRK1__pos"	7.13409623485073	0.534095447471792	4.93546007403434
"PERP__pos"	4.44922417109149	0.583420468432455	5.30677616033579
"OPN1MW__pos"	5.85853657478257	3.50328850912523	4.58258014244568
"NXF2B__pos"	6.85116165274175	2.6772837643434	4.21549057428578
"AMOT__pos"	5.28068664161219	0.604259539862172	4.32056210895754
"NR6A1__pos"	5.5560317156241	0.766367435101714	3.65602869531527
"CRYAA__pos"	13.5695720617999	2.22044604925031e-16	2.22044604925031e-16
"ZSWIM2__pos"	13.5392780385068	2.22044604925031e-16	2.22044604925031e-16
"PANK1__pos"	5.68938874277464	0.575281222927499	4.54292011864854
"BRI3__pos"	7.25273394293188	2.22044604925031e-16	5.05172599244995
"CYP4F2__pos"	13.647706917287	2.22044604925031e-16	2.22044604925031e-16
"SCN10A__pos"	6.77570691702979	1.78904589040011	5.12580982008728
"TM4SF5__pos"	13.6826419866247	2.22044604925031e-16	2.22044604925031e-16
"GOLGA6A__pos"	8.99483476114724	2.22044604925031e-16	4.27147556202104
"IL15__pos"	4.45554396227318	0.748009866060076	3.82142272986662
"NRARP__pos"	5.98827454829	2.22044604925031e-16	4.50894380512673
"TCP11X2__pos"	6.56537608974971	2.91709411417115	4.48142721114214
"INTS2__pos"	5.70383472230163	0.660418687986785	4.85830108756867
